Name,Age,Season,Team,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Connor Bacon*,--,2016,Boston College,5,9,9,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=bacon-000con
Chris Balogh*,21,2016,Boston College,26,38,32,1,7,1,0,0,1,1,0,5,9,0.219,0.342,0.25,0.592,8,,1,0,0,0,,player.fcgi?id=balogh000chr
Mitch Bigras*,19,2016,Boston College,46,133,115,14,30,5,0,1,14,3,0,13,34,0.261,0.353,0.33,0.684,38,,4,0,1,0,,player.fcgi?id=bigras000mit
Scott Braren*,--,2016,Boston College,29,91,78,10,26,4,0,1,16,0,0,10,14,0.333,0.422,0.423,0.845,33,,2,1,0,1,,player.fcgi?id=braren000sco
Donovan Casey,20,2016,Boston College,36,140,121,23,33,6,1,1,14,4,1,13,26,0.273,0.348,0.364,0.711,44,,2,2,2,1,,player.fcgi?id=casey-000don
Joe Cronin,22,2016,Boston College,57,251,210,33,56,16,3,4,36,11,3,35,48,0.267,0.375,0.429,0.804,90,,2,3,1,1,,player.fcgi?id=cronin000joe
Carmen Giampetruzzi,19,2016,Boston College,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=giampe000car
Dominic Hardaway,19,2016,Boston College,29,52,48,8,9,3,0,0,4,4,1,2,17,0.188,0.22,0.25,0.47,12,,0,2,0,0,,player.fcgi?id=hardaw000dom
Gabriel Hernandez#,22,2016,Boston College,48,125,100,13,22,4,0,2,7,6,0,15,23,0.22,0.331,0.32,0.651,32,,2,7,1,0,,player.fcgi?id=hernan005gab
Logan Hoggarth,23,2016,Boston College,53,185,161,21,45,3,0,2,20,10,1,18,24,0.28,0.355,0.335,0.691,54,,2,2,2,0,,player.fcgi?id=hoggar000log
Gian Martellini,19,2016,Boston College,38,119,107,11,24,3,1,2,14,0,0,7,28,0.224,0.294,0.327,0.621,35,,4,0,1,0,,player.fcgi?id=martel000gia
Anthony Maselli*,20,2016,Boston College,18,52,44,6,10,1,1,1,6,0,0,8,17,0.227,0.346,0.364,0.71,16,,0,0,0,0,,player.fcgi?id=masell000ant
Jake Palomaki#,20,2016,Boston College,57,270,213,46,55,9,0,0,25,19,7,42,37,0.258,0.4,0.3,0.7,64,,9,5,1,0,,player.fcgi?id=paloma000jak
Stephen Sauter#,22,2016,Boston College,26,81,71,6,14,2,0,2,8,1,0,9,24,0.197,0.288,0.31,0.597,22,,0,1,0,0,,player.fcgi?id=sauter000ste
Nick Sciortino,20,2016,Boston College,48,201,166,22,45,7,0,2,22,1,2,20,35,0.271,0.372,0.349,0.722,58,,8,5,2,0,,player.fcgi?id=sciort000nic
Michael Strem,21,2016,Boston College,57,254,219,30,66,13,1,1,32,7,7,24,47,0.301,0.377,0.384,0.76,84,,3,7,1,1,,player.fcgi?id=strem-000mic
Johnny Adams,22,2017,Boston College,53,215,180,26,38,10,1,1,20,11,2,22,46,0.211,0.309,0.294,0.604,53,,4,8,1,1,,player.fcgi?id=adams-009joh
Jake Alu*,20,2017,Boston College,49,188,166,24,55,9,0,0,23,12,4,15,22,0.331,0.384,0.386,0.769,64,,1,3,3,1,,player.fcgi?id=alu---000jak
Dante Baldelli,19,2017,Boston College,33,72,59,7,5,1,0,0,3,3,1,8,28,0.085,0.236,0.102,0.338,6,,4,0,1,0,,player.fcgi?id=baldel000dan
Chris Balogh*,22,2017,Boston College,19,27,24,1,5,1,0,0,4,0,1,3,10,0.208,0.296,0.25,0.546,6,,0,0,0,0,,player.fcgi?id=balogh000chr
Mitch Bigras*,20,2017,Boston College,53,207,178,19,37,5,0,2,28,6,3,22,53,0.208,0.3,0.27,0.569,48,,3,0,4,0,,player.fcgi?id=bigras000mit
Scott Braren*,--,2017,Boston College,8,31,25,5,7,1,0,0,1,2,0,6,5,0.28,0.419,0.32,0.739,8,,0,0,0,0,,player.fcgi?id=braren000sco
Donovan Casey,21,2017,Boston College,53,231,199,39,57,7,1,2,20,12,4,24,32,0.286,0.37,0.362,0.731,72,,4,1,3,0,,player.fcgi?id=casey-000don
Jack Cunningham*,19,2017,Boston College,28,27,24,4,7,0,0,0,1,0,0,2,9,0.292,0.346,0.292,0.638,7,,0,1,0,0,,player.fcgi?id=cunnin002jac
Brian Dempsey,20,2017,Boston College,49,168,142,19,37,2,0,0,12,4,5,14,24,0.261,0.348,0.275,0.622,39,,5,7,0,1,,player.fcgi?id=dempse000bri
Jake Goodreau*,19,2017,Boston College,5,11,10,0,1,1,0,0,0,0,0,0,7,0.1,0.182,0.2,0.382,2,,1,0,0,0,,player.fcgi?id=goodre000jak
Dominic Hardaway,20,2017,Boston College,16,16,14,4,4,0,0,0,0,2,0,1,9,0.286,0.333,0.286,0.619,4,,0,1,0,0,,player.fcgi?id=hardaw000dom
Gian Martellini,20,2017,Boston College,52,214,192,28,58,14,2,5,35,0,0,18,58,0.302,0.364,0.474,0.838,91,,2,0,2,0,,player.fcgi?id=martel000gia
Anthony Maselli*,21,2017,Boston College,24,69,59,8,12,2,0,0,8,5,0,8,20,0.203,0.304,0.237,0.542,14,,1,0,1,0,,player.fcgi?id=masell000ant
Jake Palomaki#,21,2017,Boston College,40,171,128,28,36,6,1,2,17,7,2,31,21,0.281,0.446,0.391,0.836,50,,7,5,0,0,,player.fcgi?id=paloma000jak
Aaron Soucy,--,2017,Boston College,14,37,32,4,3,1,0,0,0,0,0,3,18,0.094,0.216,0.125,0.341,4,,2,0,0,0,,player.fcgi?id=soucy-000aar
Michael Strem,22,2017,Boston College,52,230,198,24,49,11,1,2,38,9,0,27,36,0.247,0.333,0.343,0.677,68,,0,2,3,1,,player.fcgi?id=strem-000mic
Jacob Yish,19,2017,Boston College,26,85,78,8,21,1,0,1,11,3,2,4,22,0.269,0.318,0.321,0.638,25,,2,0,1,0,,player.fcgi?id=yish--000jac
Jake Alu*,21,2018,Boston College,49,204,176,25,38,8,1,2,19,5,4,17,33,0.216,0.29,0.307,0.597,54,,3,4,4,1,,player.fcgi?id=alu---000jak
Connor Bacon*,--,2018,Boston College,3,3,1,0,0,0,0,0,0,0,0,2,1,0,0.667,0,0.667,0,,0,0,0,0,,player.fcgi?id=bacon-000con
Dante Baldelli,20,2018,Boston College,49,223,183,29,43,5,0,1,21,19,2,25,52,0.235,0.359,0.279,0.638,51,,11,3,1,0,,player.fcgi?id=baldel000dan
Mitch Bigras*,21,2018,Boston College,33,87,73,8,9,1,0,1,5,1,0,10,28,0.123,0.247,0.178,0.425,13,,2,2,0,0,,player.fcgi?id=bigras000mit
Scott Braren*,--,2018,Boston College,36,136,117,11,23,4,0,1,11,0,2,17,24,0.197,0.296,0.256,0.553,30,,0,1,1,1,,player.fcgi?id=braren000sco
Jack Cunningham*,20,2018,Boston College,46,201,173,24,42,9,0,0,34,8,4,19,47,0.243,0.34,0.295,0.635,51,,7,1,1,0,,player.fcgi?id=cunnin002jac
Reyce Curnane*,19,2018,Boston College,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,,player.fcgi?id=curnan000rey
Brian Dempsey,21,2018,Boston College,49,203,163,17,52,3,0,0,20,7,5,23,25,0.319,0.414,0.337,0.751,55,,4,12,1,1,,player.fcgi?id=dempse000bri
Chris Galland,20,2018,Boston College,48,201,171,36,54,10,2,0,18,28,3,19,35,0.316,0.403,0.398,0.801,68,,6,5,0,0,,player.fcgi?id=gallan000chr
Jake Goodreau*,20,2018,Boston College,21,57,50,2,10,4,0,0,6,0,0,7,21,0.2,0.298,0.28,0.578,14,,0,0,0,0,,player.fcgi?id=goodre000jak
Thomas Lane*,21,2018,Boston College,30,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=lane--002tho
Gian Martellini,21,2018,Boston College,47,206,174,19,40,9,2,4,30,2,2,23,43,0.23,0.33,0.374,0.704,65,,5,0,4,1,,player.fcgi?id=martel000gia
Anthony Maselli*,22,2018,Boston College,35,88,74,12,10,4,0,1,6,3,0,8,27,0.135,0.253,0.23,0.483,17,,4,1,1,0,,player.fcgi?id=masell000ant
Jake Palomaki#,22,2018,Boston College,49,242,200,42,63,13,2,3,32,19,2,34,18,0.315,0.421,0.445,0.866,89,,4,2,2,0,,player.fcgi?id=paloma000jak
Aaron Soucy,--,2018,Boston College,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=soucy-000aar
Brandon Stone*,19,2018,Boston College,6,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,,0,0,0,0,,player.fcgi?id=stone-005bra
Joe Suozzi,20,2018,Boston College,25,78,68,14,17,5,0,1,6,0,0,3,21,0.25,0.316,0.368,0.683,25,,4,2,1,0,,player.fcgi?id=suozzi000joe
Jacob Yish,20,2018,Boston College,21,51,46,2,5,3,0,0,4,0,0,4,16,0.109,0.176,0.174,0.35,8,,0,0,1,0,,player.fcgi?id=yish--000jac
Jake Alu*,22,2019,Boston College,58,272,236,51,80,17,1,4,37,11,2,27,34,0.339,0.407,0.47,0.877,111,,2,4,3,0,,player.fcgi?id=alu---000jak
Connor Bacon*,--,2019,Boston College,14,10,6,2,0,0,0,0,0,0,0,3,4,0,0.4,0,0.4,0,,1,0,0,0,,player.fcgi?id=bacon-000con
Dante Baldelli,21,2019,Boston College,48,177,145,34,32,4,3,2,23,9,3,21,41,0.221,0.335,0.331,0.666,48,,4,7,0,1,,player.fcgi?id=baldel000dan
Peter Burns*,19,2019,Boston College,39,129,109,16,23,2,0,0,6,0,2,14,20,0.211,0.317,0.229,0.547,25,,3,3,0,0,,player.fcgi?id=burns-002pet
Jack Cunningham*,21,2019,Boston College,57,260,220,36,60,12,2,9,35,7,4,26,53,0.273,0.368,0.468,0.836,103,,9,2,3,1,,player.fcgi?id=cunnin002jac
Brian Dempsey,22,2019,Boston College,58,276,224,31,66,8,2,3,37,11,5,31,31,0.295,0.383,0.388,0.772,87,,5,10,6,2,,player.fcgi?id=dempse000bri
Sal Frelick*,19,2019,Boston College,39,180,150,30,55,8,1,4,32,18,3,22,16,0.367,0.447,0.513,0.96,77,,3,1,4,3,,player.fcgi?id=frelic000sal
Chris Galland,21,2019,Boston College,57,246,210,39,56,6,3,0,21,17,9,20,44,0.267,0.355,0.324,0.679,68,,11,1,4,0,,player.fcgi?id=gallan000chr
Ramon Jimenez,19,2019,Boston College,20,58,55,5,12,3,1,1,4,0,0,3,21,0.218,0.259,0.364,0.622,20,,0,0,0,0,,player.fcgi?id=jimene004ram
Gian Martellini,22,2019,Boston College,56,233,210,19,63,11,1,3,26,1,0,18,44,0.3,0.356,0.405,0.761,85,,2,0,3,2,,player.fcgi?id=martel000gia
Cody Morissette*,19,2019,Boston College,58,260,231,27,74,20,2,4,41,8,3,20,37,0.32,0.371,0.476,0.847,110,,2,1,6,1,,player.fcgi?id=moriss000cod
Lucas Stalman,19,2019,Boston College,30,80,65,16,16,5,1,0,7,3,1,12,21,0.246,0.375,0.354,0.729,23,,2,0,1,0,,player.fcgi?id=stalma000luc
Joe Suozzi,21,2019,Boston College,48,171,149,30,42,8,2,3,18,6,4,16,45,0.282,0.363,0.423,0.786,63,,3,3,0,0,,player.fcgi?id=suozzi000joe
Jacob Yish,21,2019,Boston College,7,12,10,2,2,0,0,0,1,3,0,2,1,0.2,0.333,0.2,0.533,2,,0,0,0,0,,player.fcgi?id=yish--000jac
Dante Baldelli,22,2020,Boston College,15,59,55,7,14,2,1,0,9,5,1,1,15,0.255,0.281,0.327,0.608,18,,1,2,0,0,,player.fcgi?id=baldel000dan
Dan Baruch,19,2020,Boston College,7,5,5,1,3,0,0,0,2,0,0,0,2,0.6,0.6,0.6,1.2,3,,0,0,0,0,,player.fcgi?id=baruch000dan
Peter Burns*,20,2020,Boston College,13,42,32,9,7,2,1,2,7,0,0,9,12,0.219,0.405,0.531,0.936,17,,1,0,0,0,,player.fcgi?id=burns-002pet
Vince Cimini,19,2020,Boston College,5,12,11,3,2,2,0,0,1,0,0,0,4,0.182,0.182,0.364,0.545,4,,0,1,0,0,,player.fcgi?id=cimini000vin
Jack Cunningham*,22,2020,Boston College,15,67,59,10,25,3,0,2,13,2,2,6,12,0.424,0.478,0.576,1.054,34,,1,0,1,0,,player.fcgi?id=cunnin002jac
Brian Dempsey,23,2020,Boston College,15,70,56,13,19,4,0,1,12,3,2,4,8,0.339,0.379,0.464,0.843,26,,2,4,4,0,,player.fcgi?id=dempse000bri
Sal Frelick*,20,2020,Boston College,15,71,58,17,14,2,1,2,4,7,0,11,6,0.241,0.38,0.414,0.794,24,,2,0,0,0,,player.fcgi?id=frelic000sal
Mikey Giordano,22,2020,Boston College,2,2,2,0,2,0,0,0,0,0,0,0,0,1,1,1,2,2,,0,0,0,0,,player.fcgi?id=giorda002mik
Luke Gold,19,2020,Boston College,15,66,57,5,14,4,0,1,15,0,1,5,17,0.246,0.303,0.368,0.671,21,,1,0,3,0,,player.fcgi?id=gold--000luk
Jake Goodreau*,22,2020,Boston College,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=goodre000jak
Ramon Jimenez,20,2020,Boston College,8,30,28,4,7,4,0,0,3,0,0,2,10,0.25,0.3,0.393,0.693,11,,0,0,0,0,,player.fcgi?id=jimene004ram
Parker Landwehr,19,2020,Boston College,4,8,6,2,1,0,0,0,0,0,0,2,2,0.167,0.375,0.167,0.542,1,,0,0,0,0,,player.fcgi?id=landwe000par
Cody Morissette*,20,2020,Boston College,15,67,58,14,26,6,0,2,11,3,2,9,6,0.448,0.522,0.655,1.178,38,,0,0,0,0,,player.fcgi?id=moriss000cod
Aaron Soucy,--,2020,Boston College,7,13,10,1,2,0,0,1,1,0,0,3,3,0.2,0.385,0.5,0.885,5,,0,0,0,0,,player.fcgi?id=soucy-000aar
Lucas Stalman,20,2020,Boston College,10,27,22,5,3,0,0,0,3,2,0,4,10,0.136,0.259,0.136,0.396,3,,0,0,1,0,,player.fcgi?id=stalma000luc
Joe Suozzi,22,2020,Boston College,15,68,58,14,24,4,3,1,16,4,0,8,16,0.414,0.471,0.638,1.109,37,,0,0,2,0,,player.fcgi?id=suozzi000joe
Barry Walsh,19,2020,Boston College,9,9,6,3,2,1,0,0,1,0,0,3,1,0.333,0.556,0.5,1.056,3,,0,0,0,0,,player.fcgi?id=walsh-000bar
Jacob Yish,22,2020,Boston College,3,4,4,2,2,1,0,0,3,0,0,0,1,0.5,0.5,0.75,1.25,3,,0,0,0,0,,player.fcgi?id=yish--000jac
Dante Baldelli,23,2021,Boston College,47,186,159,27,49,9,1,4,27,5,2,19,58,0.308,0.388,0.453,0.841,72,,3,3,2,0,,player.fcgi?id=baldel000dan
Dan Baruch,20,2021,Boston College,20,35,30,4,7,3,0,1,5,0,0,2,16,0.233,0.294,0.433,0.727,13,,1,1,1,0,,player.fcgi?id=baruch000dan
Peter Burns*,21,2021,Boston College,45,135,118,9,21,3,0,3,16,1,0,13,29,0.178,0.274,0.28,0.554,33,,3,0,1,0,,player.fcgi?id=burns-002pet
Vince Cimini,20,2021,Boston College,45,162,125,21,27,7,1,0,14,5,0,32,36,0.216,0.375,0.288,0.663,36,,1,2,2,1,,player.fcgi?id=cimini000vin
Jack Cunningham*,23,2021,Boston College,48,211,175,32,46,12,0,1,26,5,2,28,33,0.263,0.37,0.349,0.718,61,,4,0,4,1,,player.fcgi?id=cunnin002jac
Brian Dempsey,24,2021,Boston College,49,233,209,27,60,8,2,1,26,4,6,16,32,0.287,0.348,0.359,0.707,75,,4,3,1,0,,player.fcgi?id=dempse000bri
Sal Frelick*,21,2021,Boston College,48,228,195,50,70,17,2,6,27,13,5,27,28,0.359,0.443,0.559,1.002,109,,4,0,2,2,,player.fcgi?id=frelic000sal
Chris Galland,23,2021,Boston College,31,89,77,21,15,5,0,2,10,4,1,9,17,0.195,0.303,0.338,0.641,26,,3,0,0,0,,player.fcgi?id=gallan000chr
Luke Gold,20,2021,Boston College,44,198,177,29,56,15,2,9,45,2,0,13,31,0.316,0.364,0.576,0.94,102,,3,0,5,2,,player.fcgi?id=gold--000luk
Sean Harrington*,23,2021,Boston College,8,10,7,2,3,1,0,0,0,0,0,2,2,0.429,0.6,0.571,1.171,4,,1,0,0,0,,player.fcgi?id=harrin000sea
Travis Honeyman,19,2021,Boston College,14,18,14,1,1,0,0,0,2,0,0,1,6,0.071,0.167,0.071,0.238,1,,1,0,2,0,,player.fcgi?id=honeym000tra
Ramon Jimenez,21,2021,Boston College,32,77,70,5,15,5,0,1,9,0,0,5,23,0.214,0.273,0.329,0.601,23,,1,0,1,0,,player.fcgi?id=jimene004ram
Parker Landwehr,20,2021,Boston College,25,43,34,8,8,2,0,1,6,0,1,9,9,0.235,0.395,0.382,0.778,13,,0,0,0,0,,player.fcgi?id=landwe000par
Cameron Leary*,19,2021,Boston College,29,99,83,16,16,1,2,2,13,3,1,10,26,0.193,0.278,0.325,0.604,27,,1,2,3,0,,player.fcgi?id=leary-000cam
Cody Morissette*,21,2021,Boston College,41,191,165,29,53,9,1,6,33,8,1,21,33,0.321,0.398,0.497,0.895,82,,2,0,3,0,,player.fcgi?id=moriss000cod
Lucas Stalman,21,2021,Boston College,12,8,8,1,2,0,0,1,1,0,0,0,5,0.25,0.25,0.625,0.875,5,,0,0,0,0,,player.fcgi?id=stalma000luc
Joe Vetrano*,19,2021,Boston College,27,31,27,1,4,2,0,0,2,2,1,4,8,0.148,0.258,0.222,0.48,6,,0,0,0,0,,player.fcgi?id=vetran000joe
Barry Walsh,20,2021,Boston College,15,26,20,4,4,0,0,0,0,1,0,4,5,0.2,0.385,0.2,0.585,4,,2,0,0,0,,player.fcgi?id=walsh-000bar
Dan Baruch,21,2022,Boston College,35,68,57,9,8,3,0,1,7,3,0,9,25,0.14,0.265,0.246,0.51,14,0,1,0,1,0,,player.fcgi?id=baruch000dan
Peter Burns*,22,2022,Boston College,23,88,77,8,19,2,0,1,12,1,0,5,13,0.247,0.33,0.312,0.641,24,2,5,0,1,0,,player.fcgi?id=burns-002pet
Jon Campbell,21,2022,Boston College,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,player.fcgi?id=campbe001jon
Rafe Chaumette*,24,2022,Boston College,40,135,122,18,30,7,0,3,15,1,0,9,31,0.246,0.308,0.377,0.685,46,3,2,2,0,0,,player.fcgi?id=chaume000rap
Vince Cimini,21,2022,Boston College,4,16,13,3,2,1,0,0,3,0,1,2,5,0.154,0.267,0.231,0.497,3,0,0,1,0,0,,player.fcgi?id=cimini000vin
Luke Gold,21,2022,Boston College,53,242,201,38,62,21,1,9,37,3,1,24,28,0.308,0.401,0.557,0.958,112,2,11,0,6,0,,player.fcgi?id=gold--000luk
Aidan Harrington,19,2022,Boston College,17,31,28,3,7,1,0,0,2,0,0,3,11,0.25,0.323,0.286,0.608,8,0,0,0,0,0,,player.fcgi?id=harrin000aid
Travis Honeyman,20,2022,Boston College,41,184,164,37,54,9,1,6,19,5,0,11,16,0.329,0.402,0.506,0.908,83,4,9,0,0,0,,player.fcgi?id=honeym000tra
Ramon Jimenez,22,2022,Boston College,27,58,54,6,11,2,0,1,3,0,0,4,20,0.204,0.259,0.296,0.555,16,0,0,0,0,0,,player.fcgi?id=jimene004ram
Parker Landwehr,21,2022,Boston College,48,208,174,27,50,10,1,9,36,1,0,26,53,0.287,0.394,0.511,0.906,89,2,6,0,2,0,,player.fcgi?id=landwe000par
Cameron Leary*,20,2022,Boston College,53,253,198,51,47,11,1,16,42,3,3,45,70,0.237,0.399,0.545,0.945,108,2,9,0,1,0,,player.fcgi?id=leary-000cam
Chris Markovich,19,2022,Boston College,8,6,6,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,player.fcgi?id=markov000chr
Sam McNulty,19,2022,Boston College,49,197,163,19,32,6,0,2,19,1,1,15,56,0.196,0.298,0.27,0.568,44,0,9,9,1,0,,player.fcgi?id=mcnult000sam
Pat Roche,20,2022,Boston College,27,95,81,12,21,5,0,0,3,2,1,4,23,0.259,0.348,0.321,0.669,26,1,7,3,0,0,,player.fcgi?id=roche-000pat
Ryan Smith*,23,2022,Boston College,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,player.fcgi?id=smith-022rya
Lucas Stalman,22,2022,Boston College,35,108,89,13,13,0,1,2,8,0,0,13,42,0.146,0.276,0.236,0.512,21,1,3,3,0,0,,player.fcgi?id=stalma000luc
Joe Vetrano*,20,2022,Boston College,52,228,201,45,62,8,3,13,50,1,0,22,58,0.308,0.386,0.572,0.958,115,7,4,0,1,1,,player.fcgi?id=vetran000joe
Barry Walsh,21,2022,Boston College,53,223,191,22,43,8,1,5,28,8,2,12,50,0.225,0.312,0.356,0.668,68,1,13,5,2,0,,player.fcgi?id=walsh-000bar
John West,20,2022,Boston College,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,player.fcgi?id=west--005joh
Dan Baruch,22,2023,Boston College,25,52,38,12,7,0,0,3,10,0,1,8,20,0.184,0.404,0.421,0.825,16,0,6,0,0,0,,player.fcgi?id=baruch000dan
Peter Burns*,23,2023,Boston College,52,222,169,36,42,6,0,3,24,4,1,39,25,0.249,0.409,0.337,0.746,57,0,9,2,3,2,,player.fcgi?id=burns-002pet
Vince Cimini,22,2023,Boston College,55,238,202,30,56,4,0,1,17,3,1,29,44,0.277,0.373,0.312,0.685,63,8,3,2,2,0,,player.fcgi?id=cimini000vin
Owen DeShazo,19,2023,Boston College,6,8,8,4,2,0,0,1,2,0,0,0,3,0.25,0.25,0.625,0.875,5,0,0,0,0,0,,player.fcgi?id=deshaz000owe
Adonys Guzman,19,2023,Boston College,22,82,67,8,16,3,0,0,7,1,0,11,19,0.239,0.37,0.284,0.654,19,3,3,1,0,0,,player.fcgi?id=guzman000ado
Aidan Harrington,20,2023,Boston College,11,11,9,0,1,0,0,0,0,0,0,2,5,0.111,0.273,0.111,0.384,1,0,0,0,0,0,,player.fcgi?id=harrin000aid
Travis Honeyman,21,2023,Boston College,39,183,161,33,49,15,2,6,30,10,1,13,21,0.304,0.383,0.534,0.917,86,3,8,0,1,0,,player.fcgi?id=honeym000tra
Parker Landwehr,22,2023,Boston College,22,40,37,1,4,1,0,0,1,0,0,1,18,0.108,0.175,0.135,0.31,5,0,2,0,0,0,,player.fcgi?id=landwe000par
Cameron Leary*,21,2023,Boston College,46,199,151,31,39,7,0,10,26,12,1,41,51,0.258,0.422,0.503,0.925,76,3,4,0,3,1,,player.fcgi?id=leary-000cam
Chris Markovich,20,2023,Boston College,7,2,2,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,0,0,0,,player.fcgi?id=markov000chr
Sam McNulty,20,2023,Boston College,36,100,84,19,24,5,1,1,14,1,0,10,29,0.286,0.371,0.405,0.776,34,1,2,3,1,0,,player.fcgi?id=mcnult000sam
Cohl Mercado*,19,2023,Boston College,45,188,150,21,39,3,0,1,26,10,1,20,31,0.26,0.383,0.3,0.683,45,0,11,5,2,0,,player.fcgi?id=mercad000coh
Pat Roche,21,2023,Boston College,56,244,201,39,59,12,0,3,38,5,1,27,34,0.294,0.403,0.398,0.801,80,8,12,1,3,0,,player.fcgi?id=roche-000pat
Lucas Stalman,23,2023,Boston College,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,player.fcgi?id=stalma000luc
Joe Vetrano*,21,2023,Boston College,56,263,219,53,69,12,0,22,64,3,1,34,58,0.315,0.407,0.671,1.078,147,2,4,0,6,6,,player.fcgi?id=vetran000joe
Barry Walsh,22,2023,Boston College,53,237,194,40,61,10,0,8,35,14,2,24,55,0.314,0.416,0.49,0.906,95,3,12,4,3,0,,player.fcgi?id=walsh-000bar
Nick Wang,21,2023,Boston College,56,253,210,40,49,12,1,11,43,1,1,39,47,0.233,0.352,0.457,0.809,96,9,1,0,3,1,,player.fcgi?id=wang--000nic
Kyle Wolff,19,2023,Boston College,20,53,41,5,9,3,0,2,4,0,0,6,15,0.22,0.396,0.439,0.835,18,0,6,0,0,0,,player.fcgi?id=wolff-001kyl
Connor Bertsch,23,2024,Boston College,12,5,4,0,0,0,0,0,0,0,0,1,3,0,0.2,0,0.2,0,0,0,0,0,0,,player.fcgi?id=bertsc001con
Cam Caraher*,22,2024,Boston College,42,173,136,35,33,5,1,1,11,10,3,29,46,0.243,0.382,0.316,0.699,43,1,3,3,2,0,,player.fcgi?id=carahe000cam
Vince Cimini,23,2024,Boston College,53,230,194,32,47,2,0,5,37,6,1,30,48,0.242,0.351,0.33,0.681,64,4,3,2,1,0,,player.fcgi?id=cimini000vin
John Collins,23,2024,Boston College,26,53,49,6,12,3,1,3,11,0,0,3,21,0.245,0.283,0.531,0.814,26,2,0,0,1,0,,player.fcgi?id=collin015joh
Owen DeShazo,20,2024,Boston College,16,39,36,5,8,0,1,0,5,1,0,2,19,0.222,0.263,0.278,0.541,10,0,0,1,0,0,,player.fcgi?id=deshaz000owe
Connor Dreyer,20,2024,Boston College,5,7,6,1,0,0,0,0,0,0,0,1,3,0,0.143,0,0.143,0,0,0,0,0,0,,player.fcgi?id=dreyer001con
Aidan Harrington,21,2024,Boston College,7,3,2,0,0,0,0,0,0,0,0,0,2,0,0.333,0,0.333,0,0,1,0,0,0,,player.fcgi?id=harrin000aid
Austin Hartsell*,21,2024,Boston College,17,6,5,7,4,2,0,1,1,2,1,1,1,0.8,0.833,1.8,2.633,9,0,0,0,0,0,,player.fcgi?id=hartse000aus
Parker Landwehr,23,2024,Boston College,45,166,144,16,35,7,0,4,25,1,1,15,37,0.243,0.319,0.375,0.694,54,1,2,3,2,0,,player.fcgi?id=landwe000par
Cameron Leary*,22,2024,Boston College,53,251,184,55,50,8,0,15,48,23,2,53,60,0.272,0.441,0.56,1.001,103,0,6,4,4,2,,player.fcgi?id=leary-000cam
Adam Magpoc#,19,2024,Boston College,48,184,156,24,45,8,1,3,20,9,7,21,26,0.288,0.383,0.41,0.794,64,3,3,4,0,0,,player.fcgi?id=magpoc000ada
Chris Markovich,21,2024,Boston College,20,7,6,4,1,0,0,0,0,0,0,1,1,0.167,0.286,0.167,0.452,1,0,0,0,0,0,,player.fcgi?id=markov000chr
Nate McHugh,19,2024,Boston College,6,9,6,2,2,0,0,0,2,0,0,2,2,0.333,0.5,0.333,0.833,2,0,0,1,0,0,,player.fcgi?id=mchugh000nat
Sam McNulty,21,2024,Boston College,53,215,178,27,50,12,1,0,22,6,1,17,37,0.281,0.358,0.36,0.718,64,1,5,14,1,0,,player.fcgi?id=mcnult000sam
Cohl Mercado*,20,2024,Boston College,7,6,5,2,1,0,0,0,1,0,0,1,3,0.2,0.333,0.2,0.533,1,0,0,0,0,0,,player.fcgi?id=mercad000coh
Beck Milner,20,2024,Boston College,33,69,58,9,13,2,0,1,2,1,1,9,18,0.224,0.338,0.31,0.649,18,0,1,1,0,0,,player.fcgi?id=milner000bec
Pat Roche,22,2024,Boston College,33,143,111,28,34,6,2,4,23,10,1,18,25,0.306,0.446,0.505,0.951,56,0,10,4,0,0,,player.fcgi?id=roche-000pat
Barry Walsh,23,2024,Boston College,24,79,67,8,15,4,0,0,4,3,2,8,21,0.224,0.333,0.284,0.617,19,0,3,1,0,0,,player.fcgi?id=walsh-000bar
Nick Wang,22,2024,Boston College,51,233,193,39,54,12,1,11,44,6,0,29,60,0.28,0.376,0.523,0.899,101,1,3,4,4,1,,player.fcgi?id=wang--000nic
