Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Connor Chicoli,20,2026,South Carolina,SEC,2,3,0.4,3.2,17,6,,0,0,0,39.1,41,15,14,4,12,0,34,4,0,3,169,1.347,9.4,0.9,2.7,7.8,2.83,,player.fcgi?id=chicol000con
Patrick Dudley*,19,2026,South Carolina,SEC,0,0,,2.45,5,1,,0,0,0,7.1,4,3,2,1,3,0,9,2,0,2,31,0.955,4.9,1.2,3.7,11,3,,player.fcgi?id=dudley000pat
Elijah Foster,20,2026,South Carolina,SEC,1,0,1,2,10,0,,0,0,0,9,5,2,2,1,8,0,12,1,0,0,39,1.444,5,1,8,12,1.5,,player.fcgi?id=foster000eli
Riley Goodman,20,2026,South Carolina,SEC,0,3,0,8.59,12,7,,0,0,0,22,27,26,21,2,18,0,25,4,0,8,116,2.045,11,0.8,7.4,10.2,1.39,,player.fcgi?id=goodma000ril
Josh Gregoire,22,2026,South Carolina,SEC,0,0,,4.3,19,0,,0,0,0,23,19,11,11,4,11,0,30,1,1,1,99,1.304,7.4,1.6,4.3,11.7,2.73,,player.fcgi?id=gregoi000jos
Josh Gunther,21,2026,South Carolina,SEC,2,4,0.333,7.41,13,7,,0,0,0,37.2,37,33,31,9,25,0,44,3,0,5,178,1.646,8.8,2.2,6,10.5,1.76,,player.fcgi?id=gunthe002jos
Bradley Hodges*,22,2026,South Carolina,SEC,0,0,,16.2,2,1,,0,0,0,3.1,2,6,6,0,5,1,2,2,0,0,18,2.1,5.4,0,13.5,5.4,0.4,,player.fcgi?id=hodges003bra
Cullen Horowicz,23,2026,South Carolina,SEC,0,0,,11.57,3,0,,0,0,0,2.1,2,3,3,1,4,0,3,0,0,1,13,2.571,7.7,3.9,15.4,11.6,0.75,,player.fcgi?id=horowi000cul
Hudson Lee*,22,2026,South Carolina,SEC,0,0,,3.72,15,0,,0,0,0,9.2,3,4,4,1,8,0,10,0,0,2,39,1.138,2.8,0.9,7.4,9.3,1.25,,player.fcgi?id=lee---000hud
Parker Marlatt,22,2026,South Carolina,SEC,0,0,,5.68,19,0,,0,0,1,25.1,31,21,16,4,14,2,28,2,0,1,124,1.776,11,1.4,5,9.9,2,,player.fcgi?id=marlat000par
Bryce Navarre*,20,2026,South Carolina,SEC,0,0,,27,1,0,,0,0,0,1.2,4,5,5,2,3,0,1,1,0,1,14,4.2,21.6,10.8,16.2,5.4,0.33,,player.fcgi?id=navarr000bry
Cooper Parks,19,2026,South Carolina,SEC,4,1,0.8,2.36,23,0,,0,0,1,34.1,23,11,9,1,15,0,26,6,1,1,148,1.107,6,0.3,3.9,6.8,1.73,,player.fcgi?id=parks-000coo
Amp Phillips,21,2026,South Carolina,SEC,3,8,0.273,4.39,14,14,,0,0,0,67.2,60,39,33,8,36,0,71,2,0,7,298,1.419,8,1.1,4.8,9.4,1.97,,player.fcgi?id=philli000amp
Alex Philpott,21,2026,South Carolina,SEC,0,5,0,6.51,16,1,,0,0,3,27.2,27,20,20,5,15,0,19,4,0,2,124,1.518,8.8,1.6,4.9,6.2,1.27,,player.fcgi?id=philpo000ale
Logan Prisco*,20,2026,South Carolina,SEC,1,0,1,3.45,20,2,,0,0,0,28.2,27,13,11,2,17,0,34,1,0,1,130,1.535,8.5,0.6,5.3,10.7,2,,player.fcgi?id=prisco000log
Zach Russell,20,2026,South Carolina,SEC,3,1,0.75,2.53,25,0,,0,0,1,32,24,16,9,2,20,0,23,6,0,1,149,1.375,6.8,0.6,5.6,6.5,1.15,,player.fcgi?id=russel004zac
Brandon Stone,21,2026,South Carolina,SEC,5,5,0.5,5.11,17,10,,0,0,0,68.2,86,45,39,11,19,3,59,7,1,1,316,1.529,11.3,1.4,2.5,7.7,3.11,,player.fcgi?id=stone-007bra
Alex Valentin*,20,2026,South Carolina,SEC,1,5,0.167,5.19,21,8,,0,0,4,52,53,36,30,6,23,2,59,7,0,3,242,1.462,9.2,1,4,10.2,2.57,,player.fcgi?id=valent001ale
Tyler Baird,19,2026,Vanderbilt,SEC,0,5,0,5.2,23,5,,0,0,5,45,42,27,26,5,24,0,51,5,0,3,201,1.467,8.4,1,4.8,10.2,2.13,,player.fcgi?id=baird-000tyl
Hudson Barton,20,2026,Vanderbilt,SEC,0,0,,5.4,4,0,,0,0,0,1.2,3,2,1,0,3,0,3,2,0,3,14,3.6,16.2,0,16.2,16.2,1,,player.fcgi?id=barton000hud
Tristan Bristow,20,2026,Vanderbilt,SEC,1,0,1,3.24,10,0,,0,0,1,8.1,8,4,3,2,9,0,11,2,0,5,43,2.04,8.6,2.2,9.7,11.9,1.22,,player.fcgi?id=bristo000tri
England Bryan,20,2026,Vanderbilt,SEC,0,1,0,10.13,3,0,,0,0,1,5.1,7,6,6,1,2,0,6,0,0,2,25,1.688,11.8,1.7,3.4,10.1,3,,player.fcgi?id=bryan-000eng
Adria Casoliba,20,2026,Vanderbilt,SEC,1,0,1,0,3,0,,0,0,0,5.1,1,0,0,0,3,0,4,1,1,0,19,0.75,1.7,0,5.1,6.8,1.33,,player.fcgi?id=casoli000adr
Jacob Faulkner,23,2026,Vanderbilt,SEC,2,0,1,4.25,17,2,,0,0,0,36,26,18,17,2,17,1,24,15,0,0,159,1.194,6.5,0.5,4.3,6,1.41,,player.fcgi?id=faulkn000jac
Connor Fennell,21,2026,Vanderbilt,SEC,4,2,0.667,4.96,15,15,,0,0,0,85.1,84,49,47,17,20,0,102,8,2,2,358,1.219,8.9,1.8,2.1,10.8,5.1,,player.fcgi?id=fennel000con
Miller Green*,22,2026,Vanderbilt,SEC,0,0,,6.23,5,1,,0,0,0,4.1,3,3,3,1,5,1,7,2,0,2,23,1.846,6.2,2.1,10.4,14.5,1.4,,player.fcgi?id=green-003mil
Luke Guth,22,2026,Vanderbilt,SEC,2,1,0.667,5.18,23,0,,0,0,0,33,36,23,19,5,20,1,40,2,0,4,157,1.697,9.8,1.4,5.5,10.9,2,,player.fcgi?id=guth--000luk
Connor Hamilton,20,2026,Vanderbilt,SEC,2,1,0.667,4.95,14,9,,1,0,0,36.1,38,22,20,3,13,0,40,5,0,4,163,1.404,9.4,0.7,3.2,9.9,3.08,,player.fcgi?id=hamilt005con
Alex Kranzler,21,2026,Vanderbilt,SEC,3,3,0.5,6.18,19,4,,0,0,1,43.2,38,34,30,5,17,0,54,8,0,3,194,1.26,7.8,1,3.5,11.1,3.18,,player.fcgi?id=kranzl000ale
Wyatt Nadeau,19,2026,Vanderbilt,SEC,2,3,0.4,5.85,15,9,,0,0,1,52.1,39,35,34,5,39,2,62,8,0,6,234,1.49,6.7,0.9,6.7,10.7,1.59,,player.fcgi?id=nadeau000wya
Austin Nye,20,2026,Vanderbilt,SEC,1,0,1,0,3,3,,0,0,0,10,6,1,0,0,2,0,13,0,0,0,39,0.8,5.4,0,1.8,11.7,6.5,,player.fcgi?id=nye---000aus
Nate Schlote,19,2026,Vanderbilt,SEC,3,1,0.75,1.52,17,0,,0,0,0,23.2,10,7,4,1,20,2,26,6,0,5,102,1.268,3.8,0.4,7.6,9.9,1.3,,player.fcgi?id=schlot000nat
Jakob Schulz*,21,2026,Vanderbilt,SEC,1,0,1,6.41,16,0,,0,0,0,19.2,20,14,14,4,12,0,25,2,0,1,92,1.627,9.2,1.8,5.5,11.4,2.08,,player.fcgi?id=schulz002jak
Brennan Seiber,21,2026,Vanderbilt,SEC,5,2,0.714,4.93,19,1,,0,0,1,42,39,24,23,3,20,0,28,10,2,2,183,1.405,8.4,0.6,4.3,6,1.4,,player.fcgi?id=seiber000bre
Matthew Shorey*,20,2026,Vanderbilt,SEC,2,0,1,3,5,0,,0,0,0,6,3,2,2,0,2,0,8,1,0,0,24,0.833,4.5,0,3,12,4,,player.fcgi?id=shorey000mat
Aiden Stillman*,19,2026,Vanderbilt,SEC,3,2,0.6,7.71,8,4,,0,0,0,14,12,16,12,4,18,0,21,3,0,1,76,2.143,7.7,2.6,11.6,13.5,1.17,,player.fcgi?id=stillm000aid
Nate Taylor,20,2026,Vanderbilt,SEC,1,4,0.2,8.89,13,5,,0,0,0,27.1,31,29,27,7,20,0,35,5,2,2,135,1.866,10.2,2.3,6.6,11.5,1.75,,player.fcgi?id=taylor005nat
Nate Teague,21,2026,Vanderbilt,SEC,0,0,,12,4,0,,0,0,0,3,1,4,4,0,5,0,3,3,0,0,18,2,3,0,15,9,0.6,,player.fcgi?id=teague000nat
Hudson Barton,19,2025,Vanderbilt,SEC,1,0,1,12.71,5,0,,0,0,0,5.2,9,8,8,1,8,0,9,3,1,0,36,3,14.3,1.6,12.7,14.3,1.13,,player.fcgi?id=barton000hud
Cody Bowker,21,2025,Vanderbilt,SEC,3,5,0.375,4.38,16,16,,0,0,0,72,61,38,35,14,28,0,99,9,0,2,313,1.236,7.6,1.8,3.5,12.4,3.54,,player.fcgi?id=bowker000cod
Tristan Bristow,19,2025,Vanderbilt,SEC,0,0,,9,3,0,,0,0,0,2,4,2,2,0,0,0,2,0,0,1,10,2,18,0,0,9,,,player.fcgi?id=bristo000tri
England Bryan,19,2025,Vanderbilt,SEC,0,0,,4.15,15,0,,0,0,0,13,10,10,6,3,12,0,25,5,1,1,67,1.692,6.9,2.1,8.3,17.3,2.08,,player.fcgi?id=bryan-000eng
Connor Fennell,20,2025,Vanderbilt,SEC,6,0,1,2.53,17,7,,1,1,2,53.1,33,16,15,9,11,0,84,3,0,2,206,0.825,5.6,1.5,1.9,14.2,7.64,,player.fcgi?id=fennel000con
Ryan Ginther*,22,2025,Vanderbilt,SEC,0,0,,6,6,0,,0,0,1,6,6,4,4,1,4,0,9,0,0,0,27,1.667,9,1.5,6,13.5,2.25,,player.fcgi?id=ginthe000rya
Miller Green*,21,2025,Vanderbilt,SEC,1,2,0.333,3.8,20,0,,0,0,5,23.2,25,11,10,3,11,0,28,2,0,4,107,1.521,9.5,1.1,4.2,10.6,2.55,,player.fcgi?id=green-003mil
Luke Guth,21,2025,Vanderbilt,SEC,4,0,1,0.93,19,0,,0,0,0,19.1,9,3,2,0,7,0,22,1,1,4,74,0.828,4.2,0,3.3,10.2,3.14,,player.fcgi?id=guth--000luk
Sawyer Hawks,22,2025,Vanderbilt,SEC,4,0,1,1.6,18,0,,0,0,8,45,25,8,8,4,11,0,59,3,1,0,166,0.8,5,0.8,2.2,11.8,5.36,,player.fcgi?id=hawks-000saw
Levi Huesman*,21,2025,Vanderbilt,SEC,1,0,1,2.81,18,0,,0,0,0,16,13,5,5,0,4,0,20,4,0,3,67,1.063,7.3,0,2.3,11.3,5,,player.fcgi?id=huesma000lev
Alex Kranzler,20,2025,Vanderbilt,SEC,6,1,0.857,3.62,18,0,,0,0,3,37.1,34,18,15,5,7,1,40,1,0,2,154,1.098,8.2,1.2,1.7,9.6,5.71,,player.fcgi?id=kranzl000ale
Ethan McElvain*,20,2025,Vanderbilt,SEC,2,3,0.4,7.24,16,5,,0,0,1,27.1,31,27,22,5,28,0,45,5,0,2,145,2.159,10.2,1.6,9.2,14.8,1.61,,player.fcgi?id=mcelva000eth
Austin Nye,19,2025,Vanderbilt,SEC,2,1,0.667,3.55,15,15,,0,0,0,50.2,41,21,20,5,22,0,58,9,0,2,216,1.243,7.3,0.9,3.9,10.3,2.64,,player.fcgi?id=nye---000aus
Aiden O'Connell*,20,2025,Vanderbilt,SEC,0,0,,9,1,0,,0,0,0,1,2,1,1,0,0,0,2,0,0,0,5,2,18,0,0,18,,,player.fcgi?id=oconne000aid
Tommy O'Rourke,23,2025,Vanderbilt,SEC,3,0,1,4.02,15,0,,0,0,2,15.2,12,8,7,1,6,0,18,2,0,5,68,1.149,6.9,0.6,3.4,10.3,3,,player.fcgi?id=orourk003tom
Jakob Schulz*,20,2025,Vanderbilt,SEC,1,0,1,3.18,6,0,,0,0,0,5.2,0,2,2,0,5,0,8,2,0,0,24,0.882,0,0,7.9,12.7,1.6,,player.fcgi?id=schulz002jak
Brennan Seiber,20,2025,Vanderbilt,SEC,1,1,0.5,2.28,16,2,,0,0,0,23.2,13,10,6,1,13,0,28,9,0,6,100,1.099,4.9,0.4,4.9,10.6,2.15,,player.fcgi?id=seiber000bre
Matthew Shorey*,19,2025,Vanderbilt,SEC,2,0,1,5.27,14,0,,0,0,0,13.2,10,8,8,2,4,0,12,4,1,0,59,1.024,6.6,1.3,2.6,7.9,3,,player.fcgi?id=shorey000mat
JD Thompson*,21,2025,Vanderbilt,SEC,6,5,0.545,4,16,16,,0,0,0,90,79,40,40,11,30,0,122,8,0,7,380,1.211,7.9,1.1,3,12.2,4.07,,player.fcgi?id=thomps000jd-
Greysen Carter,21,2024,Vanderbilt,SEC,4,2,0.667,6.58,18,4,,0,0,3,39.2,38,33,29,4,31,1,38,5,1,9,189,1.739,8.6,0.9,7,8.6,1.23,,player.fcgi?id=carter005gre
Bryce Cunningham,21,2024,Vanderbilt,SEC,7,4,0.636,4.36,16,16,,1,1,0,84.2,69,49,41,14,34,1,96,6,0,7,361,1.217,7.3,1.5,3.6,10.2,2.82,,player.fcgi?id=cunnin001bry
Andrew Dutkanych IV,20,2024,Vanderbilt,SEC,0,0,,3.38,5,1,,0,0,0,10.2,7,4,4,1,6,0,14,1,0,2,46,1.219,5.9,0.8,5.1,11.8,2.33,,player.fcgi?id=dutkan000and
Devin Futrell*,21,2024,Vanderbilt,SEC,4,1,0.8,5.4,12,10,,1,1,1,48.1,53,33,29,7,10,0,44,5,0,1,209,1.303,9.9,1.3,1.9,8.2,4.4,,player.fcgi?id=futrel000dev
Ryan Ginther*,21,2024,Vanderbilt,SEC,1,0,1,5.7,22,0,,0,0,5,30,28,19,19,4,17,1,31,7,0,5,136,1.5,8.4,1.2,5.1,9.3,1.82,,player.fcgi?id=ginthe000rya
Miller Green*,20,2024,Vanderbilt,SEC,2,4,0.333,3.16,20,0,,0,0,3,31.1,26,17,11,3,8,0,34,8,0,5,131,1.085,7.5,0.9,2.3,9.8,4.25,,player.fcgi?id=green-003mil
Luke Guth,20,2024,Vanderbilt,SEC,1,2,0.333,5.4,12,0,,0,0,0,18.1,15,11,11,5,9,0,20,3,0,1,80,1.309,7.4,2.5,4.4,9.8,2.22,,player.fcgi?id=guth--000luk
Sawyer Hawks,21,2024,Vanderbilt,SEC,2,0,1,10.5,5,0,,0,0,0,6,7,7,7,1,7,0,9,0,0,1,30,2.333,10.5,1.5,10.5,13.5,1.29,,player.fcgi?id=hawks-000saw
Sam Hliboki,22,2024,Vanderbilt,SEC,1,0,1,9.64,13,0,,0,0,0,23.1,33,27,25,4,9,1,25,5,0,0,115,1.8,12.7,1.5,3.5,9.6,2.78,,player.fcgi?id=hlibok000sam
Carter Holton*,21,2024,Vanderbilt,SEC,6,5,0.545,5.19,15,13,,0,0,0,69.1,63,45,40,10,27,0,98,8,0,6,306,1.298,8.2,1.3,3.5,12.7,3.63,,player.fcgi?id=holton000jos
David Horn,20,2024,Vanderbilt,SEC,0,0,,10,10,0,,0,0,0,9,8,11,10,2,11,0,9,6,0,1,54,2.111,8,2,11,9,0.82,,player.fcgi?id=horn--000dav
Levi Huesman*,20,2024,Vanderbilt,SEC,1,0,1,6,10,0,,0,0,0,12,14,9,8,1,10,0,13,2,0,2,60,2,10.5,0.8,7.5,9.8,1.3,,player.fcgi?id=huesma000lev
Alex Kranzler,19,2024,Vanderbilt,SEC,0,1,0,4.43,14,0,,0,0,0,20.1,14,15,10,5,11,1,24,5,0,1,94,1.23,6.2,2.2,4.9,10.6,2.18,,player.fcgi?id=kranzl000ale
Ethan McElvain*,19,2024,Vanderbilt,SEC,1,2,0.333,3.24,11,4,,0,0,0,25,20,13,9,3,15,0,29,3,0,1,108,1.4,7.2,1.1,5.4,10.4,1.93,,player.fcgi?id=mcelva000eth
Brennan Seiber,19,2024,Vanderbilt,SEC,3,0,1,5.06,23,1,,0,0,5,42.2,36,27,24,8,12,0,37,5,0,4,182,1.125,7.6,1.7,2.5,7.8,3.08,,player.fcgi?id=seiber000bre
JD Thompson*,20,2024,Vanderbilt,SEC,5,2,0.714,4.15,14,12,,0,0,0,52,47,27,24,4,18,0,74,11,0,3,227,1.25,8.1,0.7,3.1,12.8,4.11,,player.fcgi?id=thomps000jd-
Jack Anderson,24,2023,Vanderbilt,SEC,2,0,1,3.97,9,0,,0,0,0,11.1,5,5,5,0,13,0,16,1,0,2,51,1.588,4,0,10.3,12.7,1.23,,player.fcgi?id=anders009jac
Greysen Carter,20,2023,Vanderbilt,SEC,2,1,0.667,4.08,13,7,,0,0,0,28.2,16,13,13,3,28,0,23,5,0,5,133,1.535,5,0.9,8.8,7.2,0.82,,player.fcgi?id=carter005gre
Bryce Cunningham,20,2023,Vanderbilt,SEC,2,3,0.4,6.43,18,4,,0,0,2,42,35,34,30,10,23,0,45,4,0,2,182,1.381,7.5,2.1,4.9,9.6,1.96,,player.fcgi?id=cunnin001bry
Andrew Dutkanych IV,19,2023,Vanderbilt,SEC,1,0,1,2.84,4,1,,0,0,0,6.1,4,3,2,1,9,0,6,0,0,2,29,2.053,5.7,1.4,12.8,8.5,0.67,,player.fcgi?id=dutkan000and
Devin Futrell*,20,2023,Vanderbilt,SEC,8,3,0.727,3.44,16,15,,0,0,0,83.2,71,38,32,13,20,1,72,8,0,0,346,1.088,7.6,1.4,2.2,7.7,3.6,,player.fcgi?id=futrel000dev
Ryan Ginther*,20,2023,Vanderbilt,SEC,2,1,0.667,4.01,21,1,,0,0,0,33.2,26,17,15,3,13,0,34,6,0,1,144,1.158,7,0.8,3.5,9.1,2.62,,player.fcgi?id=ginthe000rya
Sam Hliboki,21,2023,Vanderbilt,SEC,3,3,0.5,4.88,19,3,,0,0,0,48,45,28,26,8,12,1,49,9,0,1,204,1.188,8.4,1.5,2.3,9.2,4.08,,player.fcgi?id=hlibok000sam
Carter Holton*,20,2023,Vanderbilt,SEC,4,1,0.8,4.11,11,11,,0,0,0,50.1,40,24,23,4,24,0,56,12,0,5,221,1.272,7.2,0.7,4.3,10,2.33,,player.fcgi?id=holton000jos
David Horn,19,2023,Vanderbilt,SEC,3,0,1,5.4,8,0,,0,0,0,15,11,10,9,3,13,0,17,2,0,2,71,1.6,6.6,1.8,7.8,10.2,1.31,,player.fcgi?id=horn--000dav
Nick Maldonado,23,2023,Vanderbilt,SEC,1,1,0.5,1.45,22,0,,0,0,8,31,14,5,5,4,7,1,40,2,0,1,113,0.677,4.1,1.2,2,11.6,5.71,,player.fcgi?id=maldon002nic
Grayson Moore,21,2023,Vanderbilt,SEC,1,0,1,3.08,12,2,,0,0,0,26.1,20,12,9,1,10,0,36,5,0,0,115,1.139,6.8,0.3,3.4,12.3,3.6,,player.fcgi?id=moore-005gra
Hunter Owen*,21,2023,Vanderbilt,SEC,4,0,1,3.52,12,12,,1,1,0,64,52,28,25,9,17,0,76,6,0,1,263,1.078,7.3,1.3,2.4,10.7,4.47,,player.fcgi?id=owen--003hun
Colton Regen,20,2023,Vanderbilt,SEC,0,0,,14.73,4,0,,0,0,0,3.2,4,6,6,0,9,0,5,1,0,1,25,3.545,9.8,0,22.1,12.3,0.56,,player.fcgi?id=regen-000col
Patrick Reilly,21,2023,Vanderbilt,SEC,5,4,0.556,5.77,16,4,,0,0,0,48.1,44,37,31,6,30,0,65,5,0,7,225,1.531,8.2,1.1,5.6,12.1,2.17,,player.fcgi?id=reilly003pat
Thomas Schultz,23,2023,Vanderbilt,SEC,2,2,0.5,4.05,21,1,,0,0,2,33.1,33,16,15,5,10,0,37,0,0,0,137,1.29,8.9,1.4,2.7,10,3.7,,player.fcgi?id=schult001tho
JD Thompson*,19,2023,Vanderbilt,SEC,2,0,1,5.73,13,1,,0,0,0,22,22,15,14,4,13,0,23,4,0,3,105,1.591,9,1.6,5.3,9.4,1.77,,player.fcgi?id=thomps000jd-
Jack Anderson,23,2022,Vanderbilt,SEC,0,0,,0,12,0,,0,0,0,10,3,0,0,0,6,0,18,1,0,0,38,0.9,2.7,0,5.4,16.2,3,,player.fcgi?id=anders009jac
Nelson Berkwich*,20,2022,Vanderbilt,SEC,1,0,1,3,18,0,,0,0,0,15,15,9,5,1,8,0,19,1,0,0,69,1.533,9,0.6,4.8,11.4,2.38,,player.fcgi?id=berkwi000nel
Gage Bradley,20,2022,Vanderbilt,SEC,0,0,,inf,1,0,,0,0,0,0,1,4,3,0,2,0,0,1,0,0,4,,,,,,0,,player.fcgi?id=bradle000gag
Greysen Carter,19,2022,Vanderbilt,SEC,0,0,,6.75,5,0,,0,0,0,5.1,4,5,4,1,10,0,6,2,0,4,31,2.625,6.8,1.7,16.9,10.1,0.6,,player.fcgi?id=carter005gre
Bryce Cunningham,19,2022,Vanderbilt,SEC,2,1,0.667,4.59,12,6,,0,0,0,33.1,31,19,17,4,14,0,27,4,0,2,145,1.35,8.4,1.1,3.8,7.3,1.93,,player.fcgi?id=cunnin001bry
Donye Evans,20,2022,Vanderbilt,SEC,0,0,,5.54,14,0,,0,0,0,13,9,8,8,2,9,1,13,2,0,0,57,1.385,6.2,1.4,6.2,9,1.44,,player.fcgi?id=evans-000don
Devin Futrell*,19,2022,Vanderbilt,SEC,9,3,0.75,3.41,14,13,,1,0,0,63.1,53,24,24,8,13,0,64,6,0,3,258,1.042,7.5,1.1,1.8,9.1,4.92,,player.fcgi?id=futrel000dev
Ryan Ginther*,19,2022,Vanderbilt,SEC,0,0,,5.87,7,0,,0,0,0,7.2,8,6,5,1,2,0,12,3,0,1,36,1.304,9.4,1.2,2.3,14.1,6,,player.fcgi?id=ginthe000rya
Brett Hansen*,22,2022,Vanderbilt,SEC,0,0,,3.38,12,0,,0,0,0,13.1,10,6,5,1,5,0,12,0,0,1,53,1.125,6.8,0.7,3.4,8.1,2.4,,player.fcgi?id=hansen002bre
Carter Holton*,19,2022,Vanderbilt,SEC,8,4,0.667,3.14,15,15,,2,1,0,80.1,56,32,28,10,29,0,97,13,1,5,339,1.058,6.3,1.1,3.2,10.9,3.34,,player.fcgi?id=holton000jos
Christian Little,18,2022,Vanderbilt,SEC,1,2,0.333,3.72,18,3,,0,0,3,38.2,29,16,16,5,17,0,46,4,0,5,166,1.19,6.8,1.2,4,10.7,2.71,,player.fcgi?id=little001chr
Nick Maldonado,22,2022,Vanderbilt,SEC,3,1,0.75,3.96,13,4,,0,0,0,38.2,41,23,17,3,16,0,34,6,0,2,178,1.474,9.5,0.7,3.7,7.9,2.13,,player.fcgi?id=maldon002nic
Chris McElvain,21,2022,Vanderbilt,SEC,6,5,0.545,4.27,16,16,,0,0,0,86.1,68,49,41,11,44,1,100,2,0,9,373,1.297,7.1,1.1,4.6,10.4,2.27,,player.fcgi?id=mcelva000chr
Grayson Moore,20,2022,Vanderbilt,SEC,1,1,0.5,5.06,16,1,,0,0,0,26.2,23,16,15,3,15,0,39,1,0,1,118,1.425,7.8,1,5.1,13.2,2.6,,player.fcgi?id=moore-005gra
Hunter Owen*,20,2022,Vanderbilt,SEC,2,1,0.667,4.05,8,1,,0,0,0,26.2,22,12,12,2,8,1,38,5,0,4,112,1.125,7.4,0.7,2.7,12.8,4.75,,player.fcgi?id=owen--003hun
Patrick Reilly,20,2022,Vanderbilt,SEC,2,3,0.4,4.99,17,3,,0,0,0,52.1,50,29,29,6,35,2,69,9,0,5,245,1.624,8.6,1,6,11.9,1.97,,player.fcgi?id=reilly003pat
Thomas Schultz,22,2022,Vanderbilt,SEC,4,2,0.667,2.88,23,0,,0,0,8,34.1,26,17,11,1,10,3,33,3,0,1,138,1.049,6.8,0.3,2.6,8.7,3.3,,player.fcgi?id=schult001tho
Nelson Berkwich*,19,2021,Vanderbilt,SEC,1,0,1,3.07,10,0,,0,0,0,14.2,16,9,5,2,3,0,19,1,0,0,65,1.295,9.8,1.2,1.8,11.7,6.33,,player.fcgi?id=berkwi000nel
Gage Bradley,19,2021,Vanderbilt,SEC,0,0,,13.5,2,0,,0,0,0,2,2,3,3,0,3,0,3,1,0,1,12,2.5,9,0,13.5,13.5,1,,player.fcgi?id=bradle000gag
Donye Evans,19,2021,Vanderbilt,SEC,0,0,,4.76,8,0,,0,0,0,5.2,7,5,3,1,2,0,6,4,0,0,32,1.588,11.1,1.6,3.2,9.5,3,,player.fcgi?id=evans-000don
Hugh Fisher*,22,2021,Vanderbilt,SEC,0,0,,2.45,16,0,,0,0,0,11,5,5,3,1,11,0,13,2,0,3,49,1.455,4.1,0.8,9,10.6,1.18,,player.fcgi?id=fisher000hug
Miles Garrett,20,2021,Vanderbilt,SEC,1,0,1,2.79,9,0,,0,0,0,9.2,8,5,3,0,2,0,8,5,0,0,45,1.034,7.4,0,1.9,7.4,4,,player.fcgi?id=garret000mil
Sam Hliboki,19,2021,Vanderbilt,SEC,0,0,,2.7,9,1,,0,0,2,20,15,6,6,2,4,0,20,3,0,0,81,0.95,6.8,0.9,1.8,9,5,,player.fcgi?id=hlibok000sam
Jack Leiter,21,2021,Vanderbilt,SEC,11,4,0.733,2.13,18,18,,2,1,0,110,48,30,26,14,45,0,179,11,1,4,430,0.845,3.9,1.1,3.7,14.6,3.98,,player.fcgi?id=leiter000jac
Christian Little,17,2021,Vanderbilt,SEC,3,2,0.6,5.48,14,11,,0,0,0,42.2,40,33,26,8,22,0,49,4,1,8,193,1.453,8.4,1.7,4.6,10.3,2.23,,player.fcgi?id=little001chr
Nick Maldonado,21,2021,Vanderbilt,SEC,1,2,0.333,2.31,28,0,,0,0,9,50.2,32,13,13,4,7,0,59,4,0,2,197,0.77,5.7,0.7,1.2,10.5,8.43,,player.fcgi?id=maldon002nic
Chris McElvain,20,2021,Vanderbilt,SEC,5,1,0.833,4.34,22,1,,0,0,2,45.2,39,22,22,6,27,0,58,1,0,6,200,1.445,7.7,1.2,5.3,11.4,2.15,,player.fcgi?id=mcelva000chr
Grayson Moore,19,2021,Vanderbilt,SEC,0,0,,9,5,0,,0,0,0,6,8,8,6,5,4,0,6,0,1,1,30,2,12,7.5,6,9,1.5,,player.fcgi?id=moore-005gra
Luke Murphy,21,2021,Vanderbilt,SEC,4,1,0.8,2.4,27,0,,0,0,9,41.1,24,11,11,6,15,0,61,7,1,1,168,0.944,5.2,1.3,3.3,13.3,4.07,,player.fcgi?id=murphy000luk
Hunter Owen*,19,2021,Vanderbilt,SEC,0,0,,10.26,14,0,,0,0,0,16.2,22,22,19,3,15,0,19,4,0,5,90,2.22,11.9,1.6,8.1,10.3,1.27,,player.fcgi?id=owen--003hun
Patrick Reilly,19,2021,Vanderbilt,SEC,4,2,0.667,4.98,16,7,,0,0,0,43.1,31,26,24,8,28,0,53,3,0,7,193,1.362,6.4,1.7,5.8,11,1.89,,player.fcgi?id=reilly003pat
Kumar Rocker,21,2021,Vanderbilt,SEC,14,4,0.778,2.73,20,20,,1,0,0,122,75,43,37,8,39,0,179,7,2,13,490,0.934,5.5,0.6,2.9,13.2,4.59,,player.fcgi?id=rocker000kum
Thomas Schultz,21,2021,Vanderbilt,SEC,4,2,0.667,4.09,14,9,,0,0,0,44,33,21,20,6,18,0,40,7,0,2,186,1.159,6.8,1.2,3.7,8.2,2.22,,player.fcgi?id=schult001tho
Ethan Smith,22,2021,Vanderbilt,SEC,1,0,1,3.55,9,0,,0,0,2,12.2,11,5,5,2,3,0,18,0,0,0,52,1.105,7.8,1.4,2.1,12.8,6,,player.fcgi?id=smith-001eth
Tyler Brown,21,2020,Vanderbilt,SEC,1,2,0.333,2.53,7,0,,0,0,1,10.2,12,5,3,1,4,2,14,1,0,0,49,1.5,10.1,0.8,3.4,11.8,3.5,,player.fcgi?id=brown-010tyl
