Name,Age,Season,Team,Conference,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Mason Eckelman*,21,2026,Ohio State,Big Ten,53,237,194,42,59,15,4,8,47,2,1,32,34,0.304,0.422,0.546,0.968,106,4,9,0,2,1,,player.fcgi?id=eckelm000mas
Lee Ellis,21,2026,Ohio State,Big Ten,48,218,173,39,44,12,4,7,32,17,2,20,61,0.254,0.376,0.491,0.867,85,1,16,5,4,0,,player.fcgi?id=ellis-002lee
Noah Furcht,23,2026,Ohio State,Big Ten,55,254,209,43,58,12,1,11,40,7,2,29,52,0.278,0.393,0.502,0.895,105,1,12,2,2,0,,player.fcgi?id=furcht000noa
Dane Harvey*,21,2026,Ohio State,Big Ten,49,212,177,38,58,14,0,19,57,1,1,18,44,0.328,0.415,0.729,1.144,129,2,12,0,5,4,,player.fcgi?id=harvey003dan
Henry Kaczmar*,23,2026,Ohio State,Big Ten,55,261,225,50,71,26,0,12,47,7,1,27,46,0.316,0.398,0.591,0.989,133,2,5,2,2,0,,player.fcgi?id=kaczma000hen
Grant Mangrum,23,2026,Ohio State,Big Ten,34,132,114,25,22,4,1,4,18,2,0,11,37,0.193,0.282,0.351,0.633,40,0,4,1,2,0,,player.fcgi?id=mangru000gra
Jacob Parr*,19,2026,Ohio State,Big Ten,12,34,33,3,6,0,0,1,4,0,1,1,12,0.182,0.206,0.273,0.479,9,1,0,0,0,0,,player.fcgi?id=parr--002jac
CJ Reid*,21,2026,Ohio State,Big Ten,28,100,84,14,16,3,0,1,11,2,1,13,27,0.191,0.313,0.262,0.575,22,1,2,1,0,0,,player.fcgi?id=reid--000cj-
Austin Rose,19,2026,Ohio State,Big Ten,3,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,player.fcgi?id=rose--000aus
Maddix Simpson,20,2026,Ohio State,Big Ten,53,227,184,33,52,8,1,4,31,4,0,24,43,0.283,0.373,0.402,0.775,74,1,6,7,6,0,,player.fcgi?id=simpso000mad
Miles Vandenheuvel,21,2026,Ohio State,Big Ten,54,221,180,32,37,4,1,3,26,10,2,23,52,0.206,0.33,0.289,0.619,52,3,11,6,1,0,,player.fcgi?id=vanden000mil
Gavin West,21,2026,Ohio State,Big Ten,3,10,8,0,1,0,0,0,1,0,0,2,4,0.125,0.3,0.125,0.425,1,0,0,0,0,0,,player.fcgi?id=west--000gav
Sam August?,--,2011,Penn State,Big Ten,5,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,1,,0,0,0,,,player.fcgi?id=august002sam
Ryan Clark?,--,2011,Penn State,Big Ten,38,149,134,18,31,8,2,5,16,0,3,12,49,0.231,0.309,0.433,0.742,58,,3,0,0,,,player.fcgi?id=clark-005rya
Joey DeBernardis,21,2011,Penn State,Big Ten,54,241,207,36,68,24,1,0,33,2,1,25,36,0.329,0.411,0.454,0.865,94,,6,0,3,,,player.fcgi?id=debern001jos
Sean Deegan?,--,2011,Penn State,Big Ten,53,249,222,54,74,18,5,12,40,14,2,23,60,0.333,0.395,0.622,1.017,138,,1,1,2,,,player.fcgi?id=deegan000sea
Zach Ell?,--,2011,Penn State,Big Ten,15,25,20,3,3,0,0,0,1,0,0,4,6,0.15,0.32,0.15,0.47,3,,1,0,0,,,player.fcgi?id=ell---000zac
Mario Eramo?,--,2011,Penn State,Big Ten,51,212,174,27,35,7,0,9,29,5,3,32,63,0.201,0.335,0.397,0.732,69,,4,0,2,,,player.fcgi?id=eramo-000mar
Gaston Escudero?,--,2011,Penn State,Big Ten,5,5,5,0,1,0,0,0,1,0,0,0,1,0.2,0.2,0.2,0.4,1,,0,0,0,,,player.fcgi?id=escude000gas
Alex Farkes?,--,2011,Penn State,Big Ten,20,57,43,5,10,1,0,0,5,0,1,10,10,0.233,0.421,0.256,0.677,11,,4,0,0,,,player.fcgi?id=farkes000ale
Michael Glantz,23,2011,Penn State,Big Ten,38,148,122,15,24,9,0,0,10,2,1,18,40,0.197,0.324,0.271,0.595,33,,5,3,0,,,player.fcgi?id=glantz000mic
Bobby Jacobs?,--,2011,Penn State,Big Ten,45,187,155,14,44,6,0,0,25,0,1,20,32,0.284,0.385,0.323,0.708,50,,8,0,4,,,player.fcgi?id=jacobs000bob
Blake Lynd?,--,2011,Penn State,Big Ten,42,161,134,26,31,3,0,0,11,13,2,19,24,0.231,0.344,0.254,0.598,34,,4,4,0,,,player.fcgi?id=lynd--000bla
Luis Montesinos?,--,2011,Penn State,Big Ten,54,238,207,34,51,6,1,0,23,3,0,17,40,0.246,0.326,0.285,0.611,59,,8,5,1,,,player.fcgi?id=montes002lui
Elliot Searer?,--,2011,Penn State,Big Ten,49,196,173,16,37,7,2,0,7,2,4,12,40,0.214,0.267,0.278,0.545,48,,1,9,1,,,player.fcgi?id=searer000ell
Jordan Steranka*,21,2011,Penn State,Big Ten,54,243,217,46,70,14,5,8,57,6,1,25,34,0.323,0.391,0.544,0.935,118,,0,0,1,,,player.fcgi?id=steran000jor
Sam August?,--,2012,Penn State,Big Ten,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=august002sam
Ryan Clark?,--,2012,Penn State,Big Ten,15,45,39,5,3,2,0,0,1,1,0,5,14,0.077,0.182,0.128,0.31,5,,0,1,0,0,,player.fcgi?id=clark-005rya
J.C. Coban,19,2012,Penn State,Big Ten,29,110,103,15,32,6,2,3,18,2,0,5,13,0.311,0.343,0.495,0.838,51,,0,2,0,0,,player.fcgi?id=coban-000jc-
Joey DeBernardis,22,2012,Penn State,Big Ten,56,247,213,37,58,15,4,8,36,2,2,24,41,0.272,0.368,0.493,0.861,105,,9,0,1,1,,player.fcgi?id=debern001jos
Sean Deegan?,--,2012,Penn State,Big Ten,56,251,237,37,57,10,4,12,42,3,0,11,71,0.241,0.28,0.468,0.748,111,,2,1,0,1,,player.fcgi?id=deegan000sea
Zach Ell?,--,2012,Penn State,Big Ten,26,88,73,11,16,2,0,0,8,1,1,10,19,0.219,0.329,0.247,0.576,18,,2,3,0,0,,player.fcgi?id=ell---000zac
Alex Farkes?,--,2012,Penn State,Big Ten,25,94,83,11,17,0,0,2,7,1,1,7,21,0.205,0.28,0.277,0.557,23,,2,1,1,0,,player.fcgi?id=farkes000ale
Luis Montesinos?,--,2012,Penn State,Big Ten,55,232,200,23,56,11,0,0,16,4,3,15,28,0.28,0.346,0.335,0.681,67,,5,12,0,0,,player.fcgi?id=montes002lui
Aaron Novak?,--,2012,Penn State,Big Ten,42,173,144,22,31,5,1,2,17,0,1,25,45,0.215,0.337,0.306,0.643,44,,2,1,1,0,,player.fcgi?id=novak-000aar
Matt Paradise?,--,2012,Penn State,Big Ten,15,41,34,1,6,1,0,0,1,0,0,3,6,0.177,0.282,0.206,0.488,7,,2,2,0,1,,player.fcgi?id=paradi000mat
Sean Parvin?,--,2012,Penn State,Big Ten,8,14,13,0,1,0,0,0,1,0,0,0,2,0.077,0.077,0.077,0.154,1,,0,1,0,0,,player.fcgi?id=parvin000sea
Elliot Searer?,--,2012,Penn State,Big Ten,53,209,177,16,41,11,1,0,14,5,2,21,29,0.232,0.318,0.305,0.624,54,,2,8,1,0,,player.fcgi?id=searer000ell
Taylor Skerpon?,--,2012,Penn State,Big Ten,14,16,13,3,1,0,0,0,2,0,0,3,4,0.077,0.25,0.077,0.327,1,,0,0,0,0,,player.fcgi?id=skerpo000tay
Steve Snyder?,--,2012,Penn State,Big Ten,54,238,209,31,54,7,2,0,14,10,3,16,43,0.258,0.333,0.311,0.644,65,,8,4,1,0,,player.fcgi?id=snyder003ste
Jordan Steranka*,22,2012,Penn State,Big Ten,56,243,226,35,82,20,2,11,40,2,1,13,39,0.363,0.395,0.615,1.01,139,,1,0,3,4,,player.fcgi?id=steran000jor
J.J. White?,--,2012,Penn State,Big Ten,33,124,107,8,23,0,0,0,12,1,0,13,29,0.215,0.307,0.215,0.522,23,,2,0,2,0,,player.fcgi?id=white-000jj-
Sam August?,--,2013,Penn State,Big Ten,7,11,10,0,2,0,0,0,0,0,0,1,1,0.2,0.273,0.2,0.473,2,,0,0,0,0,,player.fcgi?id=august002sam
James Coates*,19,2013,Penn State,Big Ten,49,204,170,27,49,2,1,0,17,9,1,24,24,0.288,0.385,0.312,0.697,53,,4,4,2,2,,player.fcgi?id=coates002jam
J.C. Coban,20,2013,Penn State,Big Ten,42,178,169,18,51,7,0,2,25,6,2,7,24,0.302,0.337,0.379,0.716,64,,2,0,0,0,,player.fcgi?id=coban-000jc-
Zach Ell?,--,2013,Penn State,Big Ten,26,85,75,6,18,3,0,1,10,0,1,8,24,0.24,0.321,0.32,0.641,24,,1,1,0,0,,player.fcgi?id=ell---000zac
Alex Farkes?,--,2013,Penn State,Big Ten,36,128,112,18,29,2,0,1,12,0,1,6,19,0.259,0.325,0.304,0.629,34,,5,5,0,0,,player.fcgi?id=farkes000ale
Colin Keefe?,--,2013,Penn State,Big Ten,5,15,12,1,1,1,0,0,0,0,0,3,4,0.083,0.267,0.167,0.433,2,,0,0,0,0,,player.fcgi?id=keefe-000col
Tyler Kendall,20,2013,Penn State,Big Ten,22,66,60,7,19,2,0,0,11,1,0,3,15,0.317,0.344,0.35,0.694,21,,0,2,1,0,,player.fcgi?id=kendal000tyl
Luis Montesinos?,--,2013,Penn State,Big Ten,47,197,174,17,50,7,2,1,24,3,1,11,20,0.287,0.342,0.368,0.71,64,,4,7,1,1,,player.fcgi?id=montes002lui
Aaron Novak?,--,2013,Penn State,Big Ten,34,129,111,19,28,7,0,1,8,2,0,12,37,0.252,0.344,0.342,0.686,38,,4,1,1,0,,player.fcgi?id=novak-000aar
Matt Paradise?,--,2013,Penn State,Big Ten,16,51,43,4,7,3,0,0,4,0,0,7,13,0.163,0.294,0.233,0.527,10,,1,0,0,0,,player.fcgi?id=paradi000mat
Ryan Richter?,--,2013,Penn State,Big Ten,7,5,3,0,1,0,0,0,0,0,0,0,1,0.333,0.5,0.333,0.833,1,,1,1,0,0,,player.fcgi?id=richte000rya
Elliot Searer?,--,2013,Penn State,Big Ten,43,177,160,21,43,7,1,0,18,4,1,10,34,0.269,0.308,0.325,0.633,52,,0,5,2,0,,player.fcgi?id=searer000ell
Taylor Skerpon?,--,2013,Penn State,Big Ten,38,169,128,15,32,6,0,1,18,5,3,30,25,0.25,0.383,0.32,0.703,41,,0,7,4,0,,player.fcgi?id=skerpo000tay
Ryky Smith?,--,2013,Penn State,Big Ten,23,87,77,9,16,2,0,0,7,1,0,5,13,0.208,0.265,0.234,0.499,18,,1,4,0,0,,player.fcgi?id=smith-000ryk
Steve Snyder?,--,2013,Penn State,Big Ten,49,230,199,23,52,4,1,0,12,5,10,26,35,0.261,0.351,0.292,0.642,58,,2,2,1,0,,player.fcgi?id=snyder003ste
J.J. White?,--,2013,Penn State,Big Ten,42,173,153,18,33,4,1,0,14,1,1,14,30,0.216,0.298,0.255,0.553,39,,4,2,0,0,,player.fcgi?id=white-000jj-
Sam August?,--,2014,Penn State,Big Ten,12,18,17,0,3,0,0,0,1,0,0,1,8,0.177,0.222,0.177,0.399,3,,0,0,0,0,,player.fcgi?id=august002sam
James Coates*,20,2014,Penn State,Big Ten,38,172,137,20,38,6,1,1,15,5,5,25,19,0.277,0.393,0.358,0.751,49,,3,4,3,0,,player.fcgi?id=coates002jam
Zach Ell?,--,2014,Penn State,Big Ten,36,131,115,15,30,7,0,0,10,7,4,10,20,0.261,0.328,0.322,0.65,37,,2,3,1,0,,player.fcgi?id=ell---000zac
Alex Farkes?,--,2014,Penn State,Big Ten,27,78,63,8,9,2,0,0,3,1,0,10,21,0.143,0.28,0.175,0.455,11,,2,3,0,0,,player.fcgi?id=farkes000ale
Greg Guers*,21,2014,Penn State,Big Ten,48,202,179,25,44,9,3,2,27,1,1,16,34,0.246,0.304,0.363,0.667,65,,1,1,5,3,,player.fcgi?id=guers-000gre
Jim Haley,19,2014,Penn State,Big Ten,44,169,147,17,39,5,0,0,12,4,3,8,28,0.265,0.342,0.299,0.641,44,,9,5,0,0,,player.fcgi?id=haley-000jim
Colin Keefe?,--,2014,Penn State,Big Ten,15,32,28,2,6,0,0,0,4,2,0,1,11,0.214,0.281,0.214,0.496,6,,2,0,1,0,,player.fcgi?id=keefe-000col
Tyler Kendall,21,2014,Penn State,Big Ten,34,125,104,11,21,3,0,0,13,4,0,17,22,0.202,0.309,0.231,0.54,24,,0,2,2,1,,player.fcgi?id=kendal000tyl
Alex Malinsky?,--,2014,Penn State,Big Ten,26,80,68,10,17,3,0,0,9,0,0,7,7,0.25,0.333,0.294,0.627,20,,2,2,1,0,,player.fcgi?id=malins000ale
Aaron Novak?,--,2014,Penn State,Big Ten,25,61,48,4,14,2,0,0,4,2,0,7,11,0.292,0.424,0.333,0.757,16,,4,2,0,0,,player.fcgi?id=novak-000aar
Ryan Richter?,--,2014,Penn State,Big Ten,22,59,51,6,15,2,1,0,9,0,0,6,19,0.294,0.39,0.373,0.762,19,,2,0,0,0,,player.fcgi?id=richte000rya
Nick Riotto*,19,2014,Penn State,Big Ten,25,67,61,5,10,1,0,0,1,1,1,6,19,0.164,0.239,0.18,0.419,11,,0,0,0,0,,player.fcgi?id=riotto000nic
Steve Robinson?,--,2014,Penn State,Big Ten,9,24,22,0,2,1,0,0,1,0,0,1,6,0.091,0.167,0.136,0.303,3,,1,0,0,0,,player.fcgi?id=robins003ste
Taylor Skerpon?,--,2014,Penn State,Big Ten,50,208,170,26,42,3,0,0,17,10,2,22,30,0.247,0.333,0.265,0.598,45,,2,10,4,0,,player.fcgi?id=skerpo000tay
Ryky Smith?,--,2014,Penn State,Big Ten,25,63,53,6,12,4,0,0,5,2,1,4,6,0.226,0.288,0.302,0.59,16,,1,4,1,0,,player.fcgi?id=smith-000ryk
Steve Snyder?,--,2014,Penn State,Big Ten,50,226,193,28,62,7,1,0,15,9,5,21,23,0.321,0.396,0.368,0.763,71,,4,6,2,0,,player.fcgi?id=snyder003ste
J.J. White?,--,2014,Penn State,Big Ten,49,205,177,17,47,4,1,2,24,2,2,21,32,0.266,0.356,0.333,0.689,59,,5,0,2,0,,player.fcgi?id=white-000jj-
Mike Wilcox?,--,2014,Penn State,Big Ten,2,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=wilcox000mik
James Coates*,21,2015,Penn State,Big Ten,33,134,114,18,24,5,1,0,9,3,0,16,18,0.211,0.323,0.272,0.595,31,,3,1,0,0,,player.fcgi?id=coates002jam
Nick Graham,--,2015,Penn State,Big Ten,32,91,76,11,15,2,0,0,11,0,0,13,24,0.197,0.311,0.224,0.535,17,,0,1,1,0,,player.fcgi?id=graham000nic
Greg Guers*,22,2015,Penn State,Big Ten,48,230,204,34,58,13,3,8,38,14,1,13,30,0.284,0.329,0.495,0.824,101,,2,8,3,0,,player.fcgi?id=guers-000gre
Jim Haley,20,2015,Penn State,Big Ten,47,210,186,35,56,11,4,0,25,11,3,12,35,0.301,0.364,0.403,0.767,75,,7,4,1,0,,player.fcgi?id=haley-000jim
Christian Helsel,21,2015,Penn State,Big Ten,38,155,124,17,32,8,0,1,12,5,4,21,35,0.258,0.376,0.347,0.723,43,,3,6,1,0,,player.fcgi?id=helsel000chr
Tyler Kendall,22,2015,Penn State,Big Ten,39,122,113,13,34,7,0,1,11,2,2,6,19,0.301,0.339,0.389,0.728,44,,1,1,1,0,,player.fcgi?id=kendal000tyl
Alex Malinsky?,--,2015,Penn State,Big Ten,30,88,78,11,17,3,0,0,5,1,1,3,19,0.218,0.282,0.256,0.539,20,,4,3,0,0,,player.fcgi?id=malins000ale
Aaron Novak?,--,2015,Penn State,Big Ten,47,207,181,31,59,11,1,4,27,7,1,17,49,0.326,0.398,0.464,0.862,84,,6,1,2,4,,player.fcgi?id=novak-000aar
Ryan Richter?,--,2015,Penn State,Big Ten,41,137,118,19,30,4,1,1,12,4,1,13,23,0.254,0.333,0.331,0.664,39,,1,5,0,0,,player.fcgi?id=richte000rya
Nick Riotto*,20,2015,Penn State,Big Ten,41,123,102,16,27,3,0,1,17,2,2,10,19,0.265,0.361,0.324,0.685,33,,6,4,1,0,,player.fcgi?id=riotto000nic
Taylor Skerpon?,--,2015,Penn State,Big Ten,47,210,177,32,45,7,2,0,14,11,0,19,34,0.254,0.328,0.316,0.645,56,,2,9,3,0,,player.fcgi?id=skerpo000tay
Ryky Smith?,--,2015,Penn State,Big Ten,33,108,98,8,25,5,0,0,22,3,0,5,18,0.255,0.289,0.306,0.595,30,,0,4,1,0,,player.fcgi?id=smith-000ryk
J.J. White?,--,2015,Penn State,Big Ten,40,137,110,19,28,8,0,0,19,4,1,17,20,0.255,0.379,0.327,0.706,36,,5,5,0,0,,player.fcgi?id=white-000jj-
Jordan Bowersox,20,2016,Penn State,Big Ten,42,147,131,19,32,4,0,0,12,4,1,10,24,0.244,0.31,0.275,0.585,36,,3,2,1,0,,player.fcgi?id=bowers000jor
Willie Burger,20,2016,Penn State,Big Ten,39,161,140,8,35,5,2,1,34,0,0,12,25,0.25,0.302,0.336,0.638,47,,1,2,6,1,,player.fcgi?id=burger000wil
James Coates*,22,2016,Penn State,Big Ten,51,199,144,23,25,3,0,3,16,7,3,37,18,0.174,0.371,0.257,0.628,37,,10,5,3,0,,player.fcgi?id=coates002jam
Nick Graham,--,2016,Penn State,Big Ten,29,69,52,7,9,3,0,0,8,1,0,10,22,0.173,0.368,0.231,0.598,12,,6,1,0,0,,player.fcgi?id=graham000nic
Greg Guers*,23,2016,Penn State,Big Ten,54,229,198,40,62,12,2,6,38,19,4,20,34,0.313,0.369,0.485,0.854,96,,0,7,4,1,,player.fcgi?id=guers-000gre
Jim Haley,21,2016,Penn State,Big Ten,55,254,219,45,69,12,3,2,27,10,5,18,26,0.315,0.377,0.425,0.801,93,,6,7,4,1,,player.fcgi?id=haley-000jim
Christian Helsel,22,2016,Penn State,Big Ten,44,114,93,12,18,4,1,0,8,3,1,13,26,0.194,0.33,0.258,0.589,24,,6,2,0,0,,player.fcgi?id=helsel000chr
Conlin Hughes,19,2016,Penn State,Big Ten,53,226,202,24,43,4,2,0,11,6,2,11,39,0.213,0.257,0.253,0.509,51,,2,8,3,0,,player.fcgi?id=hughes000con
Tyler Kendall,23,2016,Penn State,Big Ten,52,228,200,23,64,9,1,0,33,7,1,18,34,0.32,0.37,0.375,0.745,75,,2,1,7,0,,player.fcgi?id=kendal000tyl
Connor Klemann,19,2016,Penn State,Big Ten,28,89,77,5,20,2,0,0,8,1,0,6,17,0.26,0.345,0.286,0.631,22,,4,2,0,0,,player.fcgi?id=kleman000con
Keith Leavitt*,--,2016,Penn State,Big Ten,21,34,27,7,8,0,0,0,2,0,0,7,12,0.296,0.441,0.296,0.738,8,,0,0,0,0,,player.fcgi?id=leavit000kei
Alex Malinsky?,--,2016,Penn State,Big Ten,19,35,26,4,4,1,0,0,4,0,0,8,6,0.154,0.371,0.192,0.564,5,,1,0,0,0,,player.fcgi?id=malins000ale
Austin Riggins,--,2016,Penn State,Big Ten,25,50,44,6,7,0,1,1,4,1,0,5,21,0.159,0.26,0.273,0.533,12,,1,0,0,0,,player.fcgi?id=riggin000aus
Nick Riotto*,21,2016,Penn State,Big Ten,48,212,179,34,55,4,2,2,18,3,4,24,14,0.307,0.405,0.386,0.79,69,,6,2,1,0,,player.fcgi?id=riotto000nic
Ryan Sloniger*,19,2016,Penn State,Big Ten,32,108,98,9,22,6,0,1,17,3,1,7,26,0.225,0.274,0.316,0.59,31,,0,2,1,0,,player.fcgi?id=slonig000rya
Schuyler Bates?,--,2017,Penn State,Big Ten,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=bates-000sch
Jordan Bowersox,21,2017,Penn State,Big Ten,33,141,123,16,41,7,1,3,18,9,4,14,34,0.333,0.418,0.48,0.898,59,,4,0,0,0,,player.fcgi?id=bowers000jor
Willie Burger,21,2017,Penn State,Big Ten,43,180,164,22,46,6,0,5,27,2,1,13,33,0.281,0.333,0.409,0.742,67,,0,3,0,2,,player.fcgi?id=burger000wil
Brett Davis?,--,2017,Penn State,Big Ten,39,112,100,8,15,1,0,1,6,0,1,7,31,0.15,0.209,0.19,0.399,19,,1,2,2,0,,player.fcgi?id=davis-013bre
Braxton Giavedoni,19,2017,Penn State,Big Ten,52,212,188,30,54,10,2,3,18,3,2,15,45,0.287,0.356,0.41,0.765,77,,6,1,2,0,,player.fcgi?id=giaved000bra
Logan Goodnight,20,2017,Penn State,Big Ten,45,153,137,13,21,4,1,1,12,1,0,9,58,0.153,0.23,0.219,0.449,30,,5,1,1,0,,player.fcgi?id=goodni000log
Christian Helsel,23,2017,Penn State,Big Ten,54,224,196,17,43,9,0,4,24,2,1,13,33,0.219,0.295,0.327,0.621,64,,8,7,0,0,,player.fcgi?id=helsel000chr
Conlin Hughes,20,2017,Penn State,Big Ten,49,214,196,29,50,9,3,4,19,7,4,15,34,0.255,0.315,0.393,0.708,77,,2,1,0,0,,player.fcgi?id=hughes000con
Connor Klemann,20,2017,Penn State,Big Ten,10,36,31,3,4,2,0,0,2,1,0,4,10,0.129,0.25,0.194,0.444,6,,1,0,0,0,,player.fcgi?id=kleman000con
Keith Leavitt*,--,2017,Penn State,Big Ten,31,80,65,5,8,0,0,1,4,1,2,15,20,0.123,0.288,0.169,0.457,11,,0,0,0,0,,player.fcgi?id=leavit000kei
Alex Malinsky?,--,2017,Penn State,Big Ten,28,81,65,5,14,4,0,0,9,2,1,9,22,0.215,0.346,0.277,0.623,18,,5,0,2,0,,player.fcgi?id=malins000ale
Mason Nadeau*,19,2017,Penn State,Big Ten,35,143,130,24,40,4,1,2,14,10,1,11,28,0.308,0.366,0.4,0.766,52,,1,1,0,0,,player.fcgi?id=nadeau000mas
Austin Riggins,--,2017,Penn State,Big Ten,20,28,20,3,3,1,0,0,2,0,0,6,10,0.15,0.393,0.2,0.593,4,,2,0,0,0,,player.fcgi?id=riggin000aus
Nick Riotto*,22,2017,Penn State,Big Ten,50,203,175,20,41,8,0,2,23,8,2,20,30,0.234,0.323,0.314,0.638,55,,4,2,2,0,,player.fcgi?id=riotto000nic
Ryan Sloniger*,20,2017,Penn State,Big Ten,46,171,144,14,31,4,2,1,7,1,0,19,46,0.215,0.321,0.292,0.613,42,,4,3,1,0,,player.fcgi?id=slonig000rya
Joe Weisenseel,19,2017,Penn State,Big Ten,23,82,70,10,12,0,0,0,6,3,0,9,17,0.171,0.259,0.171,0.431,12,,0,1,2,0,,player.fcgi?id=weisen000joe
Jordan Bowersox,22,2018,Penn State,Big Ten,48,219,199,29,55,9,4,1,24,7,2,11,50,0.276,0.319,0.377,0.696,75,,3,3,3,0,,player.fcgi?id=bowers000jor
Braxton Giavedoni,20,2018,Penn State,Big Ten,46,185,170,20,42,7,2,4,16,5,3,7,52,0.247,0.292,0.382,0.674,65,,5,0,3,0,,player.fcgi?id=giaved000bra
Tommy Gibson,19,2018,Penn State,Big Ten,27,82,69,13,14,2,0,0,8,3,1,6,29,0.203,0.305,0.232,0.537,16,,5,0,2,0,,player.fcgi?id=gibson000tom
Logan Goodnight,21,2018,Penn State,Big Ten,25,70,61,6,12,4,0,1,8,0,1,5,27,0.197,0.3,0.312,0.612,19,,4,0,0,0,,player.fcgi?id=goodni000log
Parker Hendershot,19,2018,Penn State,Big Ten,35,133,113,16,32,6,0,1,23,1,0,16,35,0.283,0.379,0.363,0.742,41,,2,1,1,0,,player.fcgi?id=hender001par
Mac Hippenhammer#,19,2018,Penn State,Big Ten,7,10,10,1,1,0,0,0,0,0,0,0,4,0.1,0.1,0.1,0.2,1,,0,0,0,0,,player.fcgi?id=hippen000mac
Conlin Hughes,21,2018,Penn State,Big Ten,42,148,122,17,23,6,1,0,8,4,2,21,26,0.189,0.308,0.254,0.562,31,,1,2,2,0,,player.fcgi?id=hughes000con
Connor Klemann,21,2018,Penn State,Big Ten,47,204,171,22,40,5,1,4,22,5,1,27,39,0.234,0.343,0.345,0.688,59,,3,0,3,0,,player.fcgi?id=kleman000con
Kris Kremer,20,2018,Penn State,Big Ten,21,53,49,6,11,5,1,0,5,0,0,3,11,0.225,0.283,0.367,0.65,18,,1,0,0,0,,player.fcgi?id=kremer000kri
Conor Larkin,19,2018,Penn State,Big Ten,21,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,player.fcgi?id=larkin000con
Matt McCutcheon,--,2018,Penn State,Big Ten,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=mccutc000mat
Mason Nadeau*,20,2018,Penn State,Big Ten,42,124,104,15,21,3,1,1,14,7,0,18,30,0.202,0.325,0.279,0.604,29,,1,1,0,0,,player.fcgi?id=nadeau000mas
Derek Orndorff,19,2018,Penn State,Big Ten,26,57,38,7,5,1,1,0,4,1,0,11,20,0.132,0.404,0.211,0.614,8,,7,0,1,0,,player.fcgi?id=orndor000der
Austin Riggins,--,2018,Penn State,Big Ten,4,6,6,1,1,0,1,0,0,0,0,0,4,0.167,0.167,0.5,0.667,3,,0,0,0,0,,player.fcgi?id=riggin000aus
Curtis Robison*,19,2018,Penn State,Big Ten,42,150,123,17,22,8,1,2,12,6,1,21,33,0.179,0.302,0.309,0.611,38,,2,1,3,0,,player.fcgi?id=robiso000cur
Shea Sbranti*,23,2018,Penn State,Big Ten,39,160,126,15,28,6,1,2,19,0,0,19,39,0.222,0.373,0.333,0.707,42,,12,2,1,0,,player.fcgi?id=sbrant000she
Ryan Sloniger*,21,2018,Penn State,Big Ten,47,198,170,27,52,13,2,5,31,5,2,25,38,0.306,0.404,0.494,0.898,84,,3,0,0,0,,player.fcgi?id=slonig000rya
Joe Weisenseel,20,2018,Penn State,Big Ten,32,105,92,10,20,4,1,0,10,3,0,7,13,0.217,0.301,0.283,0.584,26,,4,2,0,0,,player.fcgi?id=weisen000joe
Jordan Bowersox,23,2019,Penn State,Big Ten,49,218,191,30,59,8,1,2,15,9,1,16,39,0.309,0.379,0.393,0.771,75,,6,4,1,0,,player.fcgi?id=bowers000jor
Ryan Ford*,19,2019,Penn State,Big Ten,26,80,65,16,13,2,1,1,12,1,0,11,15,0.2,0.3,0.308,0.608,20,,0,0,4,0,,player.fcgi?id=ford--004rya
Tommy Gibson,20,2019,Penn State,Big Ten,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=gibson000tom
Parker Hendershot,20,2019,Penn State,Big Ten,44,179,162,13,37,2,2,0,18,3,1,10,46,0.228,0.281,0.265,0.546,43,,3,1,3,0,,player.fcgi?id=hender001par
Mac Hippenhammer#,20,2019,Penn State,Big Ten,39,140,125,14,34,4,2,0,8,4,4,14,37,0.272,0.35,0.336,0.686,42,,1,0,0,0,,player.fcgi?id=hippen000mac
Gavin Homer,21,2019,Penn State,Big Ten,42,162,133,18,32,9,1,4,19,7,2,16,36,0.241,0.356,0.414,0.77,55,,9,2,2,0,,player.fcgi?id=homer-000gav
Conlin Hughes,22,2019,Penn State,Big Ten,47,177,143,22,33,4,1,1,19,6,2,27,39,0.231,0.362,0.294,0.656,42,,3,3,1,0,,player.fcgi?id=hughes000con
Connor Klemann,22,2019,Penn State,Big Ten,32,109,91,10,17,7,1,0,7,4,1,13,30,0.187,0.306,0.286,0.591,26,,3,1,1,1,,player.fcgi?id=kleman000con
Kris Kremer,21,2019,Penn State,Big Ten,47,191,165,20,37,6,3,4,21,8,1,23,55,0.224,0.325,0.37,0.694,61,,2,0,1,1,,player.fcgi?id=kremer000kri
