Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
John Anderson,--,2011,Illinois,Big Ten,,,,4.13,,17,,,0,,98,95,55,45,,25,,55,,,,,1.224,8.7,,2.3,5.1,2.2,,player.fcgi?id=anders027joh
Billy Barrett?,--,2011,Illinois,Big Ten,,,,9.75,,1,,,0,,12,15,15,13,,11,,8,,,,,2.167,11.3,,8.3,6,0.73,,player.fcgi?id=barret002bil
Wes Braun,--,2011,Illinois,Big Ten,,,,1.42,,0,,,0,,19,10,5,3,,11,,13,,,,,1.105,4.7,,5.2,6.2,1.18,,player.fcgi?id=braun-000wes
Brian de la Torriente,--,2011,Illinois,Big Ten,,,,16.88,,0,,,0,,5.1,10,10,10,,6,,1,,,,,3,16.9,,10.1,1.7,0.17,,player.fcgi?id=delato000bri
Kevin Johnson,20,2011,Illinois,Big Ten,,,,4.54,,16,,,0,,103,108,67,52,,39,,68,,,,,1.427,9.4,,3.4,5.9,1.74,,player.fcgi?id=johnso014kev
Luke Joyce*,--,2011,Illinois,Big Ten,,,,2.82,,0,,,0,,22.1,21,11,7,,12,,14,,,,,1.478,8.5,,4.8,5.6,1.17,,player.fcgi?id=joyce-000luk
Corey Kimes*,21,2011,Illinois,Big Ten,,,,5.05,,15,,,0,,87.1,106,59,49,,39,,57,,,,,1.66,10.9,,4,5.9,1.46,,player.fcgi?id=kimes-000cor
Matt Milroy,20,2011,Illinois,Big Ten,,,,5.91,,2,,,0,,32,36,24,21,,18,,20,,,,,1.688,10.1,,5.1,5.6,1.11,,player.fcgi?id=milroy001mat
Ronnie Muck,19,2011,Illinois,Big Ten,,,,4.5,,0,,,0,,10,12,5,5,,4,,3,,,,,1.6,10.8,,3.6,2.7,0.75,,player.fcgi?id=muck--000ron
Chris Pack,23,2011,Illinois,Big Ten,,,,4.56,,0,,,0,,53.1,45,30,27,,8,,30,,,,,0.994,7.6,,1.4,5.1,3.75,,player.fcgi?id=pack--000chr
Will Strack,--,2011,Illinois,Big Ten,,,,4.03,,1,,,0,,38,36,20,17,,27,,29,,,,,1.658,8.5,,6.4,6.9,1.07,,player.fcgi?id=strack000wil
Lee Zerrusen,--,2011,Illinois,Big Ten,,,,8.68,,5,,,0,,28,38,29,27,,13,,16,,,,,1.821,12.2,,4.2,5.1,1.23,,player.fcgi?id=zerrus000lee
Nick Chmielewski?,--,2012,Illinois,Big Ten,1,1,0.5,3.86,8,6,,,0,0,28,31,17,12,4,19,0,12,8,0,6,137,1.786,10,1.3,6.1,3.9,0.63,,player.fcgi?id=chmiel000nic
Brian de la Torriente,--,2012,Illinois,Big Ten,1,1,0.5,4.82,9,4,,,0,0,28,28,18,15,2,15,0,10,5,1,7,126,1.536,9,0.6,4.8,3.2,0.67,,player.fcgi?id=delato000bri
Josh Ferry?,--,2012,Illinois,Big Ten,3,1,0.75,7.09,11,6,,,0,0,39.1,40,34,31,4,20,0,22,10,0,3,186,1.525,9.2,0.9,4.6,5,1.1,,player.fcgi?id=ferry-000jos
Tyler Hamer,19,2012,Illinois,Big Ten,0,0,,108,1,0,,,0,0,0.1,4,4,4,0,0,0,0,1,0,2,6,12,108,0,0,0,,,player.fcgi?id=hamer-000tyl
Drasen Johnson,20,2012,Illinois,Big Ten,1,1,0.5,6,16,4,,,0,0,39,44,26,26,3,13,0,21,0,0,2,172,1.462,10.2,0.7,3,4.8,1.62,,player.fcgi?id=johnso000dra
Kevin Johnson,21,2012,Illinois,Big Ten,7,5,0.583,3.97,14,14,,,1,0,88.1,100,47,39,2,27,0,43,5,0,5,389,1.438,10.2,0.2,2.8,4.4,1.59,,player.fcgi?id=johnso014kev
Luke Joyce*,--,2012,Illinois,Big Ten,2,4,0.333,4.68,18,0,,,0,0,25,21,14,13,4,17,0,13,2,1,1,110,1.52,7.6,1.4,6.1,4.7,0.76,,player.fcgi?id=joyce-000luk
John Kravetz,19,2012,Illinois,Big Ten,8,3,0.727,4.72,15,14,,,0,0,87.2,88,52,46,7,19,0,45,13,2,2,379,1.221,9,0.7,2,4.6,2.37,,player.fcgi?id=kravet000joh
Will Krug,19,2012,Illinois,Big Ten,0,0,,0,1,0,,,0,0,0.2,1,0,0,0,0,0,0,0,0,0,3,1.5,13.5,0,0,0,,,player.fcgi?id=krug--000wil
Rob McDonnell*,20,2012,Illinois,Big Ten,0,2,0,5.56,2,2,,,0,0,11.1,16,9,7,1,4,0,6,2,0,1,54,1.765,12.7,0.8,3.2,4.8,1.5,,player.fcgi?id=mcdonn000rob
Anthony Milazzo*,--,2012,Illinois,Big Ten,0,0,,1.38,12,0,,,0,0,13,10,4,2,0,3,0,10,0,2,4,52,1,6.9,0,2.1,6.9,3.33,,player.fcgi?id=milazz000ant
Matt Milroy,21,2012,Illinois,Big Ten,2,6,0.25,3.88,20,2,,,0,0,53.1,37,27,23,0,44,0,65,10,1,10,242,1.519,6.2,0,7.4,11,1.48,,player.fcgi?id=milroy001mat
Ronnie Muck,20,2012,Illinois,Big Ten,2,1,0.667,4.36,23,0,,,0,3,33,28,21,16,4,14,1,32,6,1,3,148,1.273,7.6,1.1,3.8,8.7,2.29,,player.fcgi?id=muck--000ron
Bryan Roberts?,--,2012,Illinois,Big Ten,0,0,,3,3,0,,,0,0,3,4,2,1,1,0,0,1,0,0,0,13,1.333,12,3,0,3,,,player.fcgi?id=robert002bry
Reid Roper,20,2012,Illinois,Big Ten,1,0,1,4.05,13,1,,,0,3,13.1,9,6,6,2,2,0,9,2,0,1,50,0.825,6.1,1.4,1.4,6.1,4.5,,player.fcgi?id=roper-001rei
Will Strack,--,2012,Illinois,Big Ten,0,0,,67.5,3,0,,,0,0,0.2,3,7,5,0,6,0,1,0,0,0,11,13.5,40.5,0,81,13.5,0.17,,player.fcgi?id=strack000wil
Nick Blackburn,18,2013,Illinois,Big Ten,2,1,0.667,5.17,10,6,,,0,0,38.1,44,25,22,3,11,0,18,4,1,3,171,1.435,10.3,0.7,2.6,4.2,1.64,,player.fcgi?id=blackb000nic
P.J. Brennan,--,2013,Illinois,Big Ten,0,0,,0,1,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,player.fcgi?id=brenna000pj-
Ryan Castellanos,19,2013,Illinois,Big Ten,3,2,0.6,5.04,15,8,,,0,0,55.1,68,31,31,3,10,0,32,11,0,0,248,1.41,11.1,0.5,1.6,5.2,3.2,,player.fcgi?id=castel001rya
Kevin Duchene*,19,2013,Illinois,Big Ten,9,1,0.9,2.79,18,12,,,1,0,80.2,78,32,25,1,34,0,68,3,0,1,341,1.388,8.7,0.1,3.8,7.6,2,,player.fcgi?id=duchen000kev
Josh Ferry?,--,2013,Illinois,Big Ten,0,0,,3.86,3,0,,,0,0,2.1,2,1,1,0,4,0,0,3,0,1,15,2.571,7.7,0,15.4,0,0,,player.fcgi?id=ferry-000jos
Tyler Jay*,19,2013,Illinois,Big Ten,1,3,0.25,3.1,18,0,,,0,0,20.1,11,9,7,1,10,0,20,2,1,4,86,1.033,4.9,0.4,4.4,8.9,2,,player.fcgi?id=jay---000tyl
Drasen Johnson,21,2013,Illinois,Big Ten,3,1,0.75,3.07,20,1,,,0,0,29.1,30,11,10,1,6,1,12,2,0,1,117,1.227,9.2,0.3,1.8,3.7,2,,player.fcgi?id=johnso000dra
Kevin Johnson,22,2013,Illinois,Big Ten,6,3,0.667,3.22,11,11,,,1,0,67,69,32,24,5,18,0,44,1,0,1,287,1.299,9.3,0.7,2.4,5.9,2.44,,player.fcgi?id=johnso014kev
Luke Joyce*,--,2013,Illinois,Big Ten,0,0,,inf,1,0,,,0,0,0,1,4,3,0,3,0,0,0,0,1,4,,,,,,0,,player.fcgi?id=joyce-000luk
John Kravetz,20,2013,Illinois,Big Ten,5,3,0.625,4.27,15,15,,,0,0,90.2,94,50,43,1,23,0,52,15,1,2,395,1.29,9.3,0.1,2.3,5.2,2.26,,player.fcgi?id=kravet000joh
Andrew Mamlic,--,2013,Illinois,Big Ten,0,0,,0.9,7,0,,,0,0,10,13,1,1,0,1,0,4,2,0,0,43,1.4,11.7,0,0.9,3.6,4,,player.fcgi?id=mamlic000and
Rob McDonnell*,21,2013,Illinois,Big Ten,0,1,0,3.52,6,1,,,0,0,7.2,9,3,3,0,7,0,2,2,0,1,38,2.087,10.6,0,8.2,2.3,0.29,,player.fcgi?id=mcdonn000rob
Anthony Milazzo*,--,2013,Illinois,Big Ten,0,0,,6.75,8,0,,,0,0,9.1,8,7,7,3,4,0,1,1,0,1,40,1.286,7.7,2.9,3.9,1,0.25,,player.fcgi?id=milazz000ant
Ronnie Muck,21,2013,Illinois,Big Ten,3,1,0.75,2.7,19,0,,,0,2,26.2,26,11,8,0,9,1,19,2,1,1,113,1.313,8.8,0,3,6.4,2.11,,player.fcgi?id=muck--000ron
Charlie Naso,20,2013,Illinois,Big Ten,0,0,,3.86,5,0,,,0,0,7,7,4,3,0,5,0,2,0,0,0,34,1.714,9,0,6.4,2.6,0.4,,player.fcgi?id=naso--000cha
J.D. Nielsen*,19,2013,Illinois,Big Ten,0,0,,5.59,12,1,,,0,0,9.2,9,10,6,3,7,0,8,2,0,2,50,1.655,8.4,2.8,6.5,7.4,1.14,,player.fcgi?id=nielse000jd-
Bryan Roberts?,--,2013,Illinois,Big Ten,3,4,0.429,2.84,18,0,,,0,8,25.1,21,8,8,3,8,1,26,4,0,0,107,1.145,7.5,1.1,2.8,9.2,3.25,,player.fcgi?id=robert002bry
Reid Roper,21,2013,Illinois,Big Ten,0,0,,2.53,11,0,,,0,5,10.2,8,4,3,1,2,0,8,1,0,0,43,0.938,6.8,0.8,1.7,6.8,4,,player.fcgi?id=roper-001rei
Nick Blackburn,19,2014,Illinois,Big Ten,1,1,0.5,3.18,18,0,,,0,0,22.2,23,8,8,1,10,1,15,3,0,3,98,1.456,9.1,0.4,4,6,1.5,,player.fcgi?id=blackb000nic
Ryan Castellanos,20,2014,Illinois,Big Ten,4,3,0.571,5.59,9,8,,,0,0,46.2,58,30,29,3,6,0,18,4,0,2,212,1.371,11.2,0.6,1.2,3.5,3,,player.fcgi?id=castel001rya
Kevin Duchene*,20,2014,Illinois,Big Ten,4,1,0.8,1.8,9,9,,,1,0,55,43,16,11,2,11,0,35,4,0,0,217,0.982,7,0.3,1.8,5.7,3.18,,player.fcgi?id=duchen000kev
Josh Ferry?,--,2014,Illinois,Big Ten,0,0,,5.4,3,0,,,0,0,3.1,3,2,2,0,0,0,1,1,0,0,13,0.9,8.1,0,0,2.7,,,player.fcgi?id=ferry-000jos
Tyler Jay*,20,2014,Illinois,Big Ten,4,1,0.8,1.94,23,0,,,0,10,41.2,28,9,9,1,13,0,47,5,1,0,167,0.984,6,0.2,2.8,10.2,3.62,,player.fcgi?id=jay---000tyl
Drasen Johnson,22,2014,Illinois,Big Ten,5,7,0.417,2.91,15,15,,,0,0,96,106,37,31,5,20,0,79,6,1,1,417,1.313,9.9,0.5,1.9,7.4,3.95,,player.fcgi?id=johnso000dra
Luke Joyce*,--,2014,Illinois,Big Ten,0,0,,15,5,0,,,0,0,3,5,5,5,0,3,0,3,1,2,1,18,2.667,15,0,9,9,1,,player.fcgi?id=joyce-000luk
John Kravetz,21,2014,Illinois,Big Ten,6,1,0.857,3,13,13,,,0,0,78,82,31,26,7,15,0,42,5,1,5,333,1.244,9.5,0.8,1.7,4.8,2.8,,player.fcgi?id=kravet000joh
Andrew Mamlic,--,2014,Illinois,Big Ten,0,0,,5.14,5,0,,,0,0,7,7,6,4,1,2,0,10,0,0,3,32,1.286,9,1.3,2.6,12.9,5,,player.fcgi?id=mamlic000and
Rob McDonnell*,22,2014,Illinois,Big Ten,4,0,1,3.67,9,5,,,0,0,27,23,11,11,1,15,0,30,3,0,1,117,1.407,7.7,0.3,5,10,2,,player.fcgi?id=mcdonn000rob
Anthony Milazzo*,--,2014,Illinois,Big Ten,0,0,,0,1,0,,,0,0,0.1,1,0,0,0,0,0,0,0,0,0,1,3,27,0,0,0,,,player.fcgi?id=milazz000ant
Ronnie Muck,22,2014,Illinois,Big Ten,1,4,0.2,3.38,21,0,,,0,3,32,22,14,12,1,14,2,27,3,2,2,133,1.125,6.2,0.3,3.9,7.6,1.93,,player.fcgi?id=muck--000ron
Charlie Naso,21,2014,Illinois,Big Ten,0,0,,0,11,0,,,0,0,10.2,7,0,0,0,3,0,10,0,0,1,42,0.938,5.9,0,2.5,8.4,3.33,,player.fcgi?id=naso--000cha
J.D. Nielsen*,20,2014,Illinois,Big Ten,1,0,1,7.43,14,0,,,0,0,13.1,20,12,11,2,2,0,10,1,1,1,60,1.65,13.5,1.4,1.4,6.8,5,,player.fcgi?id=nielse000jd-
Reid Roper,22,2014,Illinois,Big Ten,1,0,1,0,6,0,,,0,2,5.2,2,0,0,0,0,0,8,2,0,0,20,0.353,3.2,0,0,12.7,,,player.fcgi?id=roper-001rei
Cody Sedlock,19,2014,Illinois,Big Ten,1,3,0.25,3.41,12,3,,,0,0,31.2,38,24,12,3,11,0,30,4,0,2,146,1.547,10.8,0.9,3.1,8.5,2.73,,player.fcgi?id=sedloc000cod
Nick Blackburn,20,2015,Illinois,Big Ten,3,0,1,2.22,20,0,,,0,3,24.1,23,7,6,3,3,1,19,0,0,0,97,1.068,8.5,1.1,1.1,7,6.33,,player.fcgi?id=blackb000nic
Kevin Duchene*,21,2015,Illinois,Big Ten,11,2,0.846,1.75,15,15,,,0,0,102.2,89,27,20,3,18,0,88,12,1,1,419,1.042,7.8,0.3,1.6,7.7,4.89,,player.fcgi?id=duchen000kev
Josh Ferry?,--,2015,Illinois,Big Ten,0,0,,inf,1,0,,,0,0,0,0,2,2,0,1,0,0,2,0,0,3,,,,,,0,,player.fcgi?id=ferry-000jos
Doug Hayes*,20,2015,Illinois,Big Ten,0,0,,7.2,5,0,,,0,0,5,8,4,4,1,5,0,1,0,0,0,26,2.6,14.4,1.8,9,1.8,0.2,,player.fcgi?id=hayes-000dou
Tyler Jay*,21,2015,Illinois,Big Ten,5,2,0.714,1.08,30,2,,,0,14,66.2,40,8,8,2,7,0,76,3,0,1,242,0.705,5.4,0.3,0.9,10.3,10.86,,player.fcgi?id=jay---000tyl
Drasen Johnson,23,2015,Illinois,Big Ten,10,3,0.769,2.01,16,16,,,1,0,116.2,103,34,26,4,17,0,77,4,0,1,461,1.029,7.9,0.3,1.3,5.9,4.53,,player.fcgi?id=johnso000dra
John Kravetz,22,2015,Illinois,Big Ten,5,0,1,3.35,14,14,,,1,0,80.2,80,34,30,6,13,0,42,10,0,1,338,1.153,8.9,0.7,1.5,4.7,3.23,,player.fcgi?id=kravet000joh
Andrew Mamlic,--,2015,Illinois,Big Ten,2,0,1,4.91,18,0,,,0,0,18.1,23,11,10,0,8,0,19,1,0,3,84,1.691,11.3,0,3.9,9.3,2.38,,player.fcgi?id=mamlic000and
Rob McDonnell*,23,2015,Illinois,Big Ten,7,2,0.778,2.28,17,12,,,0,0,75,57,28,19,2,29,0,70,6,0,4,313,1.147,6.8,0.2,3.5,8.4,2.41,,player.fcgi?id=mcdonn000rob
Anthony Milazzo*,--,2015,Illinois,Big Ten,0,0,,15.43,3,0,,,0,0,2.1,6,4,4,1,0,0,0,0,0,0,13,2.571,23.1,3.9,0,0,,,player.fcgi?id=milazz000ant
Charlie Naso,22,2015,Illinois,Big Ten,0,0,,8.44,6,0,,,0,0,5.1,9,6,5,1,5,0,0,0,0,1,30,2.625,15.2,1.7,8.4,0,0,,player.fcgi?id=naso--000cha
J.D. Nielsen*,21,2015,Illinois,Big Ten,3,1,0.75,2.92,24,0,,,0,2,24.2,20,11,8,1,12,0,24,1,0,1,106,1.297,7.3,0.4,4.4,8.8,2,,player.fcgi?id=nielse000jd-
Reid Roper,23,2015,Illinois,Big Ten,0,0,,4.5,4,0,,,0,1,4,5,2,2,0,1,0,4,1,0,0,19,1.5,11.3,0,2.3,9,4,,player.fcgi?id=roper-001rei
Cody Sedlock,20,2015,Illinois,Big Ten,4,0,1,4.02,21,2,,,0,0,31.1,35,23,14,1,10,0,29,1,0,1,141,1.436,10.1,0.3,2.9,8.3,2.9,,player.fcgi?id=sedloc000cod
Cole Bellair,19,2016,Illinois,Big Ten,2,3,0.4,3.34,16,9,,0,0,1,59.1,54,26,22,3,13,0,35,2,3,2,247,1.129,8.2,0.5,2,5.3,2.69,,player.fcgi?id=bellai000col
Nick Blackburn,21,2016,Illinois,Big Ten,1,3,0.25,3.73,24,0,,0,0,11,31.1,27,15,13,5,19,1,34,2,1,3,144,1.468,7.8,1.4,5.5,9.8,1.79,,player.fcgi?id=blackb000nic
Zak Devermann*,19,2016,Illinois,Big Ten,0,0,,12,6,0,,0,0,0,3,9,5,4,1,3,0,2,1,0,0,23,4,27,3,9,6,0.67,,player.fcgi?id=deverm000zak
Joey Gerber,19,2016,Illinois,Big Ten,0,0,,7.5,5,0,,0,0,0,6,11,6,5,0,3,0,3,2,0,1,33,2.333,16.5,0,4.5,4.5,1,,player.fcgi?id=gerber000joe
Doug Hayes*,21,2016,Illinois,Big Ten,6,5,0.545,3.58,14,14,,2,1,0,88,88,39,35,6,30,0,55,7,0,5,379,1.341,9,0.6,3.1,5.6,1.83,,player.fcgi?id=hayes-000dou
Matthew James,21,2016,Illinois,Big Ten,0,0,,9.53,5,1,,0,0,0,11.1,15,12,12,2,3,0,12,1,0,1,51,1.588,11.9,1.6,2.4,9.5,4,,player.fcgi?id=james-000mat
Andrew Mamlic,--,2016,Illinois,Big Ten,5,7,0.417,3.7,16,11,,0,0,0,73,74,38,30,4,18,1,51,4,0,4,312,1.26,9.1,0.5,2.2,6.3,2.83,,player.fcgi?id=mamlic000and
Brendan Meissner,--,2016,Illinois,Big Ten,1,0,1,3.86,3,0,,0,0,0,2.1,4,2,1,1,3,0,2,0,1,0,13,3,15.4,3.9,11.6,7.7,0.67,,player.fcgi?id=meissn000bre
Charlie Naso,23,2016,Illinois,Big Ten,2,0,1,2.25,22,0,,0,0,0,28,25,12,7,3,10,0,20,4,0,1,120,1.25,8,1,3.2,6.4,2,,player.fcgi?id=naso--000cha
J.D. Nielsen*,22,2016,Illinois,Big Ten,5,1,0.833,3.6,29,0,,0,0,6,30,32,13,12,2,5,0,34,8,0,4,133,1.233,9.6,0.6,1.5,10.2,6.8,,player.fcgi?id=nielse000jd-
Cody Sedlock,21,2016,Illinois,Big Ten,5,3,0.625,2.49,14,14,,2,0,0,101.1,80,38,28,4,31,0,116,3,1,7,411,1.095,7.1,0.4,2.8,10.3,3.74,,player.fcgi?id=sedloc000cod
Quinten Sefcik,20,2016,Illinois,Big Ten,0,0,,6.46,8,2,,0,0,0,15.1,22,11,11,0,11,0,10,2,0,2,78,2.152,12.9,0,6.5,5.9,0.91,,player.fcgi?id=sefcik000qui
Luke Shilling,18,2016,Illinois,Big Ten,0,0,,6.75,3,0,,0,0,0,2.2,1,2,2,0,4,0,1,0,0,2,12,1.875,3.4,0,13.5,3.4,0.25,,player.fcgi?id=shilli000luk
Jack Yalowitz*,19,2016,Illinois,Big Ten,1,1,0.5,0,5,0,,0,0,0,3.2,4,1,0,0,2,0,3,0,0,0,17,1.636,9.8,0,4.9,7.4,1.5,,player.fcgi?id=yalowi000jac
Cole Bellair,20,2017,Illinois,Big Ten,3,2,0.6,6.97,15,9,,0,0,0,51.2,75,51,40,9,25,0,41,1,1,7,247,1.935,13.1,1.6,4.4,7.1,1.64,,player.fcgi?id=bellai000col
Zak Devermann*,20,2017,Illinois,Big Ten,1,1,0.5,4.82,13,0,,0,0,0,9.1,7,5,5,1,7,0,9,1,0,0,44,1.5,6.8,1,6.8,8.7,1.29,,player.fcgi?id=deverm000zak
Jackson Douglas*,21,2017,Illinois,Big Ten,0,0,,14.21,1,0,,0,0,0,6.1,11,10,10,1,5,0,5,0,1,2,35,2.526,15.6,1.4,7.1,7.1,1,,player.fcgi?id=dougla001jac
Joey Gerber,20,2017,Illinois,Big Ten,2,1,0.667,4.36,27,0,,0,0,8,33,25,17,16,3,20,0,43,4,0,7,147,1.364,6.8,0.8,5.5,11.7,2.15,,player.fcgi?id=gerber000joe
Matthew James,22,2017,Illinois,Big Ten,1,1,0.5,5.17,16,8,,0,0,0,55.2,55,32,32,8,26,0,42,6,0,0,247,1.455,8.9,1.3,4.2,6.8,1.62,,player.fcgi?id=james-000mat
Zack Jones*,18,2017,Illinois,Big Ten,0,3,0,7.85,20,0,,0,0,0,18.1,22,17,16,4,11,1,17,2,1,6,90,1.8,10.8,2,5.4,8.3,1.55,,player.fcgi?id=jones-007zac
Ryan Schmitt,--,2017,Illinois,Big Ten,5,2,0.714,5.87,22,0,,0,0,1,30.2,26,21,20,5,16,1,23,2,2,3,136,1.37,7.6,1.5,4.7,6.8,1.44,,player.fcgi?id=schmit001rya
Quinten Sefcik,21,2017,Illinois,Big Ten,3,3,0.5,4.53,19,2,,0,0,0,43.2,38,29,22,3,27,0,24,11,3,7,203,1.489,7.8,0.6,5.6,4.9,0.89,,player.fcgi?id=sefcik000qui
Luke Shilling,19,2017,Illinois,Big Ten,1,2,0.333,7.45,7,7,,0,0,0,29,25,26,24,9,37,0,30,4,0,7,144,2.138,7.8,2.8,11.5,9.3,0.81,,player.fcgi?id=shilli000luk
Ryan Thompson,19,2017,Illinois,Big Ten,2,2,0.5,4.89,23,1,,0,0,0,38.2,39,23,21,3,29,0,27,9,1,9,181,1.759,9.1,0.7,6.8,6.3,0.93,,player.fcgi?id=thomps006rya
Cyrillo Watson,19,2017,Illinois,Big Ten,3,4,0.429,6.26,18,10,,0,0,1,54.2,62,40,38,6,23,0,30,11,1,9,255,1.555,10.2,1,3.8,4.9,1.3,,player.fcgi?id=watson000cyr
Ty Weber,19,2017,Illinois,Big Ten,2,7,0.222,5.51,14,14,,1,0,0,78.1,82,53,48,11,40,1,53,5,0,7,351,1.557,9.4,1.3,4.6,6.1,1.33,,player.fcgi?id=weber-000ty-
Jimmy Burnette*,19,2018,Illinois,Big Ten,0,0,,18,8,0,,0,0,0,6,10,13,12,3,8,0,6,1,0,3,38,3,15,4.5,12,9,0.75,,player.fcgi?id=burnet000jim
Zak Devermann*,21,2018,Illinois,Big Ten,0,0,,16.2,2,0,,0,0,0,1.2,3,3,3,2,1,0,0,1,0,0,10,2.4,16.2,10.8,5.4,0,0,,player.fcgi?id=deverm000zak
Jackson Douglas*,22,2018,Illinois,Big Ten,0,0,,3.65,9,1,,0,0,1,12.1,11,5,5,0,3,1,9,0,0,3,52,1.135,8,0,2.2,6.6,3,,player.fcgi?id=dougla001jac
Andy Fisher*,22,2018,Illinois,Big Ten,6,3,0.667,3.96,15,14,,0,0,1,84,83,49,37,2,38,0,64,8,2,4,364,1.44,8.9,0.2,4.1,6.9,1.68,,player.fcgi?id=fisher002and
Joey Gerber,21,2018,Illinois,Big Ten,1,1,0.5,3.14,25,0,,0,0,14,28.2,18,13,10,1,14,0,45,3,0,5,119,1.116,5.7,0.3,4.4,14.1,3.21,,player.fcgi?id=gerber000joe
Zack Jones*,19,2018,Illinois,Big Ten,3,2,0.6,3.86,21,0,,0,0,0,25.2,16,12,11,3,5,0,18,3,1,1,98,0.818,5.6,1.1,1.8,6.3,3.6,,player.fcgi?id=jones-007zac
Ryan Kutt,19,2018,Illinois,Big Ten,0,1,0,3.79,17,2,,0,0,0,19,20,12,8,0,7,0,15,0,0,3,84,1.421,9.5,0,3.3,7.1,2.14,,player.fcgi?id=kutt--000rya
Sean Leland,22,2018,Illinois,Big Ten,1,1,0.5,10.22,12,0,,0,0,0,12.1,20,14,14,2,11,0,14,2,0,3,71,2.514,14.6,1.5,8,10.2,1.27,,player.fcgi?id=leland000sea
Ryan Schmitt,--,2018,Illinois,Big Ten,2,3,0.4,6.27,22,2,,0,0,1,33,35,24,23,5,16,0,22,1,0,1,149,1.545,9.5,1.4,4.4,6,1.38,,player.fcgi?id=schmit001rya
Quinten Sefcik,22,2018,Illinois,Big Ten,1,1,0.5,4.32,16,0,,0,0,0,25,28,12,12,2,13,0,22,3,1,2,117,1.64,10.1,0.7,4.7,7.9,1.69,,player.fcgi?id=sefcik000qui
Quinn Snarskis,21,2018,Illinois,Big Ten,6,1,0.857,2.84,13,12,,0,0,0,73,63,26,23,1,26,1,34,3,2,6,302,1.219,7.8,0.1,3.2,4.2,1.31,,player.fcgi?id=snarsk000qui
Ryan Thompson,20,2018,Illinois,Big Ten,8,3,0.727,2.72,24,0,,0,0,0,46.1,33,14,14,3,18,0,44,3,0,4,182,1.101,6.4,0.6,3.5,8.5,2.44,,player.fcgi?id=thomps006rya
Cyrillo Watson,20,2018,Illinois,Big Ten,1,1,0.5,4.25,9,7,,0,0,0,29.2,40,19,14,0,14,0,21,4,1,4,143,1.82,12.1,0,4.2,6.4,1.5,,player.fcgi?id=watson000cyr
Ty Weber,20,2018,Illinois,Big Ten,4,3,0.571,3.84,15,15,,1,0,0,82,75,44,35,9,32,1,53,6,0,8,353,1.305,8.2,1,3.5,5.8,1.66,,player.fcgi?id=weber-000ty-
Garrett Acton,21,2019,Illinois,Big Ten,2,3,0.4,2.18,30,0,,0,0,19,33,13,11,8,2,18,0,34,6,0,6,133,0.939,3.5,0.5,4.9,9.3,1.89,,player.fcgi?id=acton-000gar
Jimmy Burnette*,20,2019,Illinois,Big Ten,0,0,,27,4,0,,0,0,0,2.1,2,7,7,0,5,0,1,4,0,1,17,3,7.7,0,19.3,3.9,0.2,,player.fcgi?id=burnet000jim
David Craan,22,2019,Illinois,Big Ten,0,0,,0,1,0,,0,0,0,0.1,2,0,0,0,0,0,0,0,0,0,3,6,54,0,0,0,,,player.fcgi?id=craan-000dav
Tyler Engel,22,2019,Illinois,Big Ten,0,0,,4.61,12,0,,0,0,0,13.2,14,9,7,1,10,0,12,3,0,0,69,1.756,9.2,0.7,6.6,7.9,1.2,,player.fcgi?id=engel-000tyl
Andy Fisher*,23,2019,Illinois,Big Ten,7,1,0.875,2.75,16,16,,0,0,0,101.1,76,33,31,6,35,2,95,12,0,6,421,1.095,6.8,0.5,3.1,8.4,2.71,,player.fcgi?id=fisher002and
Josh Harris*,25,2019,Illinois,Big Ten,4,2,0.667,5.06,24,0,,0,0,0,16,9,13,9,1,15,0,24,8,0,4,81,1.5,5.1,0.6,8.4,13.5,1.6,,player.fcgi?id=harris014jos
Caleb Larson,19,2019,Illinois,Big Ten,1,0,1,4.05,6,0,,0,0,0,6.2,5,3,3,1,3,0,2,4,0,2,32,1.2,6.8,1.4,4.1,2.7,0.67,,player.fcgi?id=larson000cal
Nate Lavender*,19,2019,Illinois,Big Ten,1,2,0.333,4.08,17,4,,0,0,0,28.2,21,13,13,2,24,0,37,1,0,2,130,1.57,6.6,0.6,7.5,11.6,1.54,,player.fcgi?id=lavend000nat
Sean Leland,23,2019,Illinois,Big Ten,6,3,0.667,3.72,30,0,,0,0,0,48.1,37,24,20,4,18,2,58,5,1,3,202,1.138,6.9,0.7,3.4,10.8,3.22,,player.fcgi?id=leland000sea
Aidan Maldonado,19,2019,Illinois,Big Ten,0,0,,6.58,13,5,,0,0,0,26,23,20,19,5,30,0,23,7,0,2,136,2.038,8,1.7,10.4,8,0.77,,player.fcgi?id=maldon000aid
Ryan Schmitt,--,2019,Illinois,Big Ten,4,3,0.571,3.38,23,0,,0,0,0,29.1,24,11,11,3,17,0,24,3,0,4,131,1.398,7.4,0.9,5.2,7.4,1.41,,player.fcgi?id=schmit001rya
Quinten Sefcik,23,2019,Illinois,Big Ten,2,1,0.667,4.15,26,0,,0,0,2,30.1,22,14,14,1,16,0,39,9,0,6,135,1.253,6.5,0.3,4.7,11.6,2.44,,player.fcgi?id=sefcik000qui
