Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Noah Rooney*,19,2022,Minnesota,Big Ten,0,0,,6.33,16,0,,0,0,0,21.1,24,15,15,2,11,1,18,4,1,1,101,1.641,10.1,0.8,4.6,7.6,1.64,,player.fcgi?id=rooney000noa
Trent Schoeberl,21,2022,Minnesota,Big Ten,0,2,0,9.82,5,2,,0,0,0,7.1,9,8,8,1,5,0,3,1,0,0,39,1.909,11,1.2,6.1,3.7,0.6,,player.fcgi?id=schoeb000tre
Will Semb,20,2022,Minnesota,Big Ten,1,5,0.167,9.51,23,0,,0,0,2,23.2,32,25,25,0,19,3,28,3,0,5,122,2.155,12.2,0,7.2,10.6,1.47,,player.fcgi?id=semb--000wil
Tom Skoro*,24,2022,Minnesota,Big Ten,1,1,0.5,4.5,27,1,,0,0,1,32,35,18,16,5,10,0,34,6,0,2,146,1.406,9.8,1.4,2.8,9.6,3.4,,player.fcgi?id=skoro-000tom
Cam Blazek,23,2023,Minnesota,Big Ten,1,1,0.5,10.8,9,1,,0,0,1,13.1,27,19,16,3,9,1,8,1,0,4,77,2.7,18.2,2,6.1,5.4,0.89,,player.fcgi?id=blazek000cam
Caden Capomaccio,19,2023,Minnesota,Big Ten,1,3,0.25,10.55,11,1,,0,0,0,21.1,25,27,25,4,14,0,15,7,0,4,106,1.828,10.5,1.7,5.9,6.3,1.07,,player.fcgi?id=capoma000cad
Seth Clausen,20,2023,Minnesota,Big Ten,2,1,0.667,7.01,22,0,,0,0,4,25.2,23,21,20,5,15,2,20,3,0,5,117,1.481,8.1,1.8,5.3,7,1.33,,player.fcgi?id=clause000set
Randon Dauman,23,2023,Minnesota,Big Ten,0,1,0,12.15,9,0,,0,0,0,6.2,7,9,9,1,7,0,4,3,0,3,36,2.1,9.5,1.4,9.5,5.4,0.57,,player.fcgi?id=dauman000ran
Noah DeLuga*,21,2023,Minnesota,Big Ten,0,1,0,10.59,13,0,,0,0,1,17,23,24,20,2,21,2,17,5,0,5,99,2.588,12.2,1.1,11.1,9,0.81,,player.fcgi?id=deluga000noa
Michael Gurka,21,2023,Minnesota,Big Ten,0,0,,13.5,4,0,,0,0,0,2,3,3,3,0,3,0,1,2,0,0,14,3,13.5,0,13.5,4.5,0.33,,player.fcgi?id=gurka-000mic
Joe Hauser,22,2023,Minnesota,Big Ten,0,0,,4.66,5,0,,0,0,0,9.2,8,7,5,1,4,1,8,2,0,2,44,1.241,7.4,0.9,3.7,7.4,2,,player.fcgi?id=hauser001joe
Kris Hokenson*,19,2023,Minnesota,Big Ten,0,1,0,7.88,5,0,,0,0,0,8,13,7,7,0,1,0,2,2,0,0,38,1.75,14.6,0,1.1,2.3,2,,player.fcgi?id=hokens000kri
Richie Holetz,23,2023,Minnesota,Big Ten,2,5,0.286,5.14,14,11,,0,0,1,70,71,48,40,8,22,1,56,11,1,9,311,1.329,9.1,1,2.8,7.2,2.55,,player.fcgi?id=holetz000ric
George Klassen,21,2023,Minnesota,Big Ten,1,7,0.125,5.72,14,13,,0,0,0,56.2,49,40,36,3,47,2,49,8,0,15,263,1.694,7.8,0.5,7.5,7.8,1.04,,player.fcgi?id=klasse000geo
Sam Malec,20,2023,Minnesota,Big Ten,0,4,0,7.48,7,5,,0,0,0,27.2,35,30,23,6,10,0,14,10,0,3,135,1.627,11.4,2,3.3,4.6,1.4,,player.fcgi?id=malec-000sam
Tucker Novotny*,20,2023,Minnesota,Big Ten,4,5,0.444,5.03,14,14,,0,0,0,73.1,69,46,41,9,39,0,80,7,0,8,329,1.473,8.5,1.1,4.8,9.8,2.05,,player.fcgi?id=novotn000tuc
Noah Rooney*,20,2023,Minnesota,Big Ten,3,0,1,3.29,18,0,,0,0,0,38.1,35,20,14,2,16,2,26,3,0,3,171,1.33,8.2,0.5,3.8,6.1,1.63,,player.fcgi?id=rooney000noa
Trent Schoeberl,22,2023,Minnesota,Big Ten,0,0,,22.5,3,0,,0,0,0,2,5,5,5,0,1,0,1,4,0,0,16,3,22.5,0,4.5,4.5,1,,player.fcgi?id=schoeb000tre
Ben Shepard,23,2023,Minnesota,Big Ten,2,2,0.5,4.69,11,7,,0,0,0,48,51,33,25,5,17,1,37,7,0,5,217,1.417,9.6,0.9,3.2,6.9,2.18,,player.fcgi?id=shepar000ben
Connor Wietgrefe*,21,2023,Minnesota,Big Ten,2,3,0.4,3.83,22,0,,0,0,5,44.2,33,22,19,4,20,1,58,9,0,2,194,1.187,6.6,0.8,4,11.7,2.9,,player.fcgi?id=wietgr000con
Nick Argento,21,2024,Minnesota,Big Ten,0,1,0,3,6,3,,0,0,0,12,12,12,4,1,6,0,10,6,0,2,59,1.5,9,0.8,4.5,7.5,1.67,,player.fcgi?id=argent000nic
Caden Capomaccio,20,2024,Minnesota,Big Ten,1,0,1,4.26,15,0,,0,0,0,19,17,9,9,1,12,0,26,4,0,4,85,1.526,8.1,0.5,5.7,12.3,2.17,,player.fcgi?id=capoma000cad
Seth Clausen,21,2024,Minnesota,Big Ten,1,2,0.333,3.75,18,0,,0,0,1,24,30,13,10,1,20,1,31,1,0,5,120,2.083,11.3,0.4,7.5,11.6,1.55,,player.fcgi?id=clause000set
Noah DeLuga*,22,2024,Minnesota,Big Ten,0,0,,7.2,6,0,,0,0,0,5,6,5,4,0,7,0,5,1,0,4,29,2.6,10.8,0,12.6,9,0.71,,player.fcgi?id=deluga000noa
Tommy Gross,22,2024,Minnesota,Big Ten,4,2,0.667,9.24,17,2,,0,0,1,25.1,26,28,26,1,28,1,24,11,1,7,141,2.132,9.2,0.4,9.9,8.5,0.86,,player.fcgi?id=gross-000tho
Tyler Hemmesch,19,2024,Minnesota,Big Ten,1,0,1,4,15,1,,0,0,0,27,19,16,12,2,14,0,25,8,1,4,119,1.222,6.3,0.7,4.7,8.3,1.79,,player.fcgi?id=hemmes000tyl
Sam Kennedy,20,2024,Minnesota,Big Ten,2,0,1,2.45,8,1,,0,0,0,14.2,11,5,4,0,8,0,18,2,0,1,64,1.295,6.8,0,4.9,11,2.25,,player.fcgi?id=kenned002sam
Tucker Novotny*,21,2024,Minnesota,Big Ten,2,5,0.286,6.75,15,14,,0,0,0,52,62,47,39,7,26,0,62,11,0,7,253,1.692,10.7,1.2,4.5,10.7,2.38,,player.fcgi?id=novotn000tuc
Kyle Remington,20,2024,Minnesota,Big Ten,0,1,0,5.74,20,0,,0,0,1,42.1,52,27,27,3,11,1,37,5,0,4,193,1.488,11.1,0.6,2.3,7.9,3.36,,player.fcgi?id=reming000kyl
Will Semb,22,2024,Minnesota,Big Ten,1,5,0.167,7.54,14,14,,0,0,0,65.2,83,66,55,11,32,0,73,10,0,14,326,1.751,11.4,1.5,4.4,10,2.28,,player.fcgi?id=semb--000wil
Justin Thorsteinson*,22,2024,Minnesota,Big Ten,4,3,0.571,3.38,18,0,,0,0,1,37.1,35,17,14,4,27,0,33,5,0,2,174,1.661,8.4,1,6.5,8,1.22,,player.fcgi?id=thorst000jus
Will Whelan*,19,2024,Minnesota,Big Ten,1,0,1,7.23,17,0,,0,0,1,18.2,13,15,15,3,19,0,26,5,0,6,91,1.714,6.3,1.4,9.2,12.5,1.37,,player.fcgi?id=whelan000wil
Connor Wietgrefe*,22,2024,Minnesota,Big Ten,8,4,0.667,2.77,15,13,,1,0,0,78,81,35,24,1,26,0,74,9,1,6,344,1.372,9.3,0.1,3,8.5,2.85,,player.fcgi?id=wietgr000con
Nick Argento,22,2025,Minnesota,Big Ten,0,0,,16.2,6,3,,0,0,0,8.1,12,15,15,1,14,0,2,5,0,2,52,3.12,13,1.1,15.1,2.2,0.14,,player.fcgi?id=argent000nic
Caden Capomaccio,21,2025,Minnesota,Big Ten,0,0,,11.57,4,0,,0,0,0,7,9,9,9,2,0,0,5,4,1,0,33,1.286,11.6,2.6,0,6.4,,,player.fcgi?id=capoma000cad
Seth Clausen,22,2025,Minnesota,Big Ten,0,2,0,4.96,23,0,,0,0,3,32.2,26,23,18,3,27,0,46,5,0,8,156,1.622,7.2,0.8,7.4,12.7,1.7,,player.fcgi?id=clause000set
Jonathan Dobis,19,2025,Minnesota,Big Ten,0,0,,12.46,6,0,,0,0,0,8.2,11,12,12,1,9,0,4,2,0,1,48,2.308,11.4,1,9.3,4.2,0.44,,player.fcgi?id=dobis-000jon
Tyler Hemmesch,20,2025,Minnesota,Big Ten,3,0,1,3.86,16,3,,0,0,0,32.2,25,17,14,0,22,0,23,7,0,4,144,1.439,6.9,0,6.1,6.3,1.05,,player.fcgi?id=hemmes000tyl
Kris Hokenson*,21,2025,Minnesota,Big Ten,0,0,,27,1,0,,0,0,0,0.1,2,1,1,0,1,0,0,0,0,0,4,9,54,0,27,0,0,,player.fcgi?id=hokens000kri
Kyle Remington,21,2025,Minnesota,Big Ten,2,6,0.25,4.76,15,14,,0,0,0,64.1,74,42,34,12,26,0,51,1,0,2,297,1.554,10.4,1.7,3.6,7.1,1.96,,player.fcgi?id=reming000kyl
Easton Richter,21,2025,Minnesota,Big Ten,0,0,,0,1,0,,0,0,0,0.1,1,0,0,0,1,0,1,0,0,0,3,6,27,0,27,27,1,,player.fcgi?id=richte000eas
Noah Rooney*,22,2025,Minnesota,Big Ten,4,1,0.8,2.94,22,1,,0,0,4,49,52,20,16,4,13,2,36,2,0,2,210,1.327,9.6,0.7,2.4,6.6,2.77,,player.fcgi?id=rooney000noa
Luke Ryerse,18,2025,Minnesota,Big Ten,0,4,0,11.22,10,5,,0,0,0,21.2,32,28,27,4,13,0,23,4,0,5,116,2.077,13.3,1.7,5.4,9.6,1.77,,player.fcgi?id=ryerse000luk
Cole Selvig,20,2025,Minnesota,Big Ten,2,4,0.333,5.44,9,9,,0,0,0,44.2,57,34,27,5,18,0,39,5,0,6,209,1.679,11.5,1,3.6,7.9,2.17,,player.fcgi?id=selvig000col
Joe Sperry,21,2025,Minnesota,Big Ten,4,2,0.667,5.27,20,5,,0,0,1,56.1,55,35,33,9,13,0,39,10,1,1,243,1.207,8.8,1.4,2.1,6.2,3,,player.fcgi?id=sperry000joe
Eli Sundquist,24,2025,Minnesota,Big Ten,4,1,0.8,2.97,18,0,,0,0,1,30.1,25,10,10,3,20,0,41,2,0,7,136,1.484,7.4,0.9,5.9,12.2,2.05,,player.fcgi?id=sundqu000eli
Justin Thorsteinson*,23,2025,Minnesota,Big Ten,3,3,0.5,5.91,14,11,,0,0,0,42.2,50,34,28,7,17,0,36,4,0,2,198,1.57,10.5,1.5,3.6,7.6,2.12,,player.fcgi?id=thorst000jus
Adam Urban,19,2025,Minnesota,Big Ten,2,1,0.667,9.82,11,0,,0,0,0,14.2,25,17,16,7,7,1,14,6,0,0,79,2.182,15.3,4.3,4.3,8.6,2,,player.fcgi?id=urban-000ada
Will Whelan*,20,2025,Minnesota,Big Ten,0,3,0,6.75,20,1,,0,0,3,40,41,35,30,3,23,0,39,10,1,5,192,1.6,9.2,0.7,5.2,8.8,1.7,,player.fcgi?id=whelan000wil
Caden Capomaccio,22,2026,Minnesota,Big Ten,3,0,1,3.66,13,0,,0,0,0,19.2,14,9,8,1,9,0,15,3,0,2,82,1.169,6.4,0.5,4.1,6.9,1.67,,player.fcgi?id=capoma000cad
Jonathan Dobis,20,2026,Minnesota,Big Ten,0,0,,1.29,5,3,,0,0,0,7,2,2,1,0,5,0,4,0,0,1,28,1,2.6,0,6.4,5.1,0.8,,player.fcgi?id=dobis-000jon
Ethan Felling*,19,2026,Minnesota,Big Ten,0,0,,19.29,4,0,,0,0,0,2.1,4,6,5,0,4,0,6,3,0,0,18,3.429,15.4,0,15.4,23.1,1.5,,player.fcgi?id=fellin000eth
Ben Gregory,21,2026,Minnesota,Big Ten,0,1,0,4.74,16,4,,0,1,2,38,42,21,20,3,12,0,35,8,0,3,167,1.421,9.9,0.7,2.8,8.3,2.92,,player.fcgi?id=gregor002ben
Tyler Hemmesch,21,2026,Minnesota,Big Ten,2,2,0.5,9,17,0,,0,0,0,19,23,19,19,2,6,0,24,6,0,0,89,1.526,10.9,0.9,2.8,11.4,4,,player.fcgi?id=hemmes000tyl
Brandon Jaenke,23,2026,Minnesota,Big Ten,2,3,0.4,4.08,22,0,,0,0,4,28.2,23,14,13,3,14,0,30,3,0,3,127,1.291,7.2,0.9,4.4,9.4,2.14,,player.fcgi?id=jaenke000bra
Josh Kirchhoff,22,2026,Minnesota,Big Ten,1,0,1,1.65,12,0,,0,0,0,16.1,15,3,3,1,7,0,8,2,0,1,69,1.347,8.3,0.6,3.9,4.4,1.14,,player.fcgi?id=kirchh000jos
Eli Kokenge,19,2026,Minnesota,Big Ten,0,0,,9,5,0,,0,0,0,6,9,10,6,3,5,0,4,1,0,1,35,2.333,13.5,4.5,7.5,6,0.8,,player.fcgi?id=kokeng000eli
Marcus Kruzan,21,2026,Minnesota,Big Ten,3,5,0.375,4.1,14,12,,0,0,0,52.2,41,28,24,4,16,0,54,4,2,3,220,1.082,7,0.7,2.7,9.2,3.38,,player.fcgi?id=kruzan000mar
Isaac Morton,21,2026,Minnesota,Big Ten,4,2,0.667,3.26,13,13,,0,1,0,60.2,46,28,22,6,25,0,63,12,1,5,261,1.17,6.8,0.9,3.7,9.3,2.52,,player.fcgi?id=morton000isa
Nate O'Donnell,19,2026,Minnesota,Big Ten,2,0,1,10.13,5,0,,0,0,0,5.1,3,6,6,1,3,0,3,3,0,0,25,1.125,5.1,1.7,5.1,5.1,1,,player.fcgi?id=odonne001nat
Luke Ryerse,19,2026,Minnesota,Big Ten,0,2,0,4.26,15,4,,0,0,1,25.1,17,13,12,4,18,0,24,3,0,5,113,1.382,6,1.4,6.4,8.5,1.33,,player.fcgi?id=ryerse000luk
Cole Selvig,21,2026,Minnesota,Big Ten,5,4,0.556,5.21,14,14,,0,0,0,67.1,70,42,39,9,23,0,58,6,2,8,292,1.381,9.4,1.2,3.1,7.8,2.52,,player.fcgi?id=selvig000col
Joe Sperry,22,2026,Minnesota,Big Ten,4,3,0.571,2.87,24,0,,0,0,1,47,41,16,15,5,13,1,51,4,0,4,196,1.149,7.9,1,2.5,9.8,3.92,,player.fcgi?id=sperry000joe
Adam Urban,20,2026,Minnesota,Big Ten,2,1,0.667,5.12,21,1,,0,0,1,31.2,33,20,18,4,18,2,46,5,0,2,149,1.611,9.4,1.1,5.1,13.1,2.56,,player.fcgi?id=urban-000ada
Will Whelan*,21,2026,Minnesota,Big Ten,0,0,,6.19,12,0,,0,0,0,16,17,12,11,2,6,0,19,5,0,6,73,1.438,9.6,1.1,3.4,10.7,3.17,,player.fcgi?id=whelan000wil
Logan Winkelman*,22,2026,Minnesota,Big Ten,1,0,1,2.53,9,2,,0,0,0,10.2,8,4,3,0,6,0,16,1,0,0,45,1.313,6.8,0,5.1,13.5,2.67,,player.fcgi?id=winkel000log
Chase Adams?,--,2011,Nebraska,Big Ten,,,,4,,0,,,0,,9,10,5,4,,5,,5,,,,,1.667,10,,5,5,1,,player.fcgi?id=adams-016cha
Cory Burleson?,--,2011,Nebraska,Big Ten,,,,,,0,,,0,,0,0,0,0,,0,,0,,,,,,,,,,,,player.fcgi?id=burles000cor
Nick Dolsky,20,2011,Nebraska,Big Ten,,,,0.87,,0,,,0,,10.1,3,1,1,,6,,10,,,,,0.871,2.6,,5.2,8.7,1.67,,player.fcgi?id=dolsky000nic
Logan Ehlers*,19,2011,Nebraska,Big Ten,,,,4.2,,5,,,0,,30,32,23,14,,15,,20,,,,,1.567,9.6,,4.5,6,1.33,,player.fcgi?id=ehlers001log
Matt Freeman?,--,2011,Nebraska,Big Ten,,,,4.72,,10,,,0,,61,63,33,32,,13,,56,,,,,1.246,9.3,,1.9,8.3,4.31,,player.fcgi?id=freema004mat
Ryan Hander,20,2011,Nebraska,Big Ten,,,,4.35,,0,,,0,,10.1,7,5,5,,5,,6,,,,,1.161,6.1,,4.4,5.2,1.2,,player.fcgi?id=hander001rya
Casey Hauptman,22,2011,Nebraska,Big Ten,,,,2.43,,0,,,0,,63,62,22,17,,3,,57,,,,,1.032,8.9,,0.4,8.1,19,,player.fcgi?id=hauptm000cas
Zach Hirsch*,20,2011,Nebraska,Big Ten,,,,1.86,,0,,,0,,19.1,15,4,4,,11,,13,,,,,1.345,7,,5.1,6.1,1.18,,player.fcgi?id=hirsch000zac
Jon Keller?,--,2011,Nebraska,Big Ten,,,,3.53,,14,,,0,,66.1,69,35,26,,37,,54,,,,,1.598,9.4,,5,7.3,1.46,,player.fcgi?id=keller004jon
Tyler King*,19,2011,Nebraska,Big Ten,,,,2.14,,0,,,0,,21,10,9,5,,18,,16,,,,,1.333,4.3,,7.7,6.9,0.89,,player.fcgi?id=king--000tyl
Tyler Lansangan?,--,2011,Nebraska,Big Ten,,,,0,,0,,,0,,2.1,0,0,0,,0,,1,,,,,0,0,,0,3.9,,,player.fcgi?id=lansan000tyl
Tom Lemke,20,2011,Nebraska,Big Ten,,,,5.29,,5,,,0,,34,42,25,20,,17,,27,,,,,1.735,11.1,,4.5,7.1,1.59,,player.fcgi?id=lemke-001tom
Tyler Niederklein?,--,2011,Nebraska,Big Ten,,,,4.17,,13,,,0,,69,65,32,32,,29,,50,,,,,1.362,8.5,,3.8,6.5,1.72,,player.fcgi?id=nieder000tyl
Brandon Pierce,19,2011,Nebraska,Big Ten,,,,3.94,,3,,,0,,32,31,18,14,,18,,32,,,,,1.531,8.7,,5.1,9,1.78,,player.fcgi?id=pierce001bra
Josh Scheffert,19,2011,Nebraska,Big Ten,,,,,,0,,,0,,0,1,0,0,,0,,0,,,,,,,,,,,,player.fcgi?id=scheff000jos
Khris Tate?,--,2011,Nebraska,Big Ten,,,,2.25,,0,,,0,,4,2,1,1,,3,,1,,,,,1.25,4.5,,6.8,2.3,0.33,,player.fcgi?id=tate--000khr
Dylan Vogt?,--,2011,Nebraska,Big Ten,,,,3.83,,3,,,0,,47,41,26,20,,20,,30,,,,,1.298,7.9,,3.8,5.7,1.5,,player.fcgi?id=vogt--000dyl
Chris Williams?,--,2011,Nebraska,Big Ten,,,,4.5,,0,,,0,,2,3,1,1,,0,,0,,,,,1.5,13.5,,0,0,,,player.fcgi?id=willia021chr
Sean Yost,22,2011,Nebraska,Big Ten,,,,8.49,,2,,,0,,23.1,42,22,22,,6,,11,,,,,2.057,16.2,,2.3,4.2,1.83,,player.fcgi?id=yost--001sea
Luke Bublitz?,--,2012,Nebraska,Big Ten,2,1,0.667,6.15,21,0,,,0,1,26.1,37,19,18,3,7,0,19,4,0,2,121,1.671,12.6,1,2.4,6.5,2.71,,player.fcgi?id=bublit000luk
Aaron Bummer*,18,2012,Nebraska,Big Ten,1,0,1,3.26,20,0,,,0,0,19.1,16,8,7,0,10,0,22,4,0,1,88,1.345,7.4,0,4.7,10.2,2.2,,player.fcgi?id=bummer000aar
Ryan Hander,21,2012,Nebraska,Big Ten,3,0,1,2.97,16,4,,,0,0,33.1,29,11,11,1,10,1,25,2,0,2,137,1.17,7.8,0.3,2.7,6.8,2.5,,player.fcgi?id=hander001rya
Zach Hirsch*,21,2012,Nebraska,Big Ten,4,5,0.444,5.52,14,13,,,0,0,60.1,80,39,37,7,14,0,32,3,0,0,266,1.558,11.9,1,2.1,4.8,2.29,,player.fcgi?id=hirsch000zac
Travis Huber,22,2012,Nebraska,Big Ten,1,2,0.333,3.32,20,0,,,0,7,21.2,25,11,8,0,10,1,17,0,0,1,99,1.615,10.4,0,4.2,7.1,1.7,,player.fcgi?id=huber-001tra
Jon Keller?,--,2012,Nebraska,Big Ten,4,1,0.8,5.37,13,10,,,0,0,52,66,41,31,3,25,0,33,9,1,2,250,1.75,11.4,0.5,4.3,5.7,1.32,,player.fcgi?id=keller004jon
Tyler King*,20,2012,Nebraska,Big Ten,2,1,0.667,5.4,27,2,,,0,0,28.1,27,26,17,2,18,1,21,5,0,6,138,1.588,8.6,0.6,5.7,6.7,1.17,,player.fcgi?id=king--000tyl
Kyle Kubat*,19,2012,Nebraska,Big Ten,5,1,0.833,2.63,15,8,,,0,0,51.1,56,18,15,1,19,0,31,4,0,1,225,1.461,9.8,0.2,3.3,5.4,1.63,,player.fcgi?id=kubat-000kyl
Tom Lemke,21,2012,Nebraska,Big Ten,4,4,0.5,4.57,14,8,,,0,0,45.1,64,26,23,1,10,1,20,4,0,0,208,1.632,12.7,0.2,2,4,2,,player.fcgi?id=lemke-001tom
Tyler Niederklein?,--,2012,Nebraska,Big Ten,2,2,0.5,7.11,19,2,,,0,1,38,48,30,30,4,14,0,19,4,1,3,173,1.632,11.4,0.9,3.3,4.5,1.36,,player.fcgi?id=nieder000tyl
Brandon Pierce,20,2012,Nebraska,Big Ten,5,4,0.556,4.21,23,6,,,0,2,57.2,55,34,27,2,37,0,35,3,0,5,265,1.595,8.6,0.3,5.8,5.5,0.95,,player.fcgi?id=pierce001bra
Dexter Spitsnogle?,--,2012,Nebraska,Big Ten,0,1,0,4.87,8,5,,,0,0,20.1,22,12,11,3,6,0,14,3,0,1,91,1.377,9.7,1.3,2.7,6.2,2.33,,player.fcgi?id=spitsn000dex
Jeff Stovall?,--,2012,Nebraska,Big Ten,0,0,,8.68,10,0,,,0,0,9.1,20,10,9,0,5,0,6,2,0,3,54,2.679,19.3,0,4.8,5.8,1.2,,player.fcgi?id=stoval001jef
Dylan Vogt?,--,2012,Nebraska,Big Ten,2,1,0.667,1.84,25,0,,,0,2,53.2,46,15,11,0,14,1,34,3,0,2,219,1.118,7.7,0,2.3,5.7,2.43,,player.fcgi?id=vogt--000dyl
Luke Bublitz?,--,2013,Nebraska,Big Ten,4,1,0.8,4.67,24,1,,,0,0,34.2,42,20,18,0,14,0,26,3,0,2,161,1.615,10.9,0,3.6,6.8,1.86,,player.fcgi?id=bublit000luk
Aaron Bummer*,19,2013,Nebraska,Big Ten,3,1,0.75,2.5,16,8,,,0,1,50.1,40,17,14,0,22,0,32,8,0,4,213,1.232,7.2,0,3.9,5.7,1.45,,player.fcgi?id=bummer000aar
Jeff Chesnut?,--,2013,Nebraska,Big Ten,2,1,0.667,5.96,16,2,,,0,0,25.2,23,20,17,1,18,2,12,6,0,2,120,1.597,8.1,0.4,6.3,4.2,0.67,,player.fcgi?id=chesnu000jef
Christian DeLeon,21,2013,Nebraska,Big Ten,7,4,0.636,3.21,14,14,,,0,0,92.2,101,34,33,6,15,0,46,7,0,6,389,1.252,9.8,0.6,1.5,4.5,3.07,,player.fcgi?id=deleon002chr
Ryan Hander,22,2013,Nebraska,Big Ten,0,2,0,6.16,16,8,,,0,0,49.2,55,35,34,4,18,0,41,10,0,4,221,1.47,10,0.7,3.3,7.4,2.28,,player.fcgi?id=hander001rya
Caleb Hawkins,21,2013,Nebraska,Big Ten,0,1,0,8.68,15,0,,,0,0,9.1,13,9,9,0,3,0,6,5,0,4,49,1.714,12.5,0,2.9,5.8,2,,player.fcgi?id=hawkin000cal
Zach Hirsch*,22,2013,Nebraska,Big Ten,3,2,0.6,4.78,11,1,,,0,0,26.1,31,16,14,1,6,0,19,3,0,2,115,1.405,10.6,0.3,2.1,6.5,3.17,,player.fcgi?id=hirsch000zac
Michael Hoppes?,--,2013,Nebraska,Big Ten,1,1,0.5,14.63,10,0,,,0,0,8,14,13,13,1,4,0,2,5,1,0,46,2.25,15.8,1.1,4.5,2.3,0.5,,player.fcgi?id=hoppes000mic
Colton Howell,19,2013,Nebraska,Big Ten,0,1,0,10.13,11,0,,,0,0,10.2,16,15,12,0,12,0,9,1,0,2,61,2.625,13.5,0,10.1,7.6,0.75,,player.fcgi?id=howell000col
Tyler King*,21,2013,Nebraska,Big Ten,1,4,0.2,11.74,16,2,,,0,0,15.1,29,21,20,2,10,0,10,9,0,2,91,2.543,17,1.2,5.9,5.9,1,,player.fcgi?id=king--000tyl
Kyle Kubat*,20,2013,Nebraska,Big Ten,5,0,1,1.81,8,8,,,0,0,49.2,36,12,10,1,14,0,25,4,0,5,194,1.007,6.5,0.2,2.5,4.5,1.79,,player.fcgi?id=kubat-000kyl
Tyler Niederklein?,--,2013,Nebraska,Big Ten,1,1,0.5,6.08,13,6,,,0,0,26.2,29,20,18,0,26,0,16,3,0,2,137,2.063,9.8,0,8.8,5.4,0.62,,player.fcgi?id=nieder000tyl
Brandon Pierce,21,2013,Nebraska,Big Ten,1,3,0.25,5.82,12,8,,,0,0,38.2,49,28,25,2,23,0,23,5,0,5,187,1.862,11.4,0.5,5.4,5.4,1,,player.fcgi?id=pierce001bra
Josh Roeder,20,2013,Nebraska,Big Ten,0,3,0,1.74,21,0,,,0,6,31,24,6,6,0,7,1,29,2,0,1,124,1,7,0,2,8.4,4.14,,player.fcgi?id=roeder000jos
Logan Thune?,--,2013,Nebraska,Big Ten,0,0,,9,1,0,,,0,0,1,3,1,1,0,0,0,0,0,0,0,6,3,27,0,0,0,,,player.fcgi?id=thune-000log
Dylan Vogt?,--,2013,Nebraska,Big Ten,1,5,0.167,4.71,30,1,,,0,8,57.1,67,34,30,3,15,3,25,5,0,0,255,1.43,10.5,0.5,2.4,3.9,1.67,,player.fcgi?id=vogt--000dyl
Luke Bublitz?,--,2014,Nebraska,Big Ten,0,0,,12.46,7,0,,,0,0,4.1,7,6,6,0,5,1,1,1,0,0,25,2.769,14.5,0,10.4,2.1,0.2,,player.fcgi?id=bublit000luk
Aaron Bummer*,20,2014,Nebraska,Big Ten,7,5,0.583,3.34,15,15,,,0,0,89,92,49,33,2,35,1,56,5,0,5,397,1.427,9.3,0.2,3.5,5.7,1.6,,player.fcgi?id=bummer000aar
Derek Burkamper,19,2014,Nebraska,Big Ten,0,1,0,8.59,5,1,,,0,0,7.1,14,8,7,0,1,0,3,1,0,0,36,2.045,17.2,0,1.2,3.7,3,,player.fcgi?id=burkam000der
Jeff Chesnut?,--,2014,Nebraska,Big Ten,0,1,0,3.24,15,0,,,0,0,16.2,22,11,6,0,15,0,7,1,0,4,88,2.22,11.9,0,8.1,3.8,0.47,,player.fcgi?id=chesnu000jef
Austin Christensen*,21,2014,Nebraska,Big Ten,3,0,1,4.95,11,3,,,0,0,20,20,12,11,0,4,0,11,1,0,2,84,1.2,9,0,1.8,5,2.75,,player.fcgi?id=christ000aus
Christian Cox*,22,2014,Nebraska,Big Ten,0,0,,5.4,2,0,,,0,0,1.2,1,1,1,0,3,0,1,0,0,0,9,2.4,5.4,0,16.2,5.4,0.33,,player.fcgi?id=cox---006chr
Christian DeLeon,22,2014,Nebraska,Big Ten,5,2,0.714,2.46,11,11,,,0,0,80.1,71,25,22,4,16,0,39,3,1,1,318,1.083,8,0.4,1.8,4.4,2.44,,player.fcgi?id=deleon002chr
Bob Greco?,--,2014,Nebraska,Big Ten,3,2,0.6,3.63,26,0,,,0,1,39.2,38,16,16,2,14,0,32,4,1,2,169,1.311,8.6,0.5,3.2,7.3,2.29,,player.fcgi?id=greco-000bob
Zach Hirsch*,23,2014,Nebraska,Big Ten,5,2,0.714,1.72,31,0,,,0,4,52.1,36,12,10,1,14,0,50,2,0,2,205,0.955,6.2,0.2,2.4,8.6,3.57,,player.fcgi?id=hirsch000zac
Jake Hohensee,20,2014,Nebraska,Big Ten,0,3,0,5.08,18,3,,,0,0,28.1,30,20,16,1,18,0,22,4,0,3,137,1.694,9.5,0.3,5.7,7,1.22,,player.fcgi?id=hohens000jak
Colton Howell,20,2014,Nebraska,Big Ten,1,0,1,4.12,11,0,,,0,0,19.2,24,12,9,0,10,0,18,1,0,1,93,1.729,11,0,4.6,8.2,1.8,,player.fcgi?id=howell000col
