Name,Age,Season,Team,Conference,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Ty Denzer#,--,2017,Kansas,Big 12,20,32,30,3,9,2,0,0,4,0,1,1,9,0.3,0.313,0.367,0.679,11,,0,0,1,0,,player.fcgi?id=denzer000ty-
MJ Farthing?,--,2017,Kansas,Big 12,4,8,7,1,5,2,0,0,0,0,0,1,1,0.714,0.75,1,1.75,7,,0,0,0,0,,player.fcgi?id=farthi000mj-
Devin Foyle#,20,2017,Kansas,Big 12,58,249,204,29,51,15,1,1,30,5,5,32,43,0.25,0.374,0.348,0.722,71,,10,0,3,2,,player.fcgi?id=foyle-000dev
Tanner Gragg,21,2017,Kansas,Big 12,37,105,82,14,20,4,0,1,15,0,0,9,35,0.244,0.34,0.329,0.67,27,,4,8,2,0,,player.fcgi?id=gragg-000tan
Peyton Grassanovits?,--,2017,Kansas,Big 12,7,16,13,4,1,1,0,0,0,0,0,1,4,0.077,0.2,0.154,0.354,2,,1,1,0,0,,player.fcgi?id=grassa000pey
Jaxx Groshans,18,2017,Kansas,Big 12,53,215,190,20,45,5,2,1,38,0,0,20,34,0.237,0.313,0.3,0.613,57,,2,1,2,0,,player.fcgi?id=grosha000jax
Rudy Karre#,20,2017,Kansas,Big 12,58,257,198,45,50,11,0,3,26,9,1,30,57,0.253,0.416,0.354,0.77,70,,27,0,2,1,,player.fcgi?id=karre-000rud
David Kyriacou*,20,2017,Kansas,Big 12,52,207,173,26,39,6,1,1,21,1,0,19,47,0.225,0.338,0.289,0.627,50,,11,3,1,1,,player.fcgi?id=kyriac000dav
Matt McLaughlin,21,2017,Kansas,Big 12,56,255,207,41,65,19,2,3,39,6,2,34,31,0.314,0.42,0.469,0.888,97,,8,0,6,1,,player.fcgi?id=mclaug000mat
John Remick?,--,2017,Kansas,Big 12,22,47,41,3,4,0,1,0,2,0,0,2,12,0.098,0.192,0.146,0.338,6,,3,0,1,0,,player.fcgi?id=remick000joh
Ben Sems*,19,2017,Kansas,Big 12,25,61,50,9,11,2,0,1,8,0,1,4,13,0.22,0.304,0.32,0.624,16,,2,5,0,0,,player.fcgi?id=sems--000ben
Blake Shinkle,--,2017,Kansas,Big 12,14,12,10,3,1,0,0,0,1,1,0,2,2,0.1,0.25,0.1,0.35,1,,0,0,0,0,,player.fcgi?id=shinkl000bla
Kaimana Souza-Paaluhi*,19,2017,Kansas,Big 12,29,89,79,6,18,3,0,0,7,1,1,5,8,0.228,0.299,0.266,0.565,21,,3,2,0,0,,player.fcgi?id=souza-000kai
Owen Taylor#,22,2017,Kansas,Big 12,56,151,127,17,37,7,1,1,15,3,0,17,39,0.291,0.378,0.386,0.764,49,,2,3,2,1,,player.fcgi?id=taylor000owe
Brett Vosik*,19,2017,Kansas,Big 12,53,186,161,23,40,9,0,1,23,0,2,20,48,0.248,0.341,0.323,0.664,52,,3,1,1,0,,player.fcgi?id=vosik-000bre
Marcus Wheeler,23,2017,Kansas,Big 12,26,55,52,5,12,5,0,1,10,0,0,2,9,0.231,0.273,0.385,0.657,20,,1,0,0,0,,player.fcgi?id=wheele002mar
Mateo Zunica*,19,2017,Kansas,Big 12,14,21,18,2,4,0,0,0,2,0,0,1,6,0.222,0.3,0.222,0.522,4,,1,1,0,0,,player.fcgi?id=zunica000mat
Joven Afenir*,21,2016,Kansas,Big 12,55,240,209,21,54,12,2,0,23,4,1,21,26,0.258,0.329,0.335,0.664,70,,2,6,2,0,,player.fcgi?id=afenir000jov
Ty Denzer#,--,2016,Kansas,Big 12,30,35,29,6,5,0,0,2,9,2,0,4,14,0.172,0.265,0.379,0.644,11,,0,1,1,0,,player.fcgi?id=denzer000ty-
MJ Farthing?,--,2016,Kansas,Big 12,6,7,5,1,0,0,0,0,0,0,0,2,2,0,0.286,0,0.286,0,,0,0,0,0,,player.fcgi?id=farthi000mj-
Devin Foyle#,19,2016,Kansas,Big 12,55,234,193,37,56,14,4,3,32,6,4,22,43,0.29,0.4,0.451,0.851,87,,14,4,1,0,,player.fcgi?id=foyle-000dev
Steve Goldstein*,23,2016,Kansas,Big 12,6,12,10,1,2,0,0,0,0,0,0,2,2,0.2,0.333,0.2,0.533,2,,0,0,0,0,,player.fcgi?id=goldst000ste
Tanner Gragg,20,2016,Kansas,Big 12,19,42,31,1,4,0,0,0,3,0,0,5,7,0.129,0.237,0.129,0.366,4,,0,4,2,0,,player.fcgi?id=gragg-000tan
Rudy Karre#,19,2016,Kansas,Big 12,26,109,85,18,23,5,0,2,11,5,4,18,19,0.271,0.413,0.4,0.813,34,,4,0,2,0,,player.fcgi?id=karre-000rud
David Kyriacou*,19,2016,Kansas,Big 12,29,51,46,4,7,1,0,0,3,0,0,2,10,0.152,0.2,0.174,0.374,8,,1,1,1,0,,player.fcgi?id=kyriac000dav
TJ Martin,20,2016,Kansas,Big 12,32,75,70,4,17,3,0,2,11,0,0,4,20,0.243,0.28,0.371,0.651,26,,0,0,1,0,,player.fcgi?id=martin000tj-
Matt McLaughlin,20,2016,Kansas,Big 12,56,260,207,36,53,4,0,2,22,0,0,30,30,0.256,0.372,0.304,0.676,63,,11,7,5,0,,player.fcgi?id=mclaug000mat
Tommy Mirabelli*,22,2016,Kansas,Big 12,40,98,79,13,19,2,0,1,5,4,1,12,18,0.241,0.354,0.304,0.658,24,,3,2,2,0,,player.fcgi?id=mirabe000tho
Joe Moroney,23,2016,Kansas,Big 12,53,199,171,38,52,11,0,3,18,8,3,22,31,0.304,0.393,0.421,0.814,72,,3,3,0,0,,player.fcgi?id=morone000joe
Ryan Pidhaichuk?,--,2016,Kansas,Big 12,49,149,117,15,33,10,0,0,18,2,1,22,25,0.282,0.401,0.368,0.769,43,,2,7,1,5,,player.fcgi?id=pidhai000rya
John Remick?,--,2016,Kansas,Big 12,15,15,14,1,0,0,0,0,1,0,0,1,1,0,0.067,0,0.067,0,,0,0,0,0,,player.fcgi?id=remick000joh
Blake Shinkle,--,2016,Kansas,Big 12,29,19,16,10,5,1,0,0,4,2,0,0,5,0.313,0.368,0.375,0.743,6,,2,0,1,0,,player.fcgi?id=shinkl000bla
Owen Taylor#,21,2016,Kansas,Big 12,43,130,115,7,25,5,0,0,13,0,0,9,42,0.217,0.262,0.261,0.522,30,,0,0,6,0,,player.fcgi?id=taylor000owe
Michael Tinsley*,21,2016,Kansas,Big 12,56,251,212,47,80,15,2,2,42,9,1,32,18,0.377,0.46,0.495,0.955,105,,3,1,3,2,,player.fcgi?id=tinsle000mic
Marcus Wheeler,22,2016,Kansas,Big 12,42,105,93,1,23,4,0,0,15,0,0,9,17,0.247,0.32,0.29,0.611,27,,1,2,0,0,,player.fcgi?id=wheele002mar
C.J. Wright,22,2016,Kansas,Big 12,53,223,176,38,60,13,4,6,41,6,2,24,21,0.341,0.466,0.563,1.028,99,,18,4,1,1,,player.fcgi?id=wright000col
Joven Afenir*,20,2015,Kansas,Big 12,50,192,164,18,48,8,1,2,23,1,2,19,28,0.293,0.376,0.39,0.766,64,,4,3,2,0,,player.fcgi?id=afenir000jov
Blair Beck,22,2015,Kansas,Big 12,54,223,189,28,51,9,2,8,37,1,1,25,42,0.27,0.353,0.466,0.819,88,,2,2,5,0,,player.fcgi?id=beck--000bla
Jacob Boylan?,--,2015,Kansas,Big 12,20,27,22,3,4,0,0,0,1,0,0,3,7,0.182,0.333,0.182,0.515,4,,2,0,0,0,,player.fcgi?id=boylan000jac
MJ Farthing?,--,2015,Kansas,Big 12,4,4,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,1,,0,0,0,0,,player.fcgi?id=farthi000mj-
Steve Goldstein*,22,2015,Kansas,Big 12,24,63,58,7,12,1,1,0,6,0,1,3,6,0.207,0.238,0.259,0.497,15,,0,0,2,0,,player.fcgi?id=goldst000ste
Tanner Gragg,19,2015,Kansas,Big 12,10,9,7,1,2,1,0,0,0,0,0,2,3,0.286,0.444,0.429,0.873,3,,0,0,0,0,,player.fcgi?id=gragg-000tan
Joe Luvisi?,--,2015,Kansas,Big 12,8,7,6,2,1,1,0,0,0,0,0,1,2,0.167,0.286,0.333,0.619,2,,0,0,0,0,,player.fcgi?id=luvisi000joe
TJ Martin,19,2015,Kansas,Big 12,16,37,36,5,8,2,0,2,5,0,0,1,5,0.222,0.243,0.444,0.688,16,,0,0,0,0,,player.fcgi?id=martin000tj-
Connor McKay,22,2015,Kansas,Big 12,54,245,228,45,79,22,3,5,22,6,2,16,51,0.347,0.392,0.535,0.927,122,,1,0,0,1,,player.fcgi?id=mckay-000con
Matt McLaughlin,19,2015,Kansas,Big 12,52,211,174,21,51,8,0,1,25,1,5,26,24,0.293,0.398,0.356,0.754,62,,5,5,1,1,,player.fcgi?id=mclaug000mat
Tommy Mirabelli*,21,2015,Kansas,Big 12,31,99,79,12,15,1,1,2,12,0,2,12,18,0.19,0.34,0.304,0.644,24,,6,2,0,0,,player.fcgi?id=mirabe000tho
Joe Moroney,22,2015,Kansas,Big 12,39,93,73,8,18,2,0,0,5,6,2,13,11,0.247,0.374,0.274,0.648,20,,3,2,2,1,,player.fcgi?id=morone000joe
Ryan Pidhaichuk?,--,2015,Kansas,Big 12,33,45,37,3,6,1,0,0,6,1,0,7,7,0.162,0.289,0.189,0.478,7,,0,0,1,0,,player.fcgi?id=pidhai000rya
Justin Protacio*,22,2015,Kansas,Big 12,52,248,208,24,49,5,2,0,13,2,1,28,21,0.236,0.331,0.279,0.609,58,,2,9,1,0,,player.fcgi?id=protac000jus
John Remick?,--,2015,Kansas,Big 12,7,6,4,0,0,0,0,0,0,0,0,1,2,0,0.2,0,0.2,0,,0,1,0,0,,player.fcgi?id=remick000joh
Dakota Smith,22,2015,Kansas,Big 12,47,199,172,31,44,11,1,7,39,1,1,16,22,0.256,0.332,0.454,0.785,78,,5,3,3,0,,player.fcgi?id=smith-000dak
Owen Taylor#,20,2015,Kansas,Big 12,29,70,61,9,20,6,0,2,10,0,0,8,14,0.328,0.414,0.525,0.939,32,,1,0,0,1,,player.fcgi?id=taylor000owe
Michael Tinsley*,20,2015,Kansas,Big 12,54,227,196,31,66,15,0,3,39,4,1,24,19,0.337,0.407,0.459,0.866,90,,2,1,4,1,,player.fcgi?id=tinsle000mic
Marcus Wheeler,21,2015,Kansas,Big 12,23,41,36,4,10,1,0,2,7,0,0,4,8,0.278,0.342,0.472,0.814,17,,0,0,1,0,,player.fcgi?id=wheele002mar
C.J. Wright,21,2015,Kansas,Big 12,40,172,129,29,34,6,1,0,6,4,0,21,17,0.264,0.435,0.326,0.76,42,,18,4,0,1,,player.fcgi?id=wright000col
Joven Afenir*,19,2014,Kansas,Big 12,30,59,51,8,14,2,0,0,6,2,0,2,11,0.275,0.315,0.314,0.629,16,,1,5,0,0,,player.fcgi?id=afenir000jov
Blair Beck,21,2014,Kansas,Big 12,46,132,120,14,30,6,1,0,15,0,0,7,7,0.25,0.3,0.317,0.617,38,,2,2,1,0,,player.fcgi?id=beck--000bla
Jacob Boylan?,--,2014,Kansas,Big 12,24,54,43,6,10,3,0,0,8,0,0,9,4,0.233,0.37,0.302,0.673,13,,1,0,1,0,,player.fcgi?id=boylan000jac
Kaiana Eldredge,22,2014,Kansas,Big 12,56,218,190,21,53,9,0,1,24,2,1,18,36,0.279,0.34,0.342,0.682,65,,0,9,1,1,,player.fcgi?id=eldred001dav
MJ Farthing?,--,2014,Kansas,Big 12,5,4,4,0,1,0,0,0,1,0,0,0,3,0.25,0.25,0.25,0.5,1,,0,0,0,0,,player.fcgi?id=farthi000mj-
Jon Hander,19,2014,Kansas,Big 12,15,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=hander000jon
Aaron Hernandez,22,2014,Kansas,Big 12,54,207,179,25,45,9,2,0,19,3,0,11,27,0.251,0.313,0.324,0.637,58,,6,9,2,0,,player.fcgi?id=hernan000aar
Tom Hougland?,--,2014,Kansas,Big 12,9,3,2,1,0,0,0,0,0,0,0,0,1,0,0.333,0,0.333,0,,1,0,0,0,,player.fcgi?id=hougla000tom
Connor McKay,21,2014,Kansas,Big 12,59,249,220,28,56,10,2,9,45,4,4,19,56,0.255,0.327,0.441,0.768,97,,6,1,3,0,,player.fcgi?id=mckay-000con
Lee McMahon?,--,2014,Kansas,Big 12,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=mcmaho000lee
Tommy Mirabelli*,20,2014,Kansas,Big 12,39,117,84,21,14,2,1,0,12,6,1,16,19,0.167,0.314,0.214,0.529,18,,3,12,2,0,,player.fcgi?id=mirabe000tho
Ryan Pidhaichuk?,--,2014,Kansas,Big 12,53,102,76,10,16,4,1,1,12,0,0,14,24,0.211,0.386,0.329,0.715,25,,9,1,2,0,,player.fcgi?id=pidhai000rya
Brian Poupore,--,2014,Kansas,Big 12,7,1,0,2,0,0,0,0,0,0,0,1,0,,1,,,0,,0,0,0,0,,player.fcgi?id=poupor000bri
Justin Protacio*,21,2014,Kansas,Big 12,60,296,236,53,66,6,2,0,16,4,4,44,37,0.28,0.393,0.322,0.715,76,,2,11,3,0,,player.fcgi?id=protac000jus
John Remick?,--,2014,Kansas,Big 12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=remick000joh
Dakota Smith,21,2014,Kansas,Big 12,55,214,187,33,63,11,3,2,43,3,0,13,20,0.337,0.399,0.46,0.859,86,,9,1,4,0,,player.fcgi?id=smith-000dak
Michael Suiter,22,2014,Kansas,Big 12,61,286,239,47,77,11,1,3,42,3,2,26,27,0.322,0.41,0.414,0.824,99,,11,8,2,0,,player.fcgi?id=suiter000mic
Tucker Tharp,22,2014,Kansas,Big 12,60,251,210,34,65,15,0,6,39,11,4,21,29,0.31,0.409,0.467,0.876,98,,15,4,1,0,,player.fcgi?id=tharp-000tuc
Michael Tinsley*,19,2014,Kansas,Big 12,32,68,61,5,22,2,2,0,13,2,1,7,7,0.361,0.427,0.459,0.886,28,,0,0,0,0,,player.fcgi?id=tinsle000mic
C.J. Wright,20,2014,Kansas,Big 12,51,201,156,35,49,11,1,1,21,1,1,23,19,0.314,0.415,0.417,0.832,65,,6,13,3,0,,player.fcgi?id=wright000col
Jacob Boylan?,--,2013,Kansas,Big 12,36,131,116,10,29,7,1,0,20,1,0,7,14,0.25,0.3,0.328,0.628,38,,3,1,4,0,,player.fcgi?id=boylan000jac
Alex DeLeon?,--,2013,Kansas,Big 12,56,237,204,35,65,19,0,10,46,4,0,19,37,0.319,0.398,0.559,0.957,114,,10,1,3,2,,player.fcgi?id=deleon001ale
Jordan Dreiling?,--,2013,Kansas,Big 12,59,264,224,29,59,14,1,0,30,17,4,19,31,0.263,0.339,0.335,0.673,75,,9,7,5,0,,player.fcgi?id=drelli000jor
Kaiana Eldredge,21,2013,Kansas,Big 12,53,199,164,30,35,4,1,0,21,4,2,22,35,0.213,0.311,0.25,0.561,41,,3,6,4,0,,player.fcgi?id=eldred001dav
Tom Hougland?,--,2013,Kansas,Big 12,11,7,6,0,0,0,0,0,0,0,0,1,4,0,0.143,0,0.143,0,,0,0,0,0,,player.fcgi?id=hougla000tom
Kevin Kuntz#,23,2013,Kansas,Big 12,47,215,168,24,52,6,0,0,22,12,1,15,11,0.31,0.368,0.345,0.713,58,,1,30,1,0,,player.fcgi?id=kuntz-001kev
Joe Luvisi?,--,2013,Kansas,Big 12,9,6,3,1,0,0,0,0,0,0,0,2,1,0,0.5,0,0.5,0,,1,0,0,0,,player.fcgi?id=luvisi000joe
Connor McKay,20,2013,Kansas,Big 12,37,139,126,20,34,6,3,2,18,7,1,8,34,0.27,0.326,0.413,0.739,52,,3,1,1,0,,player.fcgi?id=mckay-000con
Tommy Mirabelli*,19,2013,Kansas,Big 12,30,100,76,11,19,3,0,0,12,3,2,14,20,0.25,0.358,0.29,0.647,22,,1,5,4,0,,player.fcgi?id=mirabe000tho
Joe Moroney,20,2013,Kansas,Big 12,20,35,27,5,8,1,0,0,2,3,2,6,2,0.296,0.412,0.333,0.745,9,,0,1,1,0,,player.fcgi?id=morone000joe
Jay Nessler?,--,2013,Kansas,Big 12,5,5,4,0,0,0,0,0,0,0,0,1,3,0,0.2,0,0.2,0,,0,0,0,0,,player.fcgi?id=nessle000jay
Justin Protacio*,20,2013,Kansas,Big 12,57,252,200,37,52,6,1,0,20,9,2,40,32,0.26,0.385,0.3,0.685,60,,2,8,2,1,,player.fcgi?id=protac000jus
Dakota Smith,20,2013,Kansas,Big 12,55,238,210,23,56,11,2,1,25,9,4,10,27,0.267,0.323,0.352,0.676,74,,10,3,5,0,,player.fcgi?id=smith-000dak
Michael Suiter,21,2013,Kansas,Big 12,59,253,223,40,69,10,1,1,29,17,5,20,23,0.309,0.372,0.377,0.749,84,,4,3,3,0,,player.fcgi?id=suiter000mic
Nick Sweatt?,--,2013,Kansas,Big 12,8,8,6,0,0,0,0,0,0,0,0,1,2,0,0.25,0,0.25,0,,1,0,0,0,,player.fcgi?id=sweatt000nic
Tucker Tharp,21,2013,Kansas,Big 12,55,212,179,32,42,10,2,1,14,11,3,18,37,0.235,0.313,0.33,0.643,59,,3,11,1,0,,player.fcgi?id=tharp-000tuc
Marcus Wheeler,19,2013,Kansas,Big 12,16,36,30,2,8,3,0,0,5,0,0,3,6,0.267,0.343,0.367,0.71,11,,1,1,1,0,,player.fcgi?id=wheele002mar
C.J. Wright,19,2013,Kansas,Big 12,11,11,9,2,2,1,0,0,1,1,0,1,3,0.222,0.364,0.333,0.697,3,,1,0,0,0,,player.fcgi?id=wright000col
Nate Arnold*,19,2012,Kansas,Big 12,5,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,1,,0,0,0,0,,player.fcgi?id=arnold003nat
Jordan Brown?,--,2012,Kansas,Big 12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=brown-004jor
Jason Brunansky?,--,2012,Kansas,Big 12,19,17,14,0,2,0,0,0,1,0,1,3,8,0.143,0.294,0.143,0.437,2,,0,0,0,0,,player.fcgi?id=brunan000jas
Alex DeLeon?,--,2012,Kansas,Big 12,43,174,153,11,40,7,0,4,23,0,1,18,29,0.261,0.345,0.386,0.73,59,,2,0,1,0,,player.fcgi?id=deleon001ale
Jordan Dreiling?,--,2012,Kansas,Big 12,45,155,113,29,34,5,2,0,11,2,2,30,14,0.301,0.453,0.381,0.833,43,,3,7,2,0,,player.fcgi?id=drelli000jor
Kaiana Eldredge,20,2012,Kansas,Big 12,47,172,146,18,27,3,0,0,16,3,4,11,38,0.185,0.252,0.206,0.457,30,,3,9,3,0,,player.fcgi?id=eldred001dav
Zachary Elgie,22,2012,Kansas,Big 12,46,181,159,21,40,11,1,5,28,3,1,15,38,0.252,0.324,0.428,0.752,68,,3,2,2,0,,player.fcgi?id=elgie-001zac
Taylor Hart?,--,2012,Kansas,Big 12,10,6,6,1,2,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,2,,0,0,0,0,,player.fcgi?id=hart--002tay
Tom Hougland?,--,2012,Kansas,Big 12,5,4,3,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25,0,,0,0,0,0,,player.fcgi?id=hougla000tom
Kevin Kuntz#,22,2012,Kansas,Big 12,58,268,223,29,56,3,2,0,22,10,3,29,29,0.251,0.343,0.283,0.625,63,,2,14,0,2,,player.fcgi?id=kuntz-001kev
Joe Luvisi?,--,2012,Kansas,Big 12,5,5,5,1,2,0,0,1,3,0,0,0,3,0.4,0.4,1,1.4,5,,0,0,0,0,,player.fcgi?id=luvisi000joe
Chris Manship?,--,2012,Kansas,Big 12,41,138,129,12,35,6,4,1,14,0,1,7,35,0.271,0.319,0.403,0.722,52,,2,0,0,0,,player.fcgi?id=manshi000chr
Jake Marasco?,--,2012,Kansas,Big 12,52,193,168,21,38,7,0,0,10,3,2,19,48,0.226,0.318,0.268,0.586,45,,4,1,1,1,,player.fcgi?id=marasc000jak
Connor McKay,19,2012,Kansas,Big 12,43,168,153,22,31,2,0,5,20,2,0,8,46,0.203,0.256,0.314,0.57,48,,3,4,0,0,,player.fcgi?id=mckay-000con
Joe Moroney,19,2012,Kansas,Big 12,11,4,4,2,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,1,,0,0,0,0,,player.fcgi?id=morone000joe
Justin Protacio*,19,2012,Kansas,Big 12,24,36,29,4,5,0,0,0,2,2,0,6,9,0.172,0.333,0.172,0.506,5,,1,0,0,0,,player.fcgi?id=protac000jus
Dakota Smith,19,2012,Kansas,Big 12,41,145,125,17,31,10,0,2,18,3,3,12,26,0.248,0.333,0.376,0.709,47,,4,4,0,0,,player.fcgi?id=smith-000dak
James Stanfield?,--,2012,Kansas,Big 12,45,173,152,14,44,7,0,0,17,1,1,16,19,0.29,0.37,0.336,0.705,51,,4,0,1,1,,player.fcgi?id=stanfi002jam
Michael Suiter,20,2012,Kansas,Big 12,48,191,159,18,36,5,0,4,17,3,3,18,36,0.226,0.333,0.333,0.667,53,,8,5,1,0,,player.fcgi?id=suiter000mic
Tucker Tharp,20,2012,Kansas,Big 12,53,220,189,24,50,3,1,3,18,5,2,20,30,0.265,0.34,0.339,0.678,64,,3,5,3,0,,player.fcgi?id=tharp-000tuc
Jordan Brown?,--,2011,Kansas,Big 12,28,67,57,8,9,0,2,1,8,2,0,6,11,0.158,0.273,0.281,0.553,16,,3,1,0,,,player.fcgi?id=brown-004jor
Jason Brunansky?,--,2011,Kansas,Big 12,42,156,133,19,24,8,0,2,12,6,1,15,29,0.181,0.283,0.286,0.569,38,,4,4,0,,,player.fcgi?id=brunan000jas
Alex DeLeon?,--,2011,Kansas,Big 12,38,118,97,18,31,5,0,6,23,0,1,12,27,0.32,0.409,0.557,0.965,54,,4,3,2,,,player.fcgi?id=deleon001ale
Jordan Dreiling?,--,2011,Kansas,Big 12,40,88,67,9,19,1,1,0,14,7,1,14,5,0.284,0.425,0.328,0.754,22,,4,1,2,,,player.fcgi?id=drelli000jor
Jacob Dunnichay?,--,2011,Kansas,Big 12,8,12,9,4,5,0,0,0,1,0,0,2,0,0.556,0.583,0.556,1.139,5,,0,0,1,,,player.fcgi?id=dunnic000jac
Kaiana Eldredge,19,2011,Kansas,Big 12,49,182,157,20,42,13,2,1,26,2,2,15,46,0.268,0.343,0.395,0.738,62,,4,4,2,,,player.fcgi?id=eldred001dav
Zachary Elgie,21,2011,Kansas,Big 12,54,220,202,26,60,22,1,7,37,4,2,10,37,0.297,0.339,0.52,0.859,105,,4,2,2,,,player.fcgi?id=elgie-001zac
Taylor Hart?,--,2011,Kansas,Big 12,8,13,9,5,2,0,0,0,0,0,0,4,2,0.222,0.462,0.222,0.684,2,,0,0,0,,,player.fcgi?id=hart--002tay
Scott Heitshusen?,--,2011,Kansas,Big 12,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,player.fcgi?id=heitsh000sco
Tom Hougland?,--,2011,Kansas,Big 12,7,11,10,1,2,1,0,0,1,0,0,0,2,0.2,0.273,0.3,0.573,3,,1,0,0,,,player.fcgi?id=hougla000tom
Kevin Kuntz#,21,2011,Kansas,Big 12,31,89,60,18,21,1,0,0,8,5,2,20,4,0.35,0.524,0.367,0.891,22,,3,5,1,,,player.fcgi?id=kuntz-001kev
Casey Lytle?,--,2011,Kansas,Big 12,56,232,193,27,58,10,1,1,16,11,9,22,31,0.301,0.387,0.378,0.765,73,,7,7,3,,,player.fcgi?id=lytle-000cas
Brandon Macias,22,2011,Kansas,Big 12,54,238,206,34,51,9,1,4,19,6,1,18,35,0.248,0.345,0.359,0.704,74,,13,0,1,,,player.fcgi?id=macias000bra
Chris Manship?,--,2011,Kansas,Big 12,37,127,112,12,28,5,0,2,13,0,1,11,38,0.25,0.32,0.348,0.668,39,,1,2,1,,,player.fcgi?id=manshi000chr
Jake Marasco?,--,2011,Kansas,Big 12,53,205,182,27,52,9,2,2,23,1,3,17,36,0.286,0.36,0.39,0.75,71,,4,2,0,,,player.fcgi?id=marasc000jak
Wally Marciel*,23,2011,Kansas,Big 12,25,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,,0,0,0,,,player.fcgi?id=marcie001wal
Carlo Ramirez?,--,2011,Kansas,Big 12,7,8,8,0,1,0,0,0,1,0,0,0,2,0.125,0.125,0.125,0.25,1,,0,0,0,,,player.fcgi?id=ramire016car
James Stanfield?,--,2011,Kansas,Big 12,39,129,113,12,37,5,2,2,9,2,1,10,13,0.327,0.394,0.46,0.854,52,,3,2,1,,,player.fcgi?id=stanfi002jam
Tucker Tharp,19,2011,Kansas,Big 12,30,39,33,11,9,3,0,1,8,2,0,5,7,0.273,0.359,0.455,0.814,15,,0,0,1,,,player.fcgi?id=tharp-000tuc
T.J. Walz,22,2011,Kansas,Big 12,16,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,,0,0,0,,,player.fcgi?id=walz--001tho
Jimmy Waters*,23,2011,Kansas,Big 12,56,238,205,35,57,15,4,7,38,5,4,18,25,0.278,0.359,0.493,0.851,101,,10,1,4,,,player.fcgi?id=waters000jim
Taylor Alspaugh?,--,2011,Baylor,Big 12,4,5,4,1,0,0,0,0,0,0,0,1,1,0,0.2,0,0.2,0,,0,0,0,,,player.fcgi?id=alspau000tay
Clay Cunningham?,--,2011,Baylor,Big 12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,player.fcgi?id=cunnin000cla
Steve DalPorto?,--,2011,Baylor,Big 12,55,197,158,23,35,6,1,0,13,4,2,21,30,0.222,0.319,0.272,0.591,43,,2,15,1,,,player.fcgi?id=dalpor000ste
Dan Evatt,22,2011,Baylor,Big 12,37,145,123,21,27,7,0,8,23,2,1,18,38,0.22,0.319,0.472,0.791,58,,1,1,2,,,player.fcgi?id=evatt-001dan
Nate Goodwin?,--,2011,Baylor,Big 12,12,14,10,1,2,0,0,0,2,0,0,3,4,0.2,0.429,0.2,0.629,2,,1,0,0,,,player.fcgi?id=goodwi000nat
Joey Hainsfurther#,21,2011,Baylor,Big 12,55,219,185,29,50,6,2,0,17,0,2,26,23,0.27,0.366,0.324,0.691,60,,2,6,0,,,player.fcgi?id=hainsf001joe
Lawton Langford*,--,2011,Baylor,Big 12,22,52,45,7,10,2,0,0,3,1,1,4,7,0.222,0.327,0.267,0.594,12,,3,0,0,,,player.fcgi?id=langfo000law
Josh Ludy,21,2011,Baylor,Big 12,57,231,205,26,57,10,1,3,34,2,0,19,40,0.278,0.352,0.381,0.733,78,,5,1,1,,,player.fcgi?id=ludy--000jos
Wes Mercurio?,--,2011,Baylor,Big 12,11,13,12,3,4,1,1,1,6,0,0,1,4,0.333,0.385,0.833,1.218,10,,0,0,0,,,player.fcgi?id=mercur000wes
Jake Miller,20,2011,Baylor,Big 12,55,208,187,21,56,10,1,3,27,3,1,15,52,0.3,0.35,0.412,0.761,77,,1,2,3,,,player.fcgi?id=miller002jak
Max Muncy*,20,2011,Baylor,Big 12,59,271,227,40,73,10,3,9,44,6,3,37,36,0.322,0.428,0.511,0.939,116,,6,0,1,,,player.fcgi?id=muncy-001max
Dillon Newman,19,2011,Baylor,Big 12,13,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2,3,2,,0,0,0,,,player.fcgi?id=newman001dil
Brooks Pinckard*,22,2011,Baylor,Big 12,55,211,176,35,52,7,5,2,16,36,3,25,40,0.296,0.401,0.426,0.827,75,,6,4,0,,,player.fcgi?id=pincka001ron
