Name,Age,Season,Team,Conference,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Taylor Munden,21,2015,West Virginia,Big 12,52,243,222,32,59,12,0,11,31,11,4,17,36,0.266,0.321,0.469,0.79,104,,2,0,2,2,,player.fcgi?id=munden000tay
Cam O'Brien#,22,2015,West Virginia,Big 12,27,96,76,15,19,4,0,1,11,0,1,12,13,0.25,0.376,0.342,0.718,26,,4,3,1,0,,player.fcgi?id=obrien000cam
Caleb Potter,--,2015,West Virginia,Big 12,36,109,93,18,21,4,0,4,10,4,0,12,30,0.226,0.321,0.398,0.719,37,,2,0,2,0,,player.fcgi?id=potter000cal
Tony Strasiser?,--,2015,West Virginia,Big 12,15,23,21,4,7,0,0,0,0,0,0,2,7,0.333,0.391,0.333,0.725,7,,0,0,0,0,,player.fcgi?id=strasi000ton
Shaun Wood*,22,2015,West Virginia,Big 12,51,189,165,19,29,4,0,8,32,7,0,15,45,0.176,0.245,0.346,0.59,57,,1,5,3,0,,player.fcgi?id=wood--000sha
Bobby Boyd*,21,2014,West Virginia,Big 12,53,250,222,46,79,8,2,1,24,18,2,10,25,0.356,0.389,0.423,0.813,94,,4,11,3,0,,player.fcgi?id=boyd--000bob
Michael Constantini?,--,2014,West Virginia,Big 12,44,135,115,16,30,3,0,1,8,5,1,17,14,0.261,0.356,0.313,0.669,36,,0,3,0,0,,player.fcgi?id=consta003mic
Jackson Cramer#,19,2014,West Virginia,Big 12,41,116,99,10,24,7,0,1,14,0,1,16,34,0.242,0.353,0.343,0.697,34,,1,0,0,0,,player.fcgi?id=cramer000jac
Billy Fleming,21,2014,West Virginia,Big 12,53,247,222,35,78,8,1,2,30,6,5,16,23,0.351,0.407,0.423,0.83,94,,6,1,2,0,,player.fcgi?id=flemin003bil
Justin Fox,22,2014,West Virginia,Big 12,35,100,84,9,19,2,0,0,10,1,5,10,15,0.226,0.313,0.25,0.563,21,,1,4,1,0,,player.fcgi?id=fox---000jus
Ray Guerinni,--,2014,West Virginia,Big 12,17,37,27,1,3,0,0,0,4,3,0,3,6,0.111,0.333,0.111,0.444,3,,6,1,0,0,,player.fcgi?id=guerin000ray
Brad Johnson,22,2014,West Virginia,Big 12,27,96,88,8,28,4,1,0,17,4,0,5,18,0.318,0.375,0.386,0.761,34,,3,0,0,1,,player.fcgi?id=johnso005bra
Ryan McBroom,22,2014,West Virginia,Big 12,54,245,211,32,72,12,0,8,49,1,0,22,35,0.341,0.404,0.512,0.916,108,,5,0,7,1,,player.fcgi?id=mcbroo000rya
Taylor Munden,20,2014,West Virginia,Big 12,52,244,218,39,57,16,1,2,19,13,4,21,31,0.262,0.329,0.372,0.701,81,,2,1,2,0,,player.fcgi?id=munden000tay
Max Nogay,22,2014,West Virginia,Big 12,36,94,78,11,16,4,0,3,9,2,0,6,24,0.205,0.319,0.372,0.691,29,,7,3,0,0,,player.fcgi?id=nogay-000max
Cam O'Brien#,21,2014,West Virginia,Big 12,49,185,162,19,42,12,2,2,18,5,2,12,24,0.259,0.333,0.395,0.728,64,,7,2,2,0,,player.fcgi?id=obrien000cam
Jacob Rice,--,2014,West Virginia,Big 12,54,240,206,25,61,9,1,1,31,16,5,22,35,0.296,0.376,0.364,0.74,75,,6,3,3,0,,player.fcgi?id=rice--004jac
Trevor Simms,22,2014,West Virginia,Big 12,34,21,20,6,1,0,0,0,1,1,0,1,13,0.05,0.095,0.05,0.145,1,,0,0,0,0,,player.fcgi?id=simms-000tre
Shaun Wood*,21,2014,West Virginia,Big 12,39,112,106,9,24,2,0,3,13,4,1,4,14,0.226,0.268,0.33,0.598,35,,2,0,0,0,,player.fcgi?id=wood--000sha
Nate Antone,21,2013,West Virginia,Big 12,3,8,6,0,2,0,0,0,0,0,0,2,0,0.333,0.5,0.333,0.833,2,,0,0,0,0,,player.fcgi?id=antone000nat
Bobby Boyd*,20,2013,West Virginia,Big 12,55,236,210,33,66,7,3,0,24,17,6,15,17,0.314,0.367,0.376,0.743,79,,3,7,1,0,,player.fcgi?id=boyd--000bob
Kevin Cohen?,--,2013,West Virginia,Big 12,13,13,10,2,2,0,0,0,1,0,0,0,2,0.2,0.385,0.2,0.585,2,,3,0,0,0,,player.fcgi?id=cohen-000kev
Michael Constantini?,--,2013,West Virginia,Big 12,40,94,87,11,21,7,1,0,6,1,2,4,13,0.241,0.283,0.345,0.627,30,,1,2,0,0,,player.fcgi?id=consta003mic
Alan Filauro?,--,2013,West Virginia,Big 12,55,192,174,21,40,5,0,4,20,0,4,9,45,0.23,0.287,0.328,0.615,57,,5,4,0,0,,player.fcgi?id=filaur000ala
Billy Fleming,20,2013,West Virginia,Big 12,54,224,196,27,58,11,1,0,23,2,2,13,19,0.296,0.358,0.362,0.72,71,,7,6,2,1,,player.fcgi?id=flemin003bil
Justin Fox,21,2013,West Virginia,Big 12,28,71,57,5,13,0,0,0,7,0,1,7,12,0.228,0.333,0.228,0.561,13,,3,2,2,0,,player.fcgi?id=fox---000jus
Matthew Frazer*,22,2013,West Virginia,Big 12,56,216,184,26,47,13,1,7,37,1,1,19,49,0.255,0.352,0.451,0.803,83,,10,0,3,1,,player.fcgi?id=frazer001mat
Ryan McBroom,21,2013,West Virginia,Big 12,59,242,220,39,59,19,0,12,48,5,2,12,36,0.268,0.32,0.518,0.838,114,,6,1,3,3,,player.fcgi?id=mcbroo000rya
Taylor Munden,19,2013,West Virginia,Big 12,55,201,177,26,36,6,2,1,10,1,0,19,31,0.203,0.281,0.277,0.558,49,,1,2,2,0,,player.fcgi?id=munden000tay
Max Nogay,21,2013,West Virginia,Big 12,20,44,33,6,6,1,0,0,1,2,1,3,9,0.182,0.372,0.212,0.584,7,,7,1,0,0,,player.fcgi?id=nogay-000max
Chris Rasky?,--,2013,West Virginia,Big 12,17,31,28,2,4,1,0,0,2,0,0,1,7,0.143,0.194,0.179,0.372,5,,1,0,1,0,,player.fcgi?id=rasky-000chr
Jacob Rice,--,2013,West Virginia,Big 12,56,242,219,34,73,13,0,2,30,12,10,13,34,0.333,0.383,0.42,0.803,92,,6,2,2,0,,player.fcgi?id=rice--004jac
Ryan Tuntland,22,2013,West Virginia,Big 12,56,239,200,32,65,9,1,3,36,7,4,29,35,0.325,0.416,0.425,0.841,85,,5,1,4,1,,player.fcgi?id=tuntla000rya
Brady Wilson,22,2013,West Virginia,Big 12,58,243,217,31,63,4,2,3,20,20,5,19,30,0.29,0.354,0.369,0.723,80,,3,3,1,0,,player.fcgi?id=wilson007bra
Ryan Ampleman?,--,2011,Missouri,Big 12,34,68,48,16,10,5,0,1,6,1,3,8,18,0.208,0.433,0.375,0.808,18,,11,1,0,,,player.fcgi?id=amplem000rya
Eric Anderson,20,2011,Missouri,Big 12,26,27,24,3,3,0,0,0,3,2,0,2,4,0.125,0.192,0.125,0.317,3,,0,1,0,,,player.fcgi?id=anders004eri
Sal Belfonte?,--,2011,Missouri,Big 12,17,9,8,4,1,1,0,0,3,1,0,1,5,0.125,0.222,0.25,0.472,2,,0,0,0,,,player.fcgi?id=belfon000sal
Blake Brown,20,2011,Missouri,Big 12,54,237,188,33,50,7,3,7,34,20,8,38,63,0.266,0.397,0.447,0.844,84,,5,3,3,,,player.fcgi?id=brown-001bla
Brannon Champagne?,--,2011,Missouri,Big 12,58,264,218,30,64,6,0,0,27,13,9,26,41,0.294,0.398,0.321,0.72,70,,12,8,0,,,player.fcgi?id=champa002bra
Dillon Everett,19,2011,Missouri,Big 12,24,50,45,6,9,1,0,0,3,0,1,5,10,0.2,0.28,0.222,0.502,10,,0,0,0,,,player.fcgi?id=everet000dil
Eric Garcia*,20,2011,Missouri,Big 12,57,242,199,29,55,6,3,2,26,14,2,34,28,0.276,0.387,0.367,0.753,73,,3,4,2,,,player.fcgi?id=garcia003eri
Ryan Gebhart?,--,2011,Missouri,Big 12,21,48,39,9,7,0,1,0,1,1,0,4,13,0.18,0.289,0.231,0.52,9,,2,3,0,,,player.fcgi?id=gebhar001rya
C.J. Jarvis?,--,2011,Missouri,Big 12,26,79,69,5,13,3,0,0,8,1,0,3,19,0.188,0.25,0.232,0.482,16,,3,3,1,,,player.fcgi?id=jarvis000cj-
Jeff Lusardi,21,2011,Missouri,Big 12,7,9,8,0,1,1,0,0,0,0,0,1,2,0.125,0.222,0.25,0.472,2,,0,0,0,,,player.fcgi?id=lusard000jef
Conner Mach,21,2011,Missouri,Big 12,59,272,228,31,65,12,1,4,32,11,5,26,35,0.285,0.378,0.399,0.777,91,,11,2,5,,,player.fcgi?id=mach--000con
Dane Opel*,20,2011,Missouri,Big 12,35,133,115,12,24,6,2,1,8,2,1,11,30,0.209,0.295,0.322,0.616,37,,3,4,0,,,player.fcgi?id=opel--001dan
Andreas Plackis?,--,2011,Missouri,Big 12,11,30,30,4,6,1,0,0,0,0,0,0,5,0.2,0.2,0.233,0.433,7,,0,0,0,,,player.fcgi?id=placki000and
Jesse Santo?,--,2011,Missouri,Big 12,57,226,185,27,49,6,0,0,22,10,5,22,34,0.265,0.364,0.297,0.661,55,,8,9,2,,,player.fcgi?id=santo-000jes
Jonah Schmidt?,--,2011,Missouri,Big 12,59,251,218,34,69,17,1,6,38,11,4,22,44,0.317,0.393,0.486,0.879,106,,6,4,1,,,player.fcgi?id=schmid002jon
Scott Sommerfeld,20,2011,Missouri,Big 12,35,114,102,12,30,1,0,1,15,2,0,3,12,0.294,0.368,0.333,0.702,34,,9,0,0,,,player.fcgi?id=sommer002sco
Andrew Thigpen?,--,2011,Missouri,Big 12,31,97,81,14,13,5,0,0,9,5,3,9,20,0.161,0.258,0.222,0.48,18,,2,4,1,,,player.fcgi?id=thigpe000and
Ben Turner,21,2011,Missouri,Big 12,46,177,145,17,39,5,0,0,14,0,0,24,23,0.269,0.385,0.303,0.689,44,,4,3,1,,,player.fcgi?id=turner000ben
Sal Belfonte?,--,2012,Missouri,Big 12,28,50,41,8,8,2,0,0,4,4,4,3,11,0.195,0.313,0.244,0.556,10,,4,2,0,0,,player.fcgi?id=belfon000sal
Blake Brown,21,2012,Missouri,Big 12,59,263,225,51,68,15,2,10,40,17,5,25,61,0.302,0.389,0.52,0.909,117,,8,3,2,0,,player.fcgi?id=brown-001bla
Drew Carlile,--,2012,Missouri,Big 12,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=carlil000dre
Brannon Champagne?,--,2012,Missouri,Big 12,54,233,189,25,51,7,0,0,23,12,3,23,39,0.27,0.374,0.307,0.681,58,,9,11,1,0,,player.fcgi?id=champa002bra
Jeff Emens?,--,2012,Missouri,Big 12,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=emens-000jef
Dillon Everett,20,2012,Missouri,Big 12,60,233,195,34,42,5,1,0,19,1,2,21,25,0.215,0.336,0.251,0.588,49,,15,1,1,0,,player.fcgi?id=everet000dil
Eric Garcia*,21,2012,Missouri,Big 12,61,272,229,41,62,7,2,2,35,17,4,33,42,0.271,0.372,0.345,0.717,79,,5,3,2,1,,player.fcgi?id=garcia003eri
Jake Ivory,19,2012,Missouri,Big 12,11,13,11,5,2,1,0,0,3,1,0,1,2,0.182,0.308,0.273,0.58,3,,1,0,0,0,,player.fcgi?id=ivory-000jak
Landon Lucansky,19,2012,Missouri,Big 12,8,20,17,0,4,1,1,0,5,0,0,2,2,0.235,0.35,0.412,0.762,7,,1,0,0,0,,player.fcgi?id=lucans000lan
Conner Mach,22,2012,Missouri,Big 12,61,270,223,40,65,13,0,1,30,2,1,27,37,0.292,0.393,0.363,0.757,81,,13,3,4,0,,player.fcgi?id=mach--000con
Nick Moore,19,2012,Missouri,Big 12,10,13,11,0,2,1,0,0,1,0,0,2,5,0.182,0.308,0.273,0.58,3,,0,0,0,0,,player.fcgi?id=moore-001nic
Case Munson?,--,2012,Missouri,Big 12,12,25,22,1,4,1,0,0,3,0,0,2,9,0.182,0.24,0.227,0.467,5,,0,0,1,0,,player.fcgi?id=munson000cas
Dane Opel*,21,2012,Missouri,Big 12,58,242,205,39,58,12,2,11,46,2,3,23,58,0.283,0.372,0.522,0.894,107,,8,3,3,2,,player.fcgi?id=opel--001dan
Andreas Plackis?,--,2012,Missouri,Big 12,36,132,119,15,35,7,1,0,14,1,0,6,10,0.294,0.333,0.37,0.703,44,,2,3,2,0,,player.fcgi?id=placki000and
Patrick Quintanilla?,--,2012,Missouri,Big 12,12,24,16,5,5,0,0,0,3,0,0,5,2,0.313,0.542,0.313,0.854,5,,3,0,0,0,,player.fcgi?id=quinta002pat
Scott Sommerfeld,21,2012,Missouri,Big 12,56,218,189,25,59,8,1,2,29,4,3,15,29,0.312,0.38,0.397,0.777,75,,7,5,2,0,,player.fcgi?id=sommer002sco
Gavin Stark?,--,2012,Missouri,Big 12,27,65,54,8,9,1,0,1,2,0,0,5,16,0.167,0.262,0.241,0.503,13,,2,4,0,0,,player.fcgi?id=stark-000gav
Ben Turner,22,2012,Missouri,Big 12,60,256,218,37,62,12,0,1,28,2,1,25,29,0.284,0.373,0.353,0.726,77,,7,4,2,1,,player.fcgi?id=turner000ben
Elliott Blair,23,2011,Oklahoma,Big 12,32,38,33,11,11,0,1,1,9,1,2,3,9,0.333,0.405,0.485,0.89,16,,1,1,0,,,player.fcgi?id=blair-000maj
Tyler Brady?,--,2011,Oklahoma,Big 12,3,0,0,2,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,,player.fcgi?id=brady-000tyl
Garrett Buechele,21,2011,Oklahoma,Big 12,60,279,243,33,77,9,1,8,63,0,0,14,33,0.317,0.383,0.461,0.844,112,,15,2,5,,,player.fcgi?id=bueche002ste
Caleb Bushyhead*,21,2011,Oklahoma,Big 12,46,194,160,28,46,9,3,0,18,3,3,21,31,0.288,0.378,0.381,0.759,61,,4,6,3,,,player.fcgi?id=bushyh000joh
Drew Dahlberg?,--,2011,Oklahoma,Big 12,23,56,39,9,9,0,0,0,5,4,1,8,15,0.231,0.455,0.231,0.685,9,,8,1,0,,,player.fcgi?id=dahlbe000dre
Ricky Eisenberg?,--,2011,Oklahoma,Big 12,51,141,123,18,43,10,2,1,16,2,5,13,36,0.35,0.416,0.488,0.904,60,,1,4,0,,,player.fcgi?id=eisenb000ric
Cale Ellis?,--,2011,Oklahoma,Big 12,50,135,108,30,33,3,0,0,8,5,2,8,32,0.306,0.423,0.333,0.756,36,,14,5,0,,,player.fcgi?id=ellis-001cal
Chris Ellison*,22,2011,Oklahoma,Big 12,51,136,111,32,35,4,3,2,17,16,5,15,33,0.315,0.4,0.46,0.86,51,,2,6,2,,,player.fcgi?id=elliso000chr
Andrew Harrison,20,2011,Oklahoma,Big 12,19,31,25,8,5,0,0,1,1,1,0,1,12,0.2,0.286,0.32,0.606,8,,2,3,0,,,player.fcgi?id=harris004and
Casey Johnson*,22,2011,Oklahoma,Big 12,41,134,114,22,39,8,4,3,30,1,3,18,29,0.342,0.436,0.561,0.998,64,,1,1,0,,,player.fcgi?id=johnso002cas
Jack Mayfield,20,2011,Oklahoma,Big 12,31,70,58,8,15,2,1,1,10,1,2,4,5,0.259,0.323,0.379,0.702,22,,2,5,1,,,player.fcgi?id=mayfie000dav
Evan Mistich?,--,2011,Oklahoma,Big 12,50,196,155,35,49,6,2,2,16,3,2,22,21,0.316,0.429,0.419,0.849,65,,11,5,3,,,player.fcgi?id=mistic000eva
Tyler Ogle,20,2011,Oklahoma,Big 12,60,249,201,53,69,15,0,9,45,10,4,34,34,0.343,0.464,0.552,1.016,111,,12,1,1,,,player.fcgi?id=ogle--000tyl
Cody Reine*,22,2011,Oklahoma,Big 12,47,153,133,19,34,6,2,4,27,3,2,10,32,0.256,0.333,0.421,0.754,56,,6,3,1,,,player.fcgi?id=reine-000cod
Erik Ross?,--,2011,Oklahoma,Big 12,48,157,130,32,41,1,1,0,21,19,8,14,17,0.315,0.381,0.339,0.72,44,,1,10,2,,,player.fcgi?id=ross--000eri
Cameron Seitzer*,21,2011,Oklahoma,Big 12,60,257,212,37,76,17,2,4,41,1,1,31,30,0.359,0.456,0.514,0.97,109,,7,7,0,,,player.fcgi?id=seitze000cam
Cayle Shambaugh?,--,2011,Oklahoma,Big 12,12,2,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,,1,0,0,,,player.fcgi?id=shamba000cay
Jake Smith?,--,2011,Oklahoma,Big 12,2,4,4,1,1,0,0,1,3,0,0,0,2,0.25,0.25,1,1.25,4,,0,0,0,,,player.fcgi?id=smith-005jak
Tanner Toal?,--,2011,Oklahoma,Big 12,22,29,22,7,7,1,0,1,6,1,0,4,7,0.318,0.448,0.5,0.948,11,,2,0,1,,,player.fcgi?id=toal--000tan
Max White,20,2011,Oklahoma,Big 12,46,168,147,30,42,11,0,3,20,6,3,7,28,0.286,0.346,0.422,0.768,62,,7,6,1,,,player.fcgi?id=white-003max
Brian Brightwell?,--,2012,Oklahoma,Big 12,18,42,37,5,10,1,0,0,4,1,0,3,9,0.27,0.317,0.297,0.614,11,,0,1,1,0,,player.fcgi?id=bright002bri
Caleb Bushyhead*,22,2012,Oklahoma,Big 12,66,277,250,33,65,7,1,1,17,9,6,18,30,0.26,0.319,0.308,0.627,77,,4,4,1,0,,player.fcgi?id=bushyh000joh
Garrett Carey,22,2012,Oklahoma,Big 12,64,243,207,21,43,8,0,2,24,2,0,14,37,0.208,0.283,0.275,0.559,57,,9,10,3,1,,player.fcgi?id=carey-000gar
Dusty Dishman?,--,2012,Oklahoma,Big 12,11,18,14,1,1,0,0,0,0,0,1,2,2,0.071,0.188,0.071,0.259,1,,0,2,0,0,,player.fcgi?id=dishma000dus
Andrew Harrison,21,2012,Oklahoma,Big 12,10,4,3,0,1,0,0,0,1,0,1,1,1,0.333,0.5,0.333,0.833,1,,0,0,0,0,,player.fcgi?id=harris004and
Hunter Lockwood,19,2012,Oklahoma,Big 12,54,206,184,29,46,7,2,11,40,6,4,13,66,0.25,0.299,0.489,0.788,90,,2,2,5,0,,player.fcgi?id=lockwo000hun
Jack Mayfield,21,2012,Oklahoma,Big 12,66,282,237,43,66,15,3,3,34,10,8,21,26,0.279,0.358,0.405,0.763,96,,10,11,3,1,,player.fcgi?id=mayfie000dav
Evan Mistich?,--,2012,Oklahoma,Big 12,60,227,187,30,50,9,1,3,34,4,2,31,33,0.267,0.386,0.374,0.76,70,,5,4,0,2,,player.fcgi?id=mistic000eva
Dylan Neal?,--,2012,Oklahoma,Big 12,30,77,59,6,9,1,0,0,7,0,0,5,16,0.153,0.296,0.17,0.465,10,,7,6,0,0,,player.fcgi?id=neal--000dyl
Matt Oberste,20,2012,Oklahoma,Big 12,42,152,125,28,39,10,0,6,22,6,1,13,26,0.312,0.413,0.536,0.949,67,,10,2,2,0,,player.fcgi?id=oberst000mat
Dylan Raper?,--,2012,Oklahoma,Big 12,21,9,7,6,1,0,0,0,0,4,1,1,2,0.143,0.25,0.143,0.393,1,,0,1,0,0,,player.fcgi?id=raper-000dyl
Cody Reine*,23,2012,Oklahoma,Big 12,66,268,212,45,56,10,6,6,33,5,2,29,51,0.264,0.394,0.453,0.847,96,,19,4,4,3,,player.fcgi?id=reine-000cod
Drake Roberts#,20,2012,Oklahoma,Big 12,11,6,5,2,1,0,1,0,0,0,1,0,3,0.2,0.333,0.6,0.933,3,,1,0,0,0,,player.fcgi?id=robert000dra
Erik Ross?,--,2012,Oklahoma,Big 12,60,268,229,33,61,10,2,0,19,20,7,20,38,0.266,0.328,0.328,0.656,75,,3,12,4,0,,player.fcgi?id=ross--000eri
Chase Simpson#,20,2012,Oklahoma,Big 12,32,62,52,7,13,2,2,0,4,0,0,8,9,0.25,0.344,0.365,0.71,19,,0,1,1,0,,player.fcgi?id=simpso004cha
Jake Smith?,--,2012,Oklahoma,Big 12,4,7,7,0,2,2,0,0,2,0,0,0,1,0.286,0.286,0.571,0.857,4,,0,0,0,0,,player.fcgi?id=smith-005jak
Ty Taylor?,--,2012,Oklahoma,Big 12,19,13,7,4,1,0,0,0,2,1,0,5,2,0.143,0.539,0.143,0.681,1,,1,0,0,0,,player.fcgi?id=taylor000ty-
Tanner Toal?,--,2012,Oklahoma,Big 12,46,115,92,8,18,1,0,1,8,2,0,11,41,0.196,0.327,0.239,0.566,22,,7,5,0,0,,player.fcgi?id=toal--000tan
Max White,21,2012,Oklahoma,Big 12,67,292,251,39,85,17,2,2,55,8,7,26,35,0.339,0.408,0.446,0.854,112,,6,5,4,1,,player.fcgi?id=white-003max
Dillon Yeaman?,--,2012,Oklahoma,Big 12,7,14,13,2,3,0,0,1,3,0,0,0,5,0.231,0.231,0.462,0.692,6,,0,1,0,0,,player.fcgi?id=yeaman000dil
Craig Aikin*,19,2013,Oklahoma,Big 12,64,310,252,42,72,5,3,0,23,16,6,32,32,0.286,0.375,0.329,0.704,83,,5,19,2,0,,player.fcgi?id=aikin-000cra
Taylor Alspaugh?,--,2013,Oklahoma,Big 12,21,42,37,6,7,1,0,0,1,0,0,5,5,0.189,0.286,0.216,0.502,8,,0,0,0,0,,player.fcgi?id=alspau000tay
Colt Bickerstaff?,--,2013,Oklahoma,Big 12,29,96,84,8,20,6,0,2,13,1,0,12,15,0.238,0.333,0.381,0.714,32,,0,0,0,0,,player.fcgi?id=bicker000col
Justin Burba*,--,2013,Oklahoma,Big 12,28,25,14,7,3,1,0,0,3,4,2,6,7,0.214,0.478,0.286,0.764,4,,2,2,1,1,,player.fcgi?id=burba-000jus
Garrett Carey,23,2013,Oklahoma,Big 12,63,245,209,32,57,11,2,3,23,0,1,9,27,0.273,0.342,0.388,0.729,81,,15,8,4,0,,player.fcgi?id=carey-000gar
Kolbey Carpenter,19,2013,Oklahoma,Big 12,54,216,197,18,52,10,2,2,24,1,2,9,40,0.264,0.295,0.366,0.661,72,,1,6,3,0,,player.fcgi?id=carpen000kol
Dusty Dishman?,--,2013,Oklahoma,Big 12,7,4,3,1,1,0,0,0,0,0,0,0,0,0.333,0.5,0.333,0.833,1,,1,0,0,0,,player.fcgi?id=dishma000dus
Hunter Haley*,--,2013,Oklahoma,Big 12,48,174,144,22,38,4,4,2,20,8,3,13,36,0.264,0.351,0.389,0.74,56,,8,6,3,0,,player.fcgi?id=haley-000hun
Kyle Hayes?,--,2013,Oklahoma,Big 12,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=hayes-000kyl
Anthony Hermelyn,19,2013,Oklahoma,Big 12,59,214,178,18,49,6,0,0,26,2,0,23,29,0.275,0.356,0.309,0.665,55,,2,6,5,0,,player.fcgi?id=hermel000ant
Mac James,20,2013,Oklahoma,Big 12,9,13,9,1,2,0,0,0,2,0,0,1,2,0.222,0.364,0.222,0.586,2,,1,2,0,0,,player.fcgi?id=james-000mac
Hector Lorenzana,21,2013,Oklahoma,Big 12,64,274,237,33,65,12,1,2,42,2,4,22,27,0.274,0.345,0.359,0.703,85,,5,7,3,1,,player.fcgi?id=lorenz000hec
Jack Mayfield,22,2013,Oklahoma,Big 12,64,306,268,55,68,14,1,7,35,7,5,12,30,0.254,0.319,0.392,0.711,105,,15,8,3,1,,player.fcgi?id=mayfie000dav
Dylan Neal?,--,2013,Oklahoma,Big 12,26,53,38,2,6,2,0,0,8,0,2,5,6,0.158,0.327,0.211,0.537,8,,5,4,1,1,,player.fcgi?id=neal--000dyl
Matt Oberste,21,2013,Oklahoma,Big 12,64,291,241,53,90,19,4,11,60,13,5,26,33,0.373,0.458,0.622,1.081,150,,16,3,5,8,,player.fcgi?id=oberst000mat
Jake Smith?,--,2013,Oklahoma,Big 12,2,2,2,0,1,1,0,0,2,0,0,0,0,0.5,0.5,1,1.5,2,,0,0,0,0,,player.fcgi?id=smith-005jak
Max White,22,2013,Oklahoma,Big 12,64,293,255,53,79,12,2,3,33,9,1,18,36,0.31,0.373,0.408,0.781,104,,10,6,4,0,,player.fcgi?id=white-003max
Dillon Yeaman?,--,2013,Oklahoma,Big 12,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=yeaman000dil
Craig Aikin*,20,2014,Oklahoma,Big 12,58,277,239,47,78,7,4,0,25,5,3,32,30,0.326,0.411,0.389,0.8,93,,3,2,1,0,,player.fcgi?id=aikin-000cra
