Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional,
Jack Cebert,23,2025,Texas Tech,Big 12,7,3,0.7,3.6,19,2,,0,0,0,60,62,29,24,6,20,3,54,5,0,3,268,1.367,9.3,0.9,3,8.1,2.7,,player.fcgi?id=cebert000jac,
Zach Crotchfelt*,21,2025,Texas Tech,Big 12,2,3,0.4,9.17,13,1,,0,0,0,17.2,28,19,18,1,10,0,15,0,0,1,89,2.151,14.3,0.5,5.1,7.6,1.5,,player.fcgi?id=crotch000zac,
JT Drake,21,2025,Texas Tech,Big 12,0,1,0,5.93,15,0,,0,0,0,13.2,15,10,9,4,3,1,10,2,0,1,61,1.317,9.9,2.6,2,6.6,3.33,,player.fcgi?id=drake-000jt-,
Zach Erdman*,21,2025,Texas Tech,Big 12,0,0,,4.3,9,0,,0,0,0,14.2,23,10,7,1,2,0,4,0,0,0,67,1.705,14.1,0.6,1.2,2.5,2,,player.fcgi?id=erdman001zac,
Jorden Espinoza*,19,2025,Texas Tech,Big 12,0,0,,13.5,8,0,,0,0,0,6.2,10,11,10,1,8,0,8,2,0,3,41,2.7,13.5,1.4,10.8,10.8,1,,player.fcgi?id=espino004jor,
Zachary Fetchel,19,2025,Texas Tech,Big 12,0,0,,5.79,3,0,,0,0,0,4.2,4,5,3,0,6,0,3,1,0,1,25,2.143,7.7,0,11.6,5.8,0.5,,player.fcgi?id=fetche000zac,
Mac Heuer,20,2025,Texas Tech,Big 12,2,4,0.333,6.28,14,14,,0,0,0,53,65,44,37,6,23,0,48,3,2,1,243,1.66,11,1,3.9,8.2,2.09,,player.fcgi?id=heuer-000mac,
Parker Hutyra,20,2025,Texas Tech,Big 12,0,0,,6,5,0,,0,0,2,9,7,6,6,2,2,0,8,2,1,0,38,1,7,2,2,8,4,,player.fcgi?id=hutyra000par,
Will Jordan,19,2025,Texas Tech,Big 12,1,0,1,4.66,14,0,,0,0,0,19.1,15,10,10,1,14,0,24,4,0,6,86,1.5,7,0.5,6.5,11.2,1.71,,player.fcgi?id=jordan006wil,
Jonny Lowe,21,2025,Texas Tech,Big 12,0,2,0,12.38,9,2,,0,0,1,16,25,22,22,5,13,0,14,3,0,1,89,2.375,14.1,2.8,7.3,7.9,1.08,,player.fcgi?id=lowe--003jon,
Connor Mohan,19,2025,Texas Tech,Big 12,1,2,0.333,7.34,12,6,,0,0,0,30.2,42,31,25,8,18,0,17,3,0,2,154,1.957,12.3,2.3,5.3,5,0.94,,player.fcgi?id=mohan-000con,
Trendan Parish,23,2025,Texas Tech,Big 12,1,5,0.167,7.5,15,0,,0,0,1,30,40,28,25,5,12,0,29,4,0,2,143,1.733,12,1.5,3.6,8.7,2.42,,player.fcgi?id=parish000tre,
Zane Petty,21,2025,Texas Tech,Big 12,2,4,0.333,5.92,14,12,,0,0,0,62.1,66,43,41,13,26,1,46,3,0,1,278,1.476,9.5,1.9,3.8,6.6,1.77,,player.fcgi?id=petty-000zan,
Lukas Pirko,20,2025,Texas Tech,Big 12,0,4,0,7.25,18,4,,0,0,2,36,47,35,29,5,20,0,30,3,0,5,177,1.861,11.8,1.3,5,7.5,1.5,,player.fcgi?id=pirko-000luk,
Jacob Rogers,21,2025,Texas Tech,Big 12,0,0,,17.18,5,0,,0,0,0,3.2,8,8,7,1,6,0,4,0,0,1,25,3.818,19.6,2.5,14.7,9.8,0.67,,player.fcgi?id=rogers011jac,
Brady Trombello,20,2025,Texas Tech,Big 12,0,0,,7.36,3,1,,0,0,0,3.2,4,4,3,0,4,0,5,3,0,0,22,2.182,9.8,0,9.8,12.3,1.25,,player.fcgi?id=trombe000bra,
Logan Addison,20,2026,Texas Tech,Big 12,0,1,0,7.71,20,0,,0,0,1,23.1,25,20,20,6,9,0,29,5,0,0,105,1.457,9.6,2.3,3.5,11.2,3.22,,player.fcgi?id=addiso001log,
Donovan Becerra,21,2026,Texas Tech,Big 12,1,0,1,8.39,10,5,,0,0,0,24.2,31,24,23,6,22,0,19,3,2,2,128,2.149,11.3,2.2,8,6.9,0.86,,player.fcgi?id=becerr000don,
Logan Bevis,21,2026,Texas Tech,Big 12,1,2,0.333,6.6,21,0,,0,0,0,30,36,25,22,6,16,0,23,4,0,4,141,1.733,10.8,1.8,4.8,6.9,1.44,,player.fcgi?id=bevis-000log,
Jackson Burns,20,2026,Texas Tech,Big 12,2,3,0.4,6.75,12,11,,0,0,0,52,60,41,39,9,24,0,53,6,0,1,239,1.615,10.4,1.6,4.2,9.2,2.21,,player.fcgi?id=burns-008jac,
Jorden Espinoza*,20,2026,Texas Tech,Big 12,1,1,0.5,12.33,15,1,,0,0,0,15.1,21,21,21,2,22,0,13,5,0,1,89,2.804,12.3,1.2,12.9,7.6,0.59,,player.fcgi?id=espino004jor,
Ryan Free*,24,2026,Texas Tech,Big 12,3,1,0.75,6.75,6,0,,0,0,0,10.2,8,8,8,2,8,0,10,1,0,2,48,1.5,6.8,1.7,6.8,8.4,1.25,,player.fcgi?id=free--000rya,
Hee-Ryun Han,22,2026,Texas Tech,Big 12,0,2,0,11.15,19,0,,0,0,0,15.1,27,22,19,1,14,2,5,5,0,1,91,2.674,15.8,0.6,8.2,2.9,0.36,,player.fcgi?id=han---000hee,
Adam Hayes,19,2026,Texas Tech,Big 12,2,6,0.25,9.89,13,9,,0,0,0,33.2,59,39,37,13,12,0,23,5,0,0,172,2.109,15.8,3.5,3.2,6.1,1.92,,player.fcgi?id=hayes-000ada,
Parker Hutyra,21,2026,Texas Tech,Big 12,0,0,,10.8,1,0,,0,0,0,1.2,2,2,2,1,0,0,3,0,0,0,7,1.2,10.8,5.4,0,16.2,,,player.fcgi?id=hutyra000par,
Will Jordan,20,2026,Texas Tech,Big 12,2,1,0.667,4.97,12,0,,0,0,1,12.2,14,9,7,1,12,0,15,2,0,1,67,2.053,9.9,0.7,8.5,10.7,1.25,,player.fcgi?id=jordan006wil,
Jonny Lowe,22,2026,Texas Tech,Big 12,4,1,0.8,4.66,24,3,,0,0,0,36.2,39,19,19,6,10,1,38,5,1,0,160,1.336,9.6,1.5,2.5,9.3,3.8,,player.fcgi?id=lowe--003jon,
Connor Mohan,20,2026,Texas Tech,Big 12,1,3,0.25,10.94,15,10,,0,0,0,38.2,63,53,47,16,26,0,31,3,0,5,207,2.302,14.7,3.7,6.1,7.2,1.19,,player.fcgi?id=mohan-000con,
Lukas Pirko,21,2026,Texas Tech,Big 12,3,3,0.5,6.17,9,9,,1,0,0,42.1,56,44,29,10,18,0,34,1,0,1,202,1.748,11.9,2.1,3.8,7.2,1.89,,player.fcgi?id=pirko-000luk,
Kaysen Raineri,19,2026,Texas Tech,Big 12,4,2,0.667,8.68,13,6,,0,0,0,37.1,57,38,36,11,18,0,36,4,0,3,187,2.009,13.7,2.7,4.3,8.7,2,,player.fcgi?id=rainer000kay,
Jacob Rogers,22,2026,Texas Tech,Big 12,0,1,0,9.78,19,0,,0,0,0,19.1,30,24,21,3,11,0,15,1,0,2,100,2.121,14,1.4,5.1,7,1.36,,player.fcgi?id=rogers011jac,
Jesse Rusinek*,19,2026,Texas Tech,Big 12,1,0,1,8.31,11,0,,0,0,0,13,15,12,12,2,11,0,16,2,0,0,66,2,10.4,1.4,7.6,11.1,1.45,,player.fcgi?id=rusine000jes,
Connor Shouse,21,2026,Texas Tech,Big 12,1,0,1,5.87,11,1,,0,0,3,15.1,13,11,10,1,7,0,16,5,1,1,68,1.304,7.6,0.6,4.1,9.4,2.29,,player.fcgi?id=shouse000con,
Jake Spindler,19,2026,Texas Tech,Big 12,0,0,,9,5,0,,0,0,0,4,2,5,4,0,5,0,6,2,0,1,20,1.75,4.5,0,11.3,13.5,1.2,,player.fcgi?id=spindl000jak,
Bryce Suiter,20,2026,Texas Tech,Big 12,1,1,0.5,7.01,18,0,,0,0,0,25.2,27,24,20,8,20,0,31,8,0,1,129,1.831,9.5,2.8,7,10.9,1.55,,player.fcgi?id=suiter000bry,
Brady Trombello,21,2026,Texas Tech,Big 12,0,0,,10.24,8,0,,0,0,0,9.2,15,11,11,3,4,0,10,2,0,1,50,1.966,14,2.8,3.7,9.3,2.5,,player.fcgi?id=trombe000bra,
Justin Abercrombie,22,2026,Utah,Big 12,1,3,0.25,7.48,17,3,,0,0,3,27.2,36,27,23,7,14,1,24,1,0,2,130,1.807,11.7,2.3,4.6,7.8,1.71,,player.fcgi?id=abercr000jus,
Sammy Cova*,21,2026,Utah,Big 12,0,1,0,14.18,12,1,,0,0,0,13.1,30,22,21,3,6,0,7,2,0,1,80,2.7,20.3,2,4.1,4.7,1.17,,player.fcgi?id=cova--000sam,
Chance Covert*,21,2026,Utah,Big 12,0,0,,18,1,0,,0,0,0,1,2,2,2,0,4,0,0,0,0,0,8,6,18,0,36,0,0,,player.fcgi?id=covert000cha,
Ian Culver,22,2026,Utah,Big 12,1,0,1,6.23,15,0,,0,0,0,17.1,26,14,12,5,10,2,15,1,0,3,89,2.077,13.5,2.6,5.2,7.8,1.5,,player.fcgi?id=culver000ian,
Demitri Diamant,22,2026,Utah,Big 12,2,1,0.667,2.93,19,1,,0,0,1,40,37,16,13,6,19,1,28,3,0,3,175,1.4,8.3,1.4,4.3,6.3,1.47,,player.fcgi?id=diaman000dem,
Dillon Fine,20,2026,Utah,Big 12,2,0,1,1.38,7,0,,0,0,0,13,7,2,2,0,3,0,11,2,0,0,51,0.769,4.8,0,2.1,7.6,3.67,,player.fcgi?id=fine--000dil,
David Galindo,--,2026,Utah,Big 12,1,0,1,19.64,6,2,,0,0,1,3.2,8,11,8,2,3,0,4,1,0,0,25,3,19.6,4.9,7.4,9.8,1.33,,player.fcgi?id=galind000dav,
Dylan Gazaway,22,2026,Utah,Big 12,4,2,0.667,7.05,20,1,,0,0,2,37,40,32,29,11,21,0,34,7,0,1,176,1.649,9.7,2.7,5.1,8.3,1.62,,player.fcgi?id=gazawa000dyl,
Seth Graham-Pippin,21,2026,Utah,Big 12,0,3,0,7.75,18,6,,0,0,1,40.2,59,41,35,9,19,1,35,6,0,0,200,1.918,13.1,2,4.2,7.7,1.84,,player.fcgi?id=graham001set,
Easton Jones,20,2026,Utah,Big 12,1,0,1,3.38,9,0,,0,0,0,10.2,10,7,4,1,6,0,6,1,0,0,50,1.5,8.4,0.8,5.1,5.1,1,,player.fcgi?id=jones-003eas,
Ryan Kittredge,23,2026,Utah,Big 12,1,1,0.5,6.75,19,4,,0,0,0,33.1,52,26,25,7,13,0,22,3,1,3,159,1.95,14,1.9,3.5,5.9,1.69,,player.fcgi?id=kittre000rya,
Ian Lenius*,19,2026,Utah,Big 12,2,2,0.5,8.64,12,0,,0,0,1,8.1,11,10,8,3,7,1,6,2,0,3,43,2.16,11.9,3.2,7.6,6.5,0.86,,player.fcgi?id=lenius000ian,
Colter McAnelly,21,2026,Utah,Big 12,3,7,0.3,6.82,13,13,,0,0,0,67.1,71,55,51,10,31,0,70,3,0,4,308,1.515,9.5,1.3,4.1,9.4,2.26,,player.fcgi?id=mcanel000col,
Anson McGorman,22,2026,Utah,Big 12,1,1,0.5,13.14,10,3,,0,0,0,12.1,20,22,18,1,6,0,9,5,0,3,69,2.108,14.6,0.7,4.4,6.6,1.5,,player.fcgi?id=mcgorm000ans,
Cameron Nielson,21,2026,Utah,Big 12,0,0,,6.2,14,3,,0,0,2,24.2,37,19,17,3,9,1,23,2,0,4,118,1.865,13.5,1.1,3.3,8.4,2.56,,player.fcgi?id=nielso000cam,
Payton Riske,22,2026,Utah,Big 12,4,4,0.5,6.15,14,14,,0,0,0,60,72,42,41,7,19,0,42,6,0,2,275,1.517,10.8,1.1,2.9,6.3,2.21,,player.fcgi?id=riske-000pay,
Landon Salvesen*,--,2026,Utah,Big 12,0,0,,9.72,12,0,,0,0,0,8.1,11,9,9,2,9,0,7,2,0,0,46,2.4,11.9,2.2,9.7,7.6,0.78,,player.fcgi?id=salves000lan,
Lucas Boesen,21,2025,Utah,Big 12,4,3,0.571,5.2,20,5,,0,0,0,36.1,44,24,21,5,19,0,30,1,0,5,170,1.734,10.9,1.2,4.7,7.4,1.58,,player.fcgi?id=boesen000luc,
Colby Chambers*,18,2025,Utah,Big 12,0,0,,16.2,4,0,,0,0,0,1.2,3,3,3,0,4,0,2,0,0,2,12,4.2,16.2,0,21.6,10.8,0.5,,player.fcgi?id=chambe002col,
Mateus Conaway*,23,2025,Utah,Big 12,3,1,0.75,4.56,18,0,,0,0,2,25.2,28,13,13,3,12,0,22,4,0,5,118,1.558,9.8,1.1,4.2,7.7,1.83,,player.fcgi?id=conawa000mat,
Ian Culver,21,2025,Utah,Big 12,0,3,0,8.54,18,2,,0,0,0,26.1,35,25,25,4,19,1,18,5,0,4,136,2.051,12,1.4,6.5,6.2,0.95,,player.fcgi?id=culver000ian,
Demitri Diamant,21,2025,Utah,Big 12,0,2,0,5.68,6,0,,0,0,0,12.2,13,8,8,2,10,1,13,0,0,4,59,1.816,9.2,1.4,7.1,9.2,1.3,,player.fcgi?id=diaman000dem,
Jackson Elder,23,2025,Utah,Big 12,1,0,1,1.42,4,0,,0,0,1,6.1,6,2,1,1,2,0,5,0,0,2,25,1.263,8.5,1.4,2.8,7.1,2.5,,player.fcgi?id=elder-000jac,
Dillon Fine,19,2025,Utah,Big 12,0,2,0,10.8,14,2,,0,0,1,18.1,34,25,22,3,11,0,17,1,0,1,99,2.455,16.7,1.5,5.4,8.3,1.55,,player.fcgi?id=fine--000dil,
Dylan Gazaway,21,2025,Utah,Big 12,1,3,0.25,7.29,21,4,,0,0,2,42,55,36,34,2,27,0,31,7,0,2,207,1.952,11.8,0.4,5.8,6.6,1.15,,player.fcgi?id=gazawa000dyl,
Easton Jones,19,2025,Utah,Big 12,1,0,1,5.28,17,1,,0,0,2,29,32,17,17,4,13,0,26,4,0,2,133,1.552,9.9,1.2,4,8.1,2,,player.fcgi?id=jones-003eas,
Merit Jones,21,2025,Utah,Big 12,4,6,0.4,6.95,15,14,,0,0,0,79,96,66,61,11,36,0,58,8,0,5,371,1.671,10.9,1.3,4.1,6.6,1.61,,player.fcgi?id=jones-000mer,
Brady Joyner,23,2025,Utah,Big 12,0,0,,10.13,13,3,,0,0,0,16,16,18,18,2,16,0,18,4,1,3,80,2,9,1.1,9,10.1,1.13,,player.fcgi?id=joyner000bra,
Colter McAnelly,20,2025,Utah,Big 12,4,4,0.5,3.79,14,14,,1,0,0,92.2,82,39,39,9,34,1,92,9,0,8,400,1.252,8,0.9,3.3,8.9,2.71,,player.fcgi?id=mcanel000col,
Cameron Nielson,20,2025,Utah,Big 12,2,4,0.333,5.55,13,3,,0,0,3,24.1,30,21,15,3,16,0,12,3,0,3,118,1.89,11.1,1.1,5.9,4.4,0.75,,player.fcgi?id=nielso000cam,
Payton Riske,21,2025,Utah,Big 12,1,0,1,4.5,2,2,,0,0,0,10,8,5,5,2,4,0,6,0,0,0,40,1.2,7.2,1.8,3.6,5.4,1.5,,player.fcgi?id=riske-000pay,
Sam Stockman*,20,2025,Utah,Big 12,0,0,,9.53,6,0,,0,0,0,5.2,8,6,6,0,10,0,3,0,0,1,33,3.176,12.7,0,15.9,4.8,0.3,,player.fcgi?id=stockm000sam,
Carter Wall*,20,2025,Utah,Big 12,0,1,0,27,8,0,,0,0,0,5.1,14,17,16,2,8,0,3,3,0,2,40,4.125,23.6,3.4,13.5,5.1,0.38,,player.fcgi?id=wall--000car,
Bryant Ball,23,2026,BYU,Big 12,0,0,,4.15,6,0,,0,0,0,4.1,7,3,2,0,4,0,3,2,0,0,24,2.538,14.5,0,8.3,6.2,0.75,,player.fcgi?id=ball--004bry,
Tyler Ball,21,2026,BYU,Big 12,1,2,0.333,7.66,16,3,,0,0,1,22.1,23,22,19,3,19,0,20,8,0,5,113,1.881,9.3,1.2,7.7,8.1,1.05,,player.fcgi?id=ball--000tyl,
Cayson Bell,21,2026,BYU,Big 12,1,1,0.5,6.19,14,8,,0,0,0,36.1,36,26,25,5,20,0,21,11,0,4,169,1.541,8.9,1.2,5,5.2,1.05,,player.fcgi?id=bell--000cay,
Dan Brousseau,--,2026,BYU,Big 12,4,0,1,2.73,24,0,,0,0,0,29.2,28,10,9,2,11,0,20,9,1,6,132,1.315,8.5,0.6,3.3,6.1,1.82,,player.fcgi?id=brouss000dan,
Jaxon Clayton,19,2026,BYU,Big 12,1,0,1,7.5,13,0,,0,0,0,12,9,10,10,2,10,0,20,3,0,3,56,1.583,6.8,1.5,7.5,15,2,,player.fcgi?id=clayto000jax,
Wayland Crane*,--,2026,BYU,Big 12,2,4,0.333,6.36,15,15,,0,0,0,58,72,53,41,12,35,0,49,8,1,9,280,1.845,11.2,1.9,5.4,7.6,1.4,,player.fcgi?id=crane-000way,
Nate Gray,20,2026,BYU,Big 12,7,7,0.5,6.48,16,5,,0,0,0,58.1,65,44,42,9,40,0,56,8,0,15,285,1.8,10,1.4,6.2,8.6,1.4,,player.fcgi?id=gray--003nat,
Ashton Johnson*,22,2026,BYU,Big 12,1,5,0.167,4.23,23,0,,0,0,5,55.1,59,32,26,4,21,3,51,0,0,0,245,1.446,9.6,0.7,3.4,8.3,2.43,,player.fcgi?id=johnso002ash,
Brayden Marx,21,2026,BYU,Big 12,0,1,0,9.64,14,1,,0,0,0,14,17,16,15,3,16,0,14,3,0,4,76,2.357,10.9,1.9,10.3,9,0.88,,player.fcgi?id=marx--000bra,
Blade Paragas,20,2026,BYU,Big 12,1,0,1,7.94,3,3,,0,0,0,5.2,7,5,5,2,3,0,4,1,0,0,26,1.765,11.1,3.2,4.8,6.4,1.33,,player.fcgi?id=paraga000bla,
Austin Park,19,2026,BYU,Big 12,2,0,1,5.83,18,3,,0,0,0,29.1,28,19,19,5,20,1,39,13,0,4,143,1.636,8.6,1.5,6.1,12,1.95,,player.fcgi?id=park--000aus,
Justis Reiser*,23,2026,BYU,Big 12,0,3,0,7.64,15,6,,0,0,1,33,45,31,28,6,8,0,27,6,1,5,155,1.606,12.3,1.6,2.2,7.4,3.38,,player.fcgi?id=reiser000jus,
Brock Snow*,--,2026,BYU,Big 12,0,0,,4.5,9,0,,0,0,0,8,6,5,4,1,4,0,8,4,0,3,36,1.25,6.8,1.1,4.5,9,2,,player.fcgi?id=snow--000bro,
Luke Sterner,24,2026,BYU,Big 12,1,1,0.5,7.97,15,2,,0,0,1,20.1,23,18,18,2,11,0,19,4,0,7,95,1.672,10.2,0.9,4.9,8.4,1.73,,player.fcgi?id=sterne000luk,
Garrison Sumner,22,2026,BYU,Big 12,4,3,0.571,6.78,15,10,,0,0,0,66.1,74,51,50,9,28,0,85,7,0,8,303,1.538,10,1.2,3.8,11.5,3.04,,player.fcgi?id=sumner000gar,
Nate Wochner,--,2026,BYU,Big 12,1,1,0.5,12,11,0,,0,0,0,9,15,12,12,2,13,0,10,4,0,4,56,3.111,15,2,13,10,0.77,,player.fcgi?id=wochne000nat,
Ethan Zufall,20,2026,BYU,Big 12,1,0,1,6.53,15,0,,0,0,0,20.2,23,16,15,1,22,0,20,6,0,0,110,2.177,10,0.4,9.6,8.7,0.91,,player.fcgi?id=zufall000eth,
Cayson Bell,20,2025,BYU,Big 12,1,1,0.5,8.05,9,4,,0,0,0,19,22,20,17,3,9,0,11,8,0,3,92,1.632,10.4,1.4,4.3,5.2,1.22,,player.fcgi?id=bell--000cay,
Hayden Coon,21,2025,BYU,Big 12,3,1,0.75,6.57,12,1,,0,0,1,24.2,27,20,18,7,14,0,28,5,0,3,119,1.662,9.9,2.6,5.1,10.2,2,,player.fcgi?id=coon--000hay,
Stone Cushing,22,2025,BYU,Big 12,1,0,1,7.02,18,0,,0,0,2,16.2,23,16,13,3,9,0,12,4,0,2,85,1.92,12.4,1.6,4.9,6.5,1.33,,player.fcgi?id=cushin000sto,
Ziegen Farley,22,2025,BYU,Big 12,0,0,,33.75,4,0,,0,0,0,2.2,5,11,10,1,6,0,3,3,1,3,22,4.125,16.9,3.4,20.3,10.1,0.5,,player.fcgi?id=farley000zie,
Nolan Ficklin*,--,2025,BYU,Big 12,3,1,0.75,7.79,18,0,,0,0,0,17.1,19,17,15,3,14,0,13,5,1,4,88,1.904,9.9,1.6,7.3,6.8,0.93,,player.fcgi?id=fickli000nol,
Carter Foss,22,2025,BYU,Big 12,0,1,0,29.7,5,0,,0,0,0,3.1,7,11,11,1,5,0,3,2,0,0,23,3.6,18.9,2.7,13.5,8.1,0.6,,player.fcgi?id=foss--000car,
Payton Gubler,21,2025,BYU,Big 12,3,3,0.5,5.98,12,9,,0,0,0,55.2,55,40,37,4,33,0,41,18,2,8,264,1.581,8.9,0.6,5.3,6.6,1.24,,player.fcgi?id=gubler000pay,
Brett Hansen*,25,2025,BYU,Big 12,1,0,1,7.61,17,5,,0,0,0,23.2,27,21,20,2,24,0,20,3,0,5,121,2.155,10.3,0.8,9.1,7.6,0.83,,player.fcgi?id=hansen002bre,
Jaden Harris,22,2025,BYU,Big 12,2,7,0.222,8.26,17,13,,0,0,0,61,80,57,56,11,39,0,38,10,1,3,301,1.951,11.8,1.6,5.8,5.6,0.97,,player.fcgi?id=harris000jad,
Ashton Johnson*,21,2025,BYU,Big 12,5,1,0.833,3.14,24,0,,0,0,2,43,41,17,15,5,9,0,29,4,0,0,183,1.163,8.6,1,1.9,6.1,3.22,,player.fcgi?id=johnso002ash,
Rockwell Lybbert,21,2025,BYU,Big 12,1,0,1,5.4,7,0,,0,0,1,6.2,7,4,4,2,4,0,9,0,1,2,30,1.65,9.5,2.7,5.4,12.2,2.25,,player.fcgi?id=lybber000roc,
Brayden Marx,20,2025,BYU,Big 12,0,4,0,6.67,21,1,,0,0,1,29.2,30,24,22,1,36,0,31,4,0,4,155,2.225,9.1,0.3,10.9,9.4,0.86,,player.fcgi?id=marx--000bra,
Owen Miller,20,2025,BYU,Big 12,1,2,0.333,7.77,12,3,,0,0,0,22,29,20,19,2,13,0,14,7,1,1,111,1.909,11.9,0.8,5.3,5.7,1.08,,player.fcgi?id=miller001owe,
Maddax Peck,20,2025,BYU,Big 12,0,0,,8.68,9,0,,0,0,0,9.1,12,9,9,2,11,0,14,2,0,1,50,2.464,11.6,1.9,10.6,13.5,1.27,,player.fcgi?id=peck--000mad,
Jake Porter,25,2025,BYU,Big 12,1,1,0.5,4.55,19,3,,0,0,0,29.2,31,15,15,6,14,0,13,8,0,2,133,1.517,9.4,1.8,4.2,3.9,0.93,,player.fcgi?id=porter001jak,
Justis Reiser*,22,2025,BYU,Big 12,3,0,1,4.45,21,5,,0,0,2,32.1,32,19,16,2,14,0,24,4,0,6,143,1.423,8.9,0.6,3.9,6.7,1.71,,player.fcgi?id=reiser000jus,
Ryan Reynolds,24,2025,BYU,Big 12,0,0,,15.43,2,0,,0,0,0,2.1,6,4,4,1,3,0,3,0,0,1,16,3.857,23.1,3.9,11.6,11.6,1,,player.fcgi?id=reynol006rya,
Luke Sterner,23,2025,BYU,Big 12,0,2,0,8.05,14,0,,0,0,0,19,29,21,17,1,9,1,22,1,0,2,98,2,13.7,0.5,4.3,10.4,2.44,,player.fcgi?id=sterne000luk,
Garrison Sumner,21,2025,BYU,Big 12,3,3,0.5,8.32,14,11,,0,0,0,61.2,82,58,57,18,24,0,60,7,1,7,295,1.719,12,2.6,3.5,8.8,2.5,,player.fcgi?id=sumner000gar,
Bryant Ball,21,2024,BYU,Big 12,0,0,,18,1,0,,0,0,0,1,3,2,2,0,0,0,1,0,0,0,6,3,27,0,0,9,,,player.fcgi?id=ball--004bry,
Cutter Clawson*,23,2024,BYU,Big 12,0,7,0,8.1,19,7,,0,0,0,40,45,38,36,6,33,0,40,3,0,6,199,1.95,10.1,1.4,7.4,9,1.21,,player.fcgi?id=clawso000cut,
Hayden Coon,20,2024,BYU,Big 12,1,2,0.333,3.91,16,3,,0,0,0,23,21,13,10,3,12,0,20,4,0,1,105,1.435,8.2,1.2,4.7,7.8,1.67,,player.fcgi?id=coon--000hay,
Stone Cushing,21,2024,BYU,Big 12,2,3,0.4,3.93,29,0,,0,0,10,34.1,20,18,15,1,25,4,46,9,1,4,152,1.311,5.2,0.3,6.6,12.1,1.84,,player.fcgi?id=cushin000sto,
Candon Dahle,21,2024,BYU,Big 12,4,2,0.667,5.48,25,3,,0,0,0,42.2,46,29,26,5,24,1,42,8,0,6,205,1.641,9.7,1.1,5.1,8.9,1.75,,player.fcgi?id=dahle-000can,
Carter Foss,21,2024,BYU,Big 12,0,0,,7.91,20,0,,0,0,0,19.1,26,17,17,5,10,0,22,5,0,0,96,1.862,12.1,2.3,4.7,10.2,2.2,,player.fcgi?id=foss--000car,
Payton Gubler,20,2024,BYU,Big 12,0,0,,6.75,14,7,,0,0,0,29.1,28,26,22,6,24,0,32,13,0,3,151,1.773,8.6,1.8,7.4,9.8,1.33,,player.fcgi?id=gubler000pay,
Ben Hansen,22,2024,BYU,Big 12,5,7,0.417,6.63,14,14,,0,0,0,72,93,61,53,10,30,0,51,6,3,3,340,1.708,11.6,1.3,3.8,6.4,1.7,,player.fcgi?id=hansen001ben,
Brett Hansen*,24,2024,BYU,Big 12,0,0,,5.4,1,0,,0,0,0,1.2,3,1,1,0,0,0,3,1,0,2,7,1.8,16.2,0,0,16.2,,,player.fcgi?id=hansen002bre,
Boston Mabeus*,24,2024,BYU,Big 12,2,0,1,5.01,28,0,,0,0,0,32.1,32,23,18,2,19,0,44,4,0,3,153,1.577,8.9,0.6,5.3,12.2,2.32,,player.fcgi?id=mabeus000bos,
Mason Olson*,22,2024,BYU,Big 12,2,2,0.5,2.82,19,1,,0,0,1,38.1,31,15,12,1,13,1,49,5,0,2,164,1.148,7.3,0.2,3.1,11.5,3.77,,player.fcgi?id=olson-000mas,
Maddax Peck,19,2024,BYU,Big 12,0,1,0,18,2,0,,0,0,0,1,0,3,2,0,3,0,2,0,0,0,7,3,0,0,27,18,0.67,,player.fcgi?id=peck--000mad,
Jake Porter,24,2024,BYU,Big 12,2,0,1,4.5,22,0,,0,0,0,30,33,16,15,2,13,0,19,1,1,3,131,1.533,9.9,0.6,3.9,5.7,1.46,,player.fcgi?id=porter001jak,
Justis Reiser*,21,2024,BYU,Big 12,0,0,,0,1,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,1,9,0,0,0,,,player.fcgi?id=reiser000jus,
Bryce Robison,23,2024,BYU,Big 12,2,7,0.222,6.85,14,13,,0,0,0,67,84,55,51,17,24,0,51,6,1,3,310,1.612,11.3,2.3,3.2,6.9,2.13,,player.fcgi?id=robiso000bry,
Max Stanley,19,2024,BYU,Big 12,0,0,,16.88,7,1,,0,0,0,5.1,6,12,10,2,9,0,4,2,0,3,33,2.813,10.1,3.4,15.2,6.8,0.44,,player.fcgi?id=stanle001max,
Luke Sterner,22,2024,BYU,Big 12,1,0,1,6.75,17,3,,0,0,0,22.2,22,17,17,5,14,0,21,2,0,1,101,1.588,8.7,2,5.6,8.3,1.5,,player.fcgi?id=sterne000luk,
Jackson Baker,21,2026,Houston,Big 12,2,1,0.667,13.5,9,0,,0,0,0,10,19,16,15,4,8,0,9,1,0,3,54,2.7,17.1,3.6,7.2,8.1,1.13,,player.fcgi?id=baker-011jac,
Harry Boushele,24,2026,Houston,Big 12,2,1,0.667,5.34,17,0,,0,0,0,28.2,30,20,17,2,12,0,31,4,0,2,132,1.465,9.4,0.6,3.8,9.7,2.58,,player.fcgi?id=boushe000har,
Tyler Bryan,21,2026,Houston,Big 12,1,2,0.333,8.51,21,0,,0,0,3,24.1,30,25,23,2,18,1,19,3,0,2,119,1.973,11.1,0.7,6.7,7,1.06,,player.fcgi?id=bryan-000tyl,
